sequenceID	gb_subtype	rec_subtype	strain	gb_segment	rec_segment	iso_host	iso_source	iso_country	lab_host	iso_year	iso_month	iso_day	length	pubmed_id
KT592531	-	-	D/swine/Italy/199724-3/2015	2	-	Sus scrofa	-	Italy	-	2015	-	-	2330	26812282
KT592532	-	-	D/swine/Italy/199724-3/2015	3	-	Sus scrofa	-	Italy	-	2015	-	-	2195	26812282
KT592533	-	-	D/swine/Italy/199724-3/2015	4	-	Sus scrofa	-	Italy	-	2015	-	-	2049	26812282
KT592534	-	-	D/swine/Italy/199724-3/2015	5	-	Sus scrofa	-	Italy	-	2015	-	-	1775	26812282
KT592535	-	-	D/swine/Italy/199724-3/2015	6	-	Sus scrofa	-	Italy	-	2015	-	-	1219	26812282
KT592536	-	-	D/swine/Italy/199724-3/2015	7	-	Sus scrofa	-	Italy	-	2015	-	-	868	26812282
KX768817	-	-	D/swine/Italy/268344-2/2015	1	-	Sus scrofa	-	Italy	-	2015	-	-	2364	28916759
KX768818	-	-	D/swine/Italy/268344-2/2015	2	-	Sus scrofa	-	Italy	-	2015	-	-	1654	28916759
KX768819	-	-	D/swine/Italy/268344-2/2015	3	-	Sus scrofa	-	Italy	-	2015	-	-	2213	28916759
KX768820	-	-	D/swine/Italy/268344-2/2015	4	-	Sus scrofa	-	Italy	-	2015	-	-	2049	28916759
KX768821	-	-	D/swine/Italy/268344-2/2015	5	-	Sus scrofa	-	Italy	-	2015	-	-	1729	28916759
KX768822	-	-	D/swine/Italy/268344-2/2015	6	-	Sus scrofa	-	Italy	-	2015	-	-	1220	28916759
KX768823	-	-	D/swine/Italy/268344-2/2015	7	-	Sus scrofa	-	Italy	-	2015	-	-	874	28916759
KX768824	-	-	D/swine/Italy/173287-4/2016	1	-	Sus scrofa	-	Italy	-	2016	-	-	2364	28916759
KX768825	-	-	D/swine/Italy/173287-4/2016	2	-	Sus scrofa	-	Italy	-	2016	-	-	2330	28916759
KX768826	-	-	D/swine/Italy/173287-4/2016	3	-	Sus scrofa	-	Italy	-	2016	-	-	2195	28916759
KX768827	-	-	D/swine/Italy/173287-4/2016	4	-	Sus scrofa	-	Italy	-	2016	-	-	2049	28916759
KX768828	-	-	D/swine/Italy/173287-4/2016	5	-	Sus scrofa	-	Italy	-	2016	-	-	1775	28916759
KX768829	-	-	D/swine/Italy/173287-4/2016	6	-	Sus scrofa	-	Italy	-	2016	-	-	1219	28916759
KX768830	-	-	D/swine/Italy/173287-4/2016	7	-	Sus scrofa	-	Italy	-	2016	-	-	868	28916759
KX768831	-	-	D/swine/Italy/254578/2015	1	-	Sus scrofa	-	Italy	-	2015	-	-	2364	28916759
KX768832	-	-	D/swine/Italy/254578/2015	2	-	Sus scrofa	-	Italy	-	2015	-	-	2330	28916759
KX768833	-	-	D/swine/Italy/254578/2015	3	-	Sus scrofa	-	Italy	-	2015	-	-	2195	28916759
KX768834	-	-	D/swine/Italy/254578/2015	4	-	Sus scrofa	-	Italy	-	2015	-	-	2049	28916759
KX768835	-	-	D/swine/Italy/254578/2015	5	-	Sus scrofa	-	Italy	-	2015	-	-	1775	28916759
KX768836	-	-	D/swine/Italy/254578/2015	6	-	Sus scrofa	-	Italy	-	2015	-	-	1219	28916759
KX768837	-	-	D/swine/Italy/254578/2015	7	-	Sus scrofa	-	Italy	-	2015	-	-	868	28916759
KX768838	-	-	D/swine/Italy/354017/2015	1	-	Sus scrofa	-	Italy	-	2015	-	-	2364	28916759
KX768839	-	-	D/swine/Italy/354017/2015	2	-	Sus scrofa	-	Italy	-	2015	-	-	2330	28916759
KX768840	-	-	D/swine/Italy/354017/2015	3	-	Sus scrofa	-	Italy	-	2015	-	-	2195	28916759
KX768841	-	-	D/swine/Italy/354017/2015	4	-	Sus scrofa	-	Italy	-	2015	-	-	2052	28916759
KX768842	-	-	D/swine/Italy/354017/2015	5	-	Sus scrofa	-	Italy	-	2015	-	-	1775	28916759
KX768843	-	-	D/swine/Italy/354017/2015	6	-	Sus scrofa	-	Italy	-	2015	-	-	1219	28916759
KX768844	-	-	D/swine/Italy/354017/2015	7	-	Sus scrofa	-	Italy	-	2015	-	-	868	28916759
KY441104	-	-	D/swine/Guangdong/YS1/2016	4	-	Sus scrofa	-	China: Guangdong	-	2016	NOV	11	496	28726609
KY441105	-	-	D/swine/Guangdong/YS2/2016	4	-	Sus scrofa	-	China: Guangdong	-	2016	NOV	11	496	28726609
KY441106	-	-	D/swine/Guangdong/P8/2016	4	-	Sus scrofa	-	China: Guangdong	-	2016	OCT	8	496	28726609
KY441107	-	-	D/swine/Guangdong/P14/2016	4	-	Sus scrofa	-	China: Guangdong	-	2016	OCT	8	496	28726609
KY441108	-	-	D/swine/Guangdong/PS1/2016	4	-	Sus scrofa	-	China: Guangdong	-	2016	OCT	9	496	28726609
KY441109	-	-	D/swine/Guangdong/U1/2016	4	-	Sus scrofa	-	China: Guangdong	-	2016	SEP	26	496	28726609
KY441110	-	-	D/swine/Guangdong/U16/2016	4	-	Sus scrofa	-	China: Guangdong	-	2016	SEP	26	496	28726609
MH315965	-	-	D/swine/Guangdong/NN13/2017	4	-	Sus scrofa	-	China	-	2017	MAR	23	1995	-
MH315966	-	-	D/swine/Guangdong/LX-2/2018	4	-	Sus scrofa	-	China	-	2018	APR	15	1995	-
MK054178	-	-	D/swine/Kentucky/17TOSU1262/2017	5	-	Sus scrofa	nasal swab	USA: Kentucky	-	2017	NOV	1	1659	-
MK054179	-	-	D/swine/Kentucky/17TOSU1262/2017	7	-	Sus scrofa	nasal swab	USA: Kentucky	-	2017	NOV	1	732	-
MK054180	-	-	D/swine/Kentucky/17TOSU1262/2017	3	-	Sus scrofa	nasal swab	USA: Kentucky	-	2017	NOV	1	2133	-
MK054181	-	-	D/swine/Kentucky/17TOSU1262/2017	1	-	Sus scrofa	nasal swab	USA: Kentucky	-	2017	NOV	1	2319	-
MK054182	-	-	D/swine/Kentucky/17TOSU1262/2017	2	-	Sus scrofa	nasal swab	USA: Kentucky	-	2017	NOV	1	2262	-
MK054183	-	-	D/swine/Kentucky/17TOSU1262/2017	6	-	Sus scrofa	nasal swab	USA: Kentucky	-	2017	NOV	1	1164	-
MK054184	-	-	D/swine/Kentucky/17TOSU1262/2017	4	-	Sus scrofa	nasal swab	USA: Kentucky	-	2017	NOV	1	1995	-
