sequenceID	full_name	isolate	gb_segment	rec_segment	rec_subtype	gb_subtype	gb_year	gb_month	gb_day	gb_source	gb_lab_host	pubmed_id	length	gb_host	gb_country	gb_place_sampled	m49_country
MN123955	Influenza D virus	D/bovine/Italy/28145/2019	5	5	-	-	2019	-	-	-	-	31801277	1774	Bos taurus	Italy	-	custom-table-row/m49_country/ITA
MN123956	Influenza D virus	D/bovine/Italy/28145/2019	6	6	-	-	2019	-	-	-	-	31801277	1218	Bos taurus	Italy	-	custom-table-row/m49_country/ITA
MN123957	Influenza D virus	D/bovine/Italy/28145/2019	7	7	-	-	2019	-	-	-	-	31801277	867	Bos taurus	Italy	-	custom-table-row/m49_country/ITA
MN123958	Influenza D virus	D/bovine/Italy/28145/2019	2	2	-	-	2019	-	-	-	-	31801277	2329	Bos taurus	Italy	-	custom-table-row/m49_country/ITA
MN123959	Influenza D virus	D/bovine/Italy/28145/2019	4	4	D660	-	2019	-	-	-	-	31801277	2048	Bos taurus	Italy	-	custom-table-row/m49_country/ITA
MN165175	Influenza D virus	D/bovine/Italy/72637/2019	1	1	-	-	2019	-	-	-	-	31801277	2362	Bos taurus	Italy	-	custom-table-row/m49_country/ITA
MN165176	Influenza D virus	D/bovine/Italy/72637/2019	2	2	-	-	2019	-	-	-	-	31801277	643	Bos taurus	Italy	-	custom-table-row/m49_country/ITA
MN165177	Influenza D virus	D/bovine/Italy/72637/2019	6	6	-	-	2019	-	-	-	-	31801277	1217	Bos taurus	Italy	-	custom-table-row/m49_country/ITA
MN165178	Influenza D virus	D/bovine/Italy/72637/2019	3	3	-	-	2019	-	-	-	-	31801277	2189	Bos taurus	Italy	-	custom-table-row/m49_country/ITA
MN165179	Influenza D virus	D/bovine/Italy/72637/2019	7	7	-	-	2019	-	-	-	-	31801277	867	Bos taurus	Italy	-	custom-table-row/m49_country/ITA
MN165180	Influenza D virus	D/bovine/Italy/72637/2019	5	5	-	-	2019	-	-	-	-	31801277	1746	Bos taurus	Italy	-	custom-table-row/m49_country/ITA
MN165182	Influenza D virus	D/bovine/Italy/59542/2018	1	1	-	-	2018	-	-	-	-	31801277	2363	Bos taurus	Italy	-	custom-table-row/m49_country/ITA
MN165183	Influenza D virus	D/bovine/Italy/59542/2018	2	2	-	-	2018	-	-	-	-	31801277	2329	Bos taurus	Italy	-	custom-table-row/m49_country/ITA
MN165184	Influenza D virus	D/bovine/Italy/59542/2018	6	6	-	-	2018	-	-	-	-	31801277	1218	Bos taurus	Italy	-	custom-table-row/m49_country/ITA
MN165185	Influenza D virus	D/bovine/Italy/59542/2018	3	3	-	-	2018	-	-	-	-	31801277	2194	Bos taurus	Italy	-	custom-table-row/m49_country/ITA
MN165186	Influenza D virus	D/bovine/Italy/59542/2018	7	7	-	-	2018	-	-	-	-	31801277	867	Bos taurus	Italy	-	custom-table-row/m49_country/ITA
MN165187	Influenza D virus	D/bovine/Italy/59542/2018	5	5	-	-	2018	-	-	-	-	31801277	1774	Bos taurus	Italy	-	custom-table-row/m49_country/ITA
MN165188	Influenza D virus	D/bovine/Italy/59542/2018	4	4	DOK	-	2018	-	-	-	-	31801277	2048	Bos taurus	Italy	-	custom-table-row/m49_country/ITA
MN165189	Influenza D virus	D/bovine/Italy/50543-3/2018	1	1	-	-	2018	-	-	-	-	31801277	2364	Bos taurus	Italy	-	custom-table-row/m49_country/ITA
MN165190	Influenza D virus	D/bovine/Italy/50543-3/2018	2	2	-	-	2018	-	-	-	-	31801277	2329	Bos taurus	Italy	-	custom-table-row/m49_country/ITA
MN165191	Influenza D virus	D/bovine/Italy/50543-3/2018	6	6	-	-	2018	-	-	-	-	31801277	1218	Bos taurus	Italy	-	custom-table-row/m49_country/ITA
MN165192	Influenza D virus	D/bovine/Italy/50543-3/2018	3	3	-	-	2018	-	-	-	-	31801277	2194	Bos taurus	Italy	-	custom-table-row/m49_country/ITA
MN165193	Influenza D virus	D/bovine/Italy/50543-3/2018	7	7	-	-	2018	-	-	-	-	31801277	867	Bos taurus	Italy	-	custom-table-row/m49_country/ITA
MN165194	Influenza D virus	D/bovine/Italy/50543-3/2018	5	5	-	-	2018	-	-	-	-	31801277	1774	Bos taurus	Italy	-	custom-table-row/m49_country/ITA
MN165195	Influenza D virus	D/bovine/Italy/50543-3/2018	4	4	DOK	-	2018	-	-	-	-	31801277	2000	Bos taurus	Italy	-	custom-table-row/m49_country/ITA
MN165196	Influenza D virus	D/bovine/Italy/4128547/2018	1	1	-	-	2018	-	-	-	-	31801277	2363	Bos taurus	Italy	-	custom-table-row/m49_country/ITA
MN165197	Influenza D virus	D/bovine/Italy/4128547/2018	2	2	-	-	2018	-	-	-	-	31801277	2329	Bos taurus	Italy	-	custom-table-row/m49_country/ITA
MN165198	Influenza D virus	D/bovine/Italy/4128547/2018	6	6	-	-	2018	-	-	-	-	31801277	1218	Bos taurus	Italy	-	custom-table-row/m49_country/ITA
MN165199	Influenza D virus	D/bovine/Italy/4128547/2018	3	3	-	-	2018	-	-	-	-	31801277	2194	Bos taurus	Italy	-	custom-table-row/m49_country/ITA
MN165200	Influenza D virus	D/bovine/Italy/4128547/2018	7	7	-	-	2018	-	-	-	-	31801277	867	Bos taurus	Italy	-	custom-table-row/m49_country/ITA
MN165201	Influenza D virus	D/bovine/Italy/4128547/2018	5	5	-	-	2018	-	-	-	-	31801277	1774	Bos taurus	Italy	-	custom-table-row/m49_country/ITA
MN165202	Influenza D virus	D/bovine/Italy/4128547/2018	4	4	DOK	-	2018	-	-	-	-	31801277	2016	Bos taurus	Italy	-	custom-table-row/m49_country/ITA
MN165203	Influenza D virus	D/bovine/Italy/40574/2018	1	1	-	-	2018	-	-	-	-	31801277	2363	Bos taurus	Italy	-	custom-table-row/m49_country/ITA
MN165204	Influenza D virus	D/bovine/Italy/40574/2018	2	2	-	-	2018	-	-	-	-	31801277	2329	Bos taurus	Italy	-	custom-table-row/m49_country/ITA
MN165205	Influenza D virus	D/bovine/Italy/40574/2018	6	6	-	-	2018	-	-	-	-	31801277	1218	Bos taurus	Italy	-	custom-table-row/m49_country/ITA
MN165206	Influenza D virus	D/bovine/Italy/40574/2018	3	3	-	-	2018	-	-	-	-	31801277	2194	Bos taurus	Italy	-	custom-table-row/m49_country/ITA
MN165207	Influenza D virus	D/bovine/Italy/40574/2018	7	7	-	-	2018	-	-	-	-	31801277	867	Bos taurus	Italy	-	custom-table-row/m49_country/ITA
MN165208	Influenza D virus	D/bovine/Italy/40574/2018	5	5	-	-	2018	-	-	-	-	31801277	1774	Bos taurus	Italy	-	custom-table-row/m49_country/ITA
MN165209	Influenza D virus	D/bovine/Italy/40574/2018	4	4	DOK	-	2018	-	-	-	-	31801277	2048	Bos taurus	Italy	-	custom-table-row/m49_country/ITA
MN165210	Influenza D virus	D/bovine/Italy/37760/2019	1	1	-	-	2019	-	-	-	-	31801277	2363	Bos taurus	Italy	-	custom-table-row/m49_country/ITA
MN165211	Influenza D virus	D/bovine/Italy/37760/2019	2	2	-	-	2019	-	-	-	-	31801277	2329	Bos taurus	Italy	-	custom-table-row/m49_country/ITA
MN165212	Influenza D virus	D/bovine/Italy/37760/2019	6	6	-	-	2019	-	-	-	-	31801277	1218	Bos taurus	Italy	-	custom-table-row/m49_country/ITA
MN165213	Influenza D virus	D/bovine/Italy/37760/2019	3	3	-	-	2019	-	-	-	-	31801277	2194	Bos taurus	Italy	-	custom-table-row/m49_country/ITA
MN165214	Influenza D virus	D/bovine/Italy/37760/2019	7	7	-	-	2019	-	-	-	-	31801277	868	Bos taurus	Italy	-	custom-table-row/m49_country/ITA
MN165215	Influenza D virus	D/bovine/Italy/37760/2019	5	5	-	-	2019	-	-	-	-	31801277	1774	Bos taurus	Italy	-	custom-table-row/m49_country/ITA
MN165216	Influenza D virus	D/bovine/Italy/37760/2019	4	4	DOK	-	2019	-	-	-	-	31801277	2033	Bos taurus	Italy	-	custom-table-row/m49_country/ITA
MN165217	Influenza D virus	D/bovine/Italy/3525/2018	1	1	-	-	2018	-	-	-	-	31801277	2363	Bos taurus	Italy	-	custom-table-row/m49_country/ITA
MN165218	Influenza D virus	D/bovine/Italy/3525/2018	2	2	-	-	2018	-	-	-	-	31801277	2329	Bos taurus	Italy	-	custom-table-row/m49_country/ITA
MN165219	Influenza D virus	D/bovine/Italy/3525/2018	6	6	-	-	2018	-	-	-	-	31801277	1218	Bos taurus	Italy	-	custom-table-row/m49_country/ITA
MN165220	Influenza D virus	D/bovine/Italy/3525/2018	3	3	-	-	2018	-	-	-	-	31801277	2194	Bos taurus	Italy	-	custom-table-row/m49_country/ITA
MN165221	Influenza D virus	D/bovine/Italy/3525/2018	7	7	-	-	2018	-	-	-	-	31801277	867	Bos taurus	Italy	-	custom-table-row/m49_country/ITA
MN165222	Influenza D virus	D/bovine/Italy/3525/2018	5	5	-	-	2018	-	-	-	-	31801277	1774	Bos taurus	Italy	-	custom-table-row/m49_country/ITA
MN165223	Influenza D virus	D/bovine/Italy/3525/2018	4	4	DOK	-	2018	-	-	-	-	31801277	1896	Bos taurus	Italy	-	custom-table-row/m49_country/ITA
MN165224	Influenza D virus	D/bovine/Italy/20749/2018	1	1	-	-	2018	-	-	-	-	31801277	2363	Bos taurus	Italy	-	custom-table-row/m49_country/ITA
MN165225	Influenza D virus	D/bovine/Italy/20749/2018	2	2	-	-	2018	-	-	-	-	31801277	2329	Bos taurus	Italy	-	custom-table-row/m49_country/ITA
MN165226	Influenza D virus	D/bovine/Italy/20749/2018	6	6	-	-	2018	-	-	-	-	31801277	1218	Bos taurus	Italy	-	custom-table-row/m49_country/ITA
MN165227	Influenza D virus	D/bovine/Italy/20749/2018	3	3	-	-	2018	-	-	-	-	31801277	2194	Bos taurus	Italy	-	custom-table-row/m49_country/ITA
MN165228	Influenza D virus	D/bovine/Italy/20749/2018	7	7	-	-	2018	-	-	-	-	31801277	868	Bos taurus	Italy	-	custom-table-row/m49_country/ITA
MN165229	Influenza D virus	D/bovine/Italy/20749/2018	5	5	-	-	2018	-	-	-	-	31801277	1774	Bos taurus	Italy	-	custom-table-row/m49_country/ITA
MN165230	Influenza D virus	D/bovine/Italy/20749/2018	4	4	DOK	-	2018	-	-	-	-	31801277	1426	Bos taurus	Italy	-	custom-table-row/m49_country/ITA
MN165231	Influenza D virus	D/bovine/Italy/14429/2018	1	1	-	-	2018	-	-	-	-	31801277	2363	Bos taurus	Italy	-	custom-table-row/m49_country/ITA
MN165232	Influenza D virus	D/bovine/Italy/14429/2018	2	2	-	-	2018	-	-	-	-	31801277	2323	Bos taurus	Italy	-	custom-table-row/m49_country/ITA
MN165233	Influenza D virus	D/bovine/Italy/14429/2018	6	6	-	-	2018	-	-	-	-	31801277	1218	Bos taurus	Italy	-	custom-table-row/m49_country/ITA
MN165234	Influenza D virus	D/bovine/Italy/14429/2018	3	3	-	-	2018	-	-	-	-	31801277	2194	Bos taurus	Italy	-	custom-table-row/m49_country/ITA
MN165235	Influenza D virus	D/bovine/Italy/14429/2018	7	7	-	-	2018	-	-	-	-	31801277	867	Bos taurus	Italy	-	custom-table-row/m49_country/ITA
MN165236	Influenza D virus	D/bovine/Italy/14429/2018	5	5	-	-	2018	-	-	-	-	31801277	1774	Bos taurus	Italy	-	custom-table-row/m49_country/ITA
MN165237	Influenza D virus	D/bovine/Italy/12545-8/2018	1	1	-	-	2018	-	-	-	-	31801277	2363	Bos taurus	Italy	-	custom-table-row/m49_country/ITA
MN165238	Influenza D virus	D/bovine/Italy/12545-8/2018	2	2	-	-	2018	-	-	-	-	31801277	2329	Bos taurus	Italy	-	custom-table-row/m49_country/ITA
MN165239	Influenza D virus	D/bovine/Italy/12545-8/2018	6	6	-	-	2018	-	-	-	-	31801277	1218	Bos taurus	Italy	-	custom-table-row/m49_country/ITA
MN165240	Influenza D virus	D/bovine/Italy/12545-8/2018	3	3	-	-	2018	-	-	-	-	31801277	2194	Bos taurus	Italy	-	custom-table-row/m49_country/ITA
MN165241	Influenza D virus	D/bovine/Italy/12545-8/2018	7	7	-	-	2018	-	-	-	-	31801277	867	Bos taurus	Italy	-	custom-table-row/m49_country/ITA
MN165242	Influenza D virus	D/bovine/Italy/12545-8/2018	5	5	-	-	2018	-	-	-	-	31801277	1774	Bos taurus	Italy	-	custom-table-row/m49_country/ITA
MN165243	Influenza D virus	D/bovine/Italy/12545-8/2018	4	4	DOK	-	2018	-	-	-	-	31801277	2047	Bos taurus	Italy	-	custom-table-row/m49_country/ITA
MN165244	Influenza D virus	D/bovine/Italy/12002-1/2018	1	1	-	-	2018	-	-	-	-	31801277	2363	Bos taurus	Italy	-	custom-table-row/m49_country/ITA
MN165245	Influenza D virus	D/bovine/Italy/12002-1/2018	2	2	-	-	2018	-	-	-	-	31801277	2329	Bos taurus	Italy	-	custom-table-row/m49_country/ITA
MN165246	Influenza D virus	D/bovine/Italy/12002-1/2018	6	6	-	-	2018	-	-	-	-	31801277	1218	Bos taurus	Italy	-	custom-table-row/m49_country/ITA
MN165247	Influenza D virus	D/bovine/Italy/12002-1/2018	3	3	-	-	2018	-	-	-	-	31801277	2194	Bos taurus	Italy	-	custom-table-row/m49_country/ITA
MN165248	Influenza D virus	D/bovine/Italy/12002-1/2018	7	7	-	-	2018	-	-	-	-	31801277	867	Bos taurus	Italy	-	custom-table-row/m49_country/ITA
MN165249	Influenza D virus	D/bovine/Italy/12002-1/2018	5	5	-	-	2018	-	-	-	-	31801277	1774	Bos taurus	Italy	-	custom-table-row/m49_country/ITA
MN165250	Influenza D virus	D/bovine/Italy/12002-1/2018	4	4	DOK	-	2018	-	-	-	-	31801277	1947	Bos taurus	Italy	-	custom-table-row/m49_country/ITA
MN165251	Influenza D virus	D/bovine/Italy/108524/2018	1	1	-	-	2018	-	-	-	-	31801277	2363	Bos taurus	Italy	-	custom-table-row/m49_country/ITA
MN165252	Influenza D virus	D/bovine/Italy/108524/2018	2	2	-	-	2018	-	-	-	-	31801277	2329	Bos taurus	Italy	-	custom-table-row/m49_country/ITA
MN165253	Influenza D virus	D/bovine/Italy/108524/2018	6	6	-	-	2018	-	-	-	-	31801277	1218	Bos taurus	Italy	-	custom-table-row/m49_country/ITA
MN165254	Influenza D virus	D/bovine/Italy/108524/2018	3	3	-	-	2018	-	-	-	-	31801277	2194	Bos taurus	Italy	-	custom-table-row/m49_country/ITA
MN165255	Influenza D virus	D/bovine/Italy/108524/2018	7	7	-	-	2018	-	-	-	-	31801277	867	Bos taurus	Italy	-	custom-table-row/m49_country/ITA
MN165256	Influenza D virus	D/bovine/Italy/108524/2018	5	5	-	-	2018	-	-	-	-	31801277	1774	Bos taurus	Italy	-	custom-table-row/m49_country/ITA
MN165257	Influenza D virus	D/bovine/Italy/108524/2018	4	4	DOK	-	2018	-	-	-	-	31801277	2048	Bos taurus	Italy	-	custom-table-row/m49_country/ITA
MN173611	Influenza D virus	D/bovine/Italy/19RS176-11/2018	4	4	D660	-	2018	MAR	29	-	-	31801277	1995	Bos taurus	Italy	-	custom-table-row/m49_country/ITA
MN173612	Influenza D virus	D/bovine/Italy/19RS176-11/2018	5	5	-	-	2018	MAR	29	-	-	31801277	1659	Bos taurus	Italy	-	custom-table-row/m49_country/ITA
MN173613	Influenza D virus	D/bovine/Italy/19RS176-11/2018	3	3	-	-	2018	MAR	29	-	-	31801277	2133	Bos taurus	Italy	-	custom-table-row/m49_country/ITA
MN173614	Influenza D virus	D/bovine/Italy/19RS176-11/2018	6	6	-	-	2018	MAR	29	-	-	31801277	1164	Bos taurus	Italy	-	custom-table-row/m49_country/ITA
MN173615	Influenza D virus	D/bovine/Italy/19RS176-11/2018	2	2	-	-	2018	MAR	29	-	-	31801277	2238	Bos taurus	Italy	-	custom-table-row/m49_country/ITA
MN173616	Influenza D virus	D/bovine/Italy/19RS176-11/2018	1	1	-	-	2018	MAR	29	-	-	31801277	2319	Bos taurus	Italy	-	custom-table-row/m49_country/ITA
MN173617	Influenza D virus	D/bovine/Italy/19RS176-11/2018	7	7	-	-	2018	MAR	29	-	-	31801277	820	Bos taurus	Italy	-	custom-table-row/m49_country/ITA
MN598644	Influenza D virus	D/bovine/Turkey/IDV-1/2018	4	4	-	-	2018	JAN	13	nasal swabs from cattle	-	-	664	Bos taurus	Turkey	-	custom-table-row/m49_country/TUR
MT246266	Influenza D virus	D/bovine/Quebec/5E-H/2018	7	7	-	-	2018	-	-	-	-	-	724	Bos taurus	Canada	-	custom-table-row/m49_country/CAN
MT246267	Influenza D virus	D/bovine/Quebec/5E-H/2018	6	6	-	-	2018	-	-	-	-	-	1168	Bos taurus	Canada	-	custom-table-row/m49_country/CAN
MT246268	Influenza D virus	D/bovine/Quebec/5E-H/2018	5	5	-	-	2018	-	-	-	-	-	1665	Bos taurus	Canada	-	custom-table-row/m49_country/CAN
MT246269	Influenza D virus	D/bovine/Quebec/5E-H/2018	4	4	-	-	2018	-	-	-	-	-	2004	Bos taurus	Canada	-	custom-table-row/m49_country/CAN
MT246270	Influenza D virus	D/bovine/Quebec/5E-H/2018	3	3	-	-	2018	-	-	-	-	-	2147	Bos taurus	Canada	-	custom-table-row/m49_country/CAN
MT246271	Influenza D virus	D/bovine/Quebec/5E-H/2018	2	2	-	-	2018	-	-	-	-	-	2238	Bos taurus	Canada	-	custom-table-row/m49_country/CAN
MT246272	Influenza D virus	D/bovine/Quebec/5E-H/2018	1	1	-	-	2018	-	-	-	-	-	2319	Bos taurus	Canada	-	custom-table-row/m49_country/CAN
MT246273	Influenza D virus	D/bovine/Quebec/1M-H/2019	7	7	-	-	2019	-	-	-	-	-	764	Bos taurus	Canada	-	custom-table-row/m49_country/CAN
MT246274	Influenza D virus	D/bovine/Quebec/1M-H/2019	6	6	-	-	2019	-	-	-	-	-	1173	Bos taurus	Canada	-	custom-table-row/m49_country/CAN
MT246275	Influenza D virus	D/bovine/Quebec/1M-H/2019	5	5	-	-	2019	-	-	-	-	-	1674	Bos taurus	Canada	-	custom-table-row/m49_country/CAN
MT246276	Influenza D virus	D/bovine/Quebec/1M-H/2019	4	4	-	-	2019	-	-	-	-	-	1959	Bos taurus	Canada	-	custom-table-row/m49_country/CAN
MT246277	Influenza D virus	D/bovine/Quebec/1M-H/2019	3	3	-	-	2019	-	-	-	-	-	2144	Bos taurus	Canada	-	custom-table-row/m49_country/CAN
MT246278	Influenza D virus	D/bovine/Quebec/1M-H/2019	2	2	-	-	2019	-	-	-	-	-	1616	Bos taurus	Canada	-	custom-table-row/m49_country/CAN
MT246279	Influenza D virus	D/bovine/Quebec/1M-H/2019	1	1	-	-	2019	-	-	-	-	-	2327	Bos taurus	Canada	-	custom-table-row/m49_country/CAN
MT246280	Influenza D virus	D/bovine/Quebec/3E-H/2018	7	7	-	-	2018	-	-	-	-	-	772	Bos taurus	Canada	-	custom-table-row/m49_country/CAN
MT246281	Influenza D virus	D/bovine/Quebec/3E-H/2018	6	6	-	-	2018	-	-	-	-	-	1096	Bos taurus	Canada	-	custom-table-row/m49_country/CAN
MT246282	Influenza D virus	D/bovine/Quebec/3E-H/2018	4	4	D660	-	2018	-	-	-	-	-	1968	Bos taurus	Canada	-	custom-table-row/m49_country/CAN
MT246283	Influenza D virus	D/bovine/Quebec/3E-H/2018	3	3	-	-	2018	-	-	-	-	-	2069	Bos taurus	Canada	-	custom-table-row/m49_country/CAN
MT246284	Influenza D virus	D/bovine/Quebec/3E-H/2018	2	2	-	-	2018	-	-	-	-	-	2270	Bos taurus	Canada	-	custom-table-row/m49_country/CAN
MT246285	Influenza D virus	D/bovine/Quebec/3E-H/2018	1	1	-	-	2018	-	-	-	-	-	2325	Bos taurus	Canada	-	custom-table-row/m49_country/CAN
MT246286	Influenza D virus	D/bovine/Quebec/3M-B/2020	7	7	-	-	2020	-	-	-	-	-	733	Bos taurus	Canada	-	custom-table-row/m49_country/CAN
MT246287	Influenza D virus	D/bovine/Quebec/3M-B/2020	6	6	-	-	2020	-	-	-	-	-	614	Bos taurus	Canada	-	custom-table-row/m49_country/CAN
MT246288	Influenza D virus	D/bovine/Quebec/3M-B/2020	5	5	-	-	2020	-	-	-	-	-	1659	Bos taurus	Canada	-	custom-table-row/m49_country/CAN
MT246289	Influenza D virus	D/bovine/Quebec/3M-B/2020	4	4	-	-	2020	-	-	-	-	-	2009	Bos taurus	Canada	-	custom-table-row/m49_country/CAN
MT246290	Influenza D virus	D/bovine/Quebec/3M-B/2020	3	3	-	-	2020	-	-	-	-	-	2146	Bos taurus	Canada	-	custom-table-row/m49_country/CAN
MT246291	Influenza D virus	D/bovine/Quebec/3M-B/2020	2	2	-	-	2020	-	-	-	-	-	2232	Bos taurus	Canada	-	custom-table-row/m49_country/CAN
MT246292	Influenza D virus	D/bovine/Quebec/3M-B/2020	1	1	-	-	2020	-	-	-	-	-	2272	Bos taurus	Canada	-	custom-table-row/m49_country/CAN
MT246293	Influenza D virus	D/bovine/Quebec/4Q-J20/2020	7	7	-	-	2020	-	-	-	-	-	757	Bos taurus	Canada	-	custom-table-row/m49_country/CAN
MT246294	Influenza D virus	D/bovine/Quebec/4Q-J20/2020	6	6	-	-	2020	-	-	-	-	-	1134	Bos taurus	Canada	-	custom-table-row/m49_country/CAN
MT246295	Influenza D virus	D/bovine/Quebec/4Q-J20/2020	5	5	-	-	2020	-	-	-	-	-	1649	Bos taurus	Canada	-	custom-table-row/m49_country/CAN
MT246296	Influenza D virus	D/bovine/Quebec/4Q-J20/2020	4	4	-	-	2020	-	-	-	-	-	1296	Bos taurus	Canada	-	custom-table-row/m49_country/CAN
MT246297	Influenza D virus	D/bovine/Quebec/4Q-J20/2020	3	3	-	-	2020	-	-	-	-	-	2150	Bos taurus	Canada	-	custom-table-row/m49_country/CAN
MT246298	Influenza D virus	D/bovine/Quebec/4Q-J20/2020	2	2	-	-	2020	-	-	-	-	-	2250	Bos taurus	Canada	-	custom-table-row/m49_country/CAN
MT246299	Influenza D virus	D/bovine/Quebec/4Q-J20/2020	1	1	-	-	2020	-	-	-	-	-	2329	Bos taurus	Canada	-	custom-table-row/m49_country/CAN
MT349510	Influenza D virus	D/bovine/Italy/94269-2/2019	-	1	-	-	2019	-	-	-	-	-	2350	Bos taurus	Italy	-	custom-table-row/m49_country/ITA
MT349511	Influenza D virus	D/bovine/Italy/94269-2/2019	-	2	-	-	2019	-	-	-	-	-	2329	Bos taurus	Italy	-	custom-table-row/m49_country/ITA
MT349512	Influenza D virus	D/bovine/Italy/94269-2/2019	-	6	-	-	2019	-	-	-	-	-	1215	Bos taurus	Italy	-	custom-table-row/m49_country/ITA
MT349513	Influenza D virus	D/bovine/Italy/94269-2/2019	-	3	-	-	2019	-	-	-	-	-	2173	Bos taurus	Italy	-	custom-table-row/m49_country/ITA
MT349514	Influenza D virus	D/bovine/Italy/94269-2/2019	-	7	-	-	2019	-	-	-	-	-	867	Bos taurus	Italy	-	custom-table-row/m49_country/ITA
MT349515	Influenza D virus	D/bovine/Italy/94269-2/2019	-	5	-	-	2019	-	-	-	-	-	1774	Bos taurus	Italy	-	custom-table-row/m49_country/ITA
MT349516	Influenza D virus	D/bovine/Italy/94269-2/2019	-	4	D660	-	2019	-	-	-	-	-	2048	Bos taurus	Italy	-	custom-table-row/m49_country/ITA
MT349517	Influenza D virus	D/bovine/Italy/94269-1/2019	-	1	-	-	2019	-	-	-	-	-	2350	Bos taurus	Italy	-	custom-table-row/m49_country/ITA
MT349518	Influenza D virus	D/bovine/Italy/94269-1/2019	-	2	-	-	2019	-	-	-	-	-	2329	Bos taurus	Italy	-	custom-table-row/m49_country/ITA
MT349519	Influenza D virus	D/bovine/Italy/94269-1/2019	-	6	-	-	2019	-	-	-	-	-	1215	Bos taurus	Italy	-	custom-table-row/m49_country/ITA
MT349520	Influenza D virus	D/bovine/Italy/94269-1/2019	-	3	-	-	2019	-	-	-	-	-	2173	Bos taurus	Italy	-	custom-table-row/m49_country/ITA
MT349521	Influenza D virus	D/bovine/Italy/94269-1/2019	-	7	-	-	2019	-	-	-	-	-	867	Bos taurus	Italy	-	custom-table-row/m49_country/ITA
MT349522	Influenza D virus	D/bovine/Italy/94269-1/2019	-	5	-	-	2019	-	-	-	-	-	1774	Bos taurus	Italy	-	custom-table-row/m49_country/ITA
MT349523	Influenza D virus	D/bovine/Italy/94269-1/2019	-	4	D660	-	2019	-	-	-	-	-	2048	Bos taurus	Italy	-	custom-table-row/m49_country/ITA
MT349524	Influenza D virus	D/bovine/Italy/94243/2019	-	1	-	-	2019	-	-	-	-	-	2350	Bos taurus	Italy	-	custom-table-row/m49_country/ITA
MT349525	Influenza D virus	D/bovine/Italy/94243/2019	-	2	-	-	2019	-	-	-	-	-	2329	Bos taurus	Italy	-	custom-table-row/m49_country/ITA
MT349526	Influenza D virus	D/bovine/Italy/94243/2019	-	6	-	-	2019	-	-	-	-	-	1215	Bos taurus	Italy	-	custom-table-row/m49_country/ITA
MT349527	Influenza D virus	D/bovine/Italy/94243/2019	-	3	-	-	2019	-	-	-	-	-	2173	Bos taurus	Italy	-	custom-table-row/m49_country/ITA
MT349528	Influenza D virus	D/bovine/Italy/94243/2019	-	7	-	-	2019	-	-	-	-	-	867	Bos taurus	Italy	-	custom-table-row/m49_country/ITA
MT349529	Influenza D virus	D/bovine/Italy/94243/2019	-	5	-	-	2019	-	-	-	-	-	1774	Bos taurus	Italy	-	custom-table-row/m49_country/ITA
MT349530	Influenza D virus	D/bovine/Italy/94243/2019	-	4	D660	-	2019	-	-	-	-	-	2048	Bos taurus	Italy	-	custom-table-row/m49_country/ITA
MT349531	Influenza D virus	D/bovine/Italy/60797/2017	-	1	-	-	2017	-	-	-	-	-	2024	Bos taurus	Italy	-	custom-table-row/m49_country/ITA
MT349532	Influenza D virus	D/bovine/Italy/60797/2017	-	2	-	-	2017	-	-	-	-	-	2325	Bos taurus	Italy	-	custom-table-row/m49_country/ITA
MT349533	Influenza D virus	D/bovine/Italy/60797/2017	-	3	-	-	2017	-	-	-	-	-	2169	Bos taurus	Italy	-	custom-table-row/m49_country/ITA
MT349534	Influenza D virus	D/bovine/Italy/60797/2017	-	7	-	-	2017	-	-	-	-	-	859	Bos taurus	Italy	-	custom-table-row/m49_country/ITA
MT349535	Influenza D virus	D/bovine/Italy/60797/2017	-	5	-	-	2017	-	-	-	-	-	1770	Bos taurus	Italy	-	custom-table-row/m49_country/ITA
MT349536	Influenza D virus	D/bovine/Italy/37431/2018	-	1	-	-	2018	-	-	-	-	-	2350	Bos taurus	Italy	-	custom-table-row/m49_country/ITA
MT349537	Influenza D virus	D/bovine/Italy/37431/2018	-	2	-	-	2018	-	-	-	-	-	2329	Bos taurus	Italy	-	custom-table-row/m49_country/ITA
MT349538	Influenza D virus	D/bovine/Italy/37431/2018	-	6	-	-	2018	-	-	-	-	-	1215	Bos taurus	Italy	-	custom-table-row/m49_country/ITA
MT349539	Influenza D virus	D/bovine/Italy/37431/2018	-	3	-	-	2018	-	-	-	-	-	2173	Bos taurus	Italy	-	custom-table-row/m49_country/ITA
MT349540	Influenza D virus	D/bovine/Italy/37431/2018	-	7	-	-	2018	-	-	-	-	-	867	Bos taurus	Italy	-	custom-table-row/m49_country/ITA
MT349541	Influenza D virus	D/bovine/Italy/37431/2018	-	5	-	-	2018	-	-	-	-	-	1721	Bos taurus	Italy	-	custom-table-row/m49_country/ITA
MT349542	Influenza D virus	D/bovine/Italy/37431/2018	-	4	DOK	-	2018	-	-	-	-	-	1021	Bos taurus	Italy	-	custom-table-row/m49_country/ITA
MT349544	Influenza D virus	D/bovine/Italy/361588/2017	-	7	-	-	2017	-	-	-	-	-	360	Bos taurus	Italy	-	custom-table-row/m49_country/ITA
MT349546	Influenza D virus	D/bovine/Italy/358240/2017	-	1	-	-	2017	-	-	-	-	-	2350	Bos taurus	Italy	-	custom-table-row/m49_country/ITA
