sequenceID	full_name	isolate	gb_segment	rec_segment	rec_subtype	gb_subtype	gb_year	gb_month	gb_day	gb_source	gb_lab_host	pubmed_id	length	gb_host	gb_country	gb_place_sampled	m49_country.m49_region	m49_country.m49_intermediate_region	m49_country.m49_sub_region
CY018166	Influenza B virus (B/Houston/B71/2002)	Influenza B virus (B/Houston/B71/2002)	7	7	-	-	2002	FEB	23	-	RhMK 2 passage(s)	-	1092	Homo sapiens	USA	Houston, TX	custom-table-row/m49_region/americas	-	custom-table-row/m49_sub_region/northern_america
CY018167	Influenza B virus (B/Houston/B71/2002)	Influenza B virus (B/Houston/B71/2002)	6	6	-	-	2002	FEB	23	-	RhMK 2 passage(s)	-	1504	Homo sapiens	USA	Houston, TX	custom-table-row/m49_region/americas	-	custom-table-row/m49_sub_region/northern_america
CY018168	Influenza B virus (B/Houston/B71/2002)	Influenza B virus (B/Houston/B71/2002)	5	5	-	-	2002	FEB	23	-	RhMK 2 passage(s)	-	1786	Homo sapiens	USA	Houston, TX	custom-table-row/m49_region/americas	-	custom-table-row/m49_sub_region/northern_america
CY018169	Influenza B virus (B/Houston/B71/2002)	Influenza B virus (B/Houston/B71/2002)	8	8	-	-	2002	FEB	23	-	RhMK 2 passage(s)	-	1053	Homo sapiens	USA	Houston, TX	custom-table-row/m49_region/americas	-	custom-table-row/m49_sub_region/northern_america
CY018170	Influenza B virus (B/Houston/B71/2002)	Influenza B virus (B/Houston/B71/2002)	3	3	-	-	2002	FEB	23	-	RhMK 2 passage(s)	-	2256	Homo sapiens	USA	Houston, TX	custom-table-row/m49_region/americas	-	custom-table-row/m49_sub_region/northern_america
CY018171	Influenza B virus (B/Houston/B71/2002)	Influenza B virus (B/Houston/B71/2002)	1	1	-	-	2002	FEB	23	-	RhMK 2 passage(s)	-	2320	Homo sapiens	USA	Houston, TX	custom-table-row/m49_region/americas	-	custom-table-row/m49_sub_region/northern_america
CY018172	Influenza B virus (B/Houston/B71/2002)	Influenza B virus (B/Houston/B71/2002)	2	2	-	-	2002	FEB	23	-	RhMK 2 passage(s)	-	2336	Homo sapiens	USA	Houston, TX	custom-table-row/m49_region/americas	-	custom-table-row/m49_sub_region/northern_america
CY018173	Influenza B virus (B/Houston/B74/2002)	Influenza B virus (B/Houston/B74/2002)	4	4	Victoria	-	2002	MAR	18	-	RhMK 2 passage(s)	-	1834	Homo sapiens	USA	Houston, TX	custom-table-row/m49_region/americas	-	custom-table-row/m49_sub_region/northern_america
CY018174	Influenza B virus (B/Houston/B74/2002)	Influenza B virus (B/Houston/B74/2002)	7	7	-	-	2002	MAR	18	-	RhMK 2 passage(s)	-	1121	Homo sapiens	USA	Houston, TX	custom-table-row/m49_region/americas	-	custom-table-row/m49_sub_region/northern_america
CY018175	Influenza B virus (B/Houston/B74/2002)	Influenza B virus (B/Houston/B74/2002)	6	6	-	-	2002	MAR	18	-	RhMK 2 passage(s)	-	1495	Homo sapiens	USA	Houston, TX	custom-table-row/m49_region/americas	-	custom-table-row/m49_sub_region/northern_america
CY018176	Influenza B virus (B/Houston/B74/2002)	Influenza B virus (B/Houston/B74/2002)	5	5	-	-	2002	MAR	18	-	RhMK 2 passage(s)	-	1802	Homo sapiens	USA	Houston, TX	custom-table-row/m49_region/americas	-	custom-table-row/m49_sub_region/northern_america
CY018177	Influenza B virus (B/Houston/B74/2002)	Influenza B virus (B/Houston/B74/2002)	8	8	-	-	2002	MAR	18	-	RhMK 2 passage(s)	-	1044	Homo sapiens	USA	Houston, TX	custom-table-row/m49_region/americas	-	custom-table-row/m49_sub_region/northern_america
CY018178	Influenza B virus (B/Houston/B74/2002)	Influenza B virus (B/Houston/B74/2002)	3	3	-	-	2002	MAR	18	-	RhMK 2 passage(s)	-	2193	Homo sapiens	USA	Houston, TX	custom-table-row/m49_region/americas	-	custom-table-row/m49_sub_region/northern_america
CY018179	Influenza B virus (B/Houston/B74/2002)	Influenza B virus (B/Houston/B74/2002)	1	1	-	-	2002	MAR	18	-	RhMK 2 passage(s)	-	2315	Homo sapiens	USA	Houston, TX	custom-table-row/m49_region/americas	-	custom-table-row/m49_sub_region/northern_america
CY018180	Influenza B virus (B/Houston/B74/2002)	Influenza B virus (B/Houston/B74/2002)	2	2	-	-	2002	MAR	18	-	RhMK 2 passage(s)	-	2351	Homo sapiens	USA	Houston, TX	custom-table-row/m49_region/americas	-	custom-table-row/m49_sub_region/northern_america
CY018181	Influenza B virus (B/Houston/B75/2002)	Influenza B virus (B/Houston/B75/2002)	4	4	Victoria	-	2002	MAR	20	-	RhMK 3 passage(s)	-	1793	Homo sapiens	USA	Houston, TX	custom-table-row/m49_region/americas	-	custom-table-row/m49_sub_region/northern_america
CY018182	Influenza B virus (B/Houston/B75/2002)	Influenza B virus (B/Houston/B75/2002)	7	7	-	-	2002	MAR	20	-	RhMK 3 passage(s)	-	1093	Homo sapiens	USA	Houston, TX	custom-table-row/m49_region/americas	-	custom-table-row/m49_sub_region/northern_america
CY018183	Influenza B virus (B/Houston/B75/2002)	Influenza B virus (B/Houston/B75/2002)	6	6	-	-	2002	MAR	20	-	RhMK 3 passage(s)	-	1504	Homo sapiens	USA	Houston, TX	custom-table-row/m49_region/americas	-	custom-table-row/m49_sub_region/northern_america
CY018184	Influenza B virus (B/Houston/B75/2002)	Influenza B virus (B/Houston/B75/2002)	5	5	-	-	2002	MAR	20	-	RhMK 3 passage(s)	-	1796	Homo sapiens	USA	Houston, TX	custom-table-row/m49_region/americas	-	custom-table-row/m49_sub_region/northern_america
CY018185	Influenza B virus (B/Houston/B75/2002)	Influenza B virus (B/Houston/B75/2002)	8	8	-	-	2002	MAR	20	-	RhMK 3 passage(s)	-	1044	Homo sapiens	USA	Houston, TX	custom-table-row/m49_region/americas	-	custom-table-row/m49_sub_region/northern_america
CY018186	Influenza B virus (B/Houston/B75/2002)	Influenza B virus (B/Houston/B75/2002)	3	3	-	-	2002	MAR	20	-	RhMK 3 passage(s)	-	2270	Homo sapiens	USA	Houston, TX	custom-table-row/m49_region/americas	-	custom-table-row/m49_sub_region/northern_america
CY018187	Influenza B virus (B/Houston/B75/2002)	Influenza B virus (B/Houston/B75/2002)	1	1	-	-	2002	MAR	20	-	RhMK 3 passage(s)	-	2319	Homo sapiens	USA	Houston, TX	custom-table-row/m49_region/americas	-	custom-table-row/m49_sub_region/northern_america
CY018188	Influenza B virus (B/Houston/B75/2002)	Influenza B virus (B/Houston/B75/2002)	2	2	-	-	2002	MAR	20	-	RhMK 3 passage(s)	-	2327	Homo sapiens	USA	Houston, TX	custom-table-row/m49_region/americas	-	custom-table-row/m49_sub_region/northern_america
CY018189	Influenza B virus (B/Houston/B77/2002)	Influenza B virus (B/Houston/B77/2002)	4	4	Victoria	-	2002	MAR	21	-	RhMK 3 passage(s)	-	1843	Homo sapiens	USA	Houston, TX	custom-table-row/m49_region/americas	-	custom-table-row/m49_sub_region/northern_america
CY018190	Influenza B virus (B/Houston/B77/2002)	Influenza B virus (B/Houston/B77/2002)	7	7	-	-	2002	MAR	21	-	RhMK 3 passage(s)	-	1086	Homo sapiens	USA	Houston, TX	custom-table-row/m49_region/americas	-	custom-table-row/m49_sub_region/northern_america
CY018191	Influenza B virus (B/Houston/B77/2002)	Influenza B virus (B/Houston/B77/2002)	6	6	-	-	2002	MAR	21	-	RhMK 3 passage(s)	-	1513	Homo sapiens	USA	Houston, TX	custom-table-row/m49_region/americas	-	custom-table-row/m49_sub_region/northern_america
CY018192	Influenza B virus (B/Houston/B77/2002)	Influenza B virus (B/Houston/B77/2002)	5	5	-	-	2002	MAR	21	-	RhMK 3 passage(s)	-	1802	Homo sapiens	USA	Houston, TX	custom-table-row/m49_region/americas	-	custom-table-row/m49_sub_region/northern_america
CY018193	Influenza B virus (B/Houston/B77/2002)	Influenza B virus (B/Houston/B77/2002)	8	8	-	-	2002	MAR	21	-	RhMK 3 passage(s)	-	1055	Homo sapiens	USA	Houston, TX	custom-table-row/m49_region/americas	-	custom-table-row/m49_sub_region/northern_america
CY018194	Influenza B virus (B/Houston/B77/2002)	Influenza B virus (B/Houston/B77/2002)	3	3	-	-	2002	MAR	21	-	RhMK 3 passage(s)	-	2220	Homo sapiens	USA	Houston, TX	custom-table-row/m49_region/americas	-	custom-table-row/m49_sub_region/northern_america
CY018195	Influenza B virus (B/Houston/B77/2002)	Influenza B virus (B/Houston/B77/2002)	1	1	-	-	2002	MAR	21	-	RhMK 3 passage(s)	-	2324	Homo sapiens	USA	Houston, TX	custom-table-row/m49_region/americas	-	custom-table-row/m49_sub_region/northern_america
CY018196	Influenza B virus (B/Houston/B77/2002)	Influenza B virus (B/Houston/B77/2002)	2	2	-	-	2002	MAR	21	-	RhMK 3 passage(s)	-	2351	Homo sapiens	USA	Houston, TX	custom-table-row/m49_region/americas	-	custom-table-row/m49_sub_region/northern_america
CY018197	Influenza B virus (B/Temple/B17/2003)	Influenza B virus (B/Temple/B17/2003)	4	4	Victoria	-	2003	-	-	-	R-Mix 2 RhMK 2 passage(s)	-	1843	Homo sapiens	USA	Temple, TX	custom-table-row/m49_region/americas	-	custom-table-row/m49_sub_region/northern_america
CY018198	Influenza B virus (B/Temple/B17/2003)	Influenza B virus (B/Temple/B17/2003)	7	7	-	-	2003	-	-	-	R-Mix 2 RhMK 2 passage(s)	-	1150	Homo sapiens	USA	Temple, TX	custom-table-row/m49_region/americas	-	custom-table-row/m49_sub_region/northern_america
CY018199	Influenza B virus (B/Temple/B17/2003)	Influenza B virus (B/Temple/B17/2003)	6	6	-	-	2003	-	-	-	R-Mix 2 RhMK 2 passage(s)	-	1516	Homo sapiens	USA	Temple, TX	custom-table-row/m49_region/americas	-	custom-table-row/m49_sub_region/northern_america
CY018200	Influenza B virus (B/Temple/B17/2003)	Influenza B virus (B/Temple/B17/2003)	5	5	-	-	2003	-	-	-	R-Mix 2 RhMK 2 passage(s)	-	1802	Homo sapiens	USA	Temple, TX	custom-table-row/m49_region/americas	-	custom-table-row/m49_sub_region/northern_america
CY018201	Influenza B virus (B/Temple/B17/2003)	Influenza B virus (B/Temple/B17/2003)	8	8	-	-	2003	-	-	-	R-Mix 2 RhMK 2 passage(s)	-	1055	Homo sapiens	USA	Temple, TX	custom-table-row/m49_region/americas	-	custom-table-row/m49_sub_region/northern_america
CY018202	Influenza B virus (B/Temple/B17/2003)	Influenza B virus (B/Temple/B17/2003)	3	3	-	-	2003	-	-	-	R-Mix 2 RhMK 2 passage(s)	-	2270	Homo sapiens	USA	Temple, TX	custom-table-row/m49_region/americas	-	custom-table-row/m49_sub_region/northern_america
CY018203	Influenza B virus (B/Temple/B17/2003)	Influenza B virus (B/Temple/B17/2003)	1	1	-	-	2003	-	-	-	R-Mix 2 RhMK 2 passage(s)	-	2321	Homo sapiens	USA	Temple, TX	custom-table-row/m49_region/americas	-	custom-table-row/m49_sub_region/northern_america
CY018204	Influenza B virus (B/Temple/B17/2003)	Influenza B virus (B/Temple/B17/2003)	2	2	-	-	2003	-	-	-	R-Mix 2 RhMK 2 passage(s)	-	2352	Homo sapiens	USA	Temple, TX	custom-table-row/m49_region/americas	-	custom-table-row/m49_sub_region/northern_america
CY018205	Influenza B virus (B/Temple/B18/2003)	Influenza B virus (B/Temple/B18/2003)	4	4	Victoria	-	2003	-	-	-	R-Mix 2 RhMK 2 passage(s)	-	1842	Homo sapiens	USA	Temple, TX	custom-table-row/m49_region/americas	-	custom-table-row/m49_sub_region/northern_america
CY018206	Influenza B virus (B/Temple/B18/2003)	Influenza B virus (B/Temple/B18/2003)	7	7	-	-	2003	-	-	-	R-Mix 2 RhMK 2 passage(s)	-	1150	Homo sapiens	USA	Temple, TX	custom-table-row/m49_region/americas	-	custom-table-row/m49_sub_region/northern_america
CY018207	Influenza B virus (B/Temple/B18/2003)	Influenza B virus (B/Temple/B18/2003)	6	6	-	-	2003	-	-	-	R-Mix 2 RhMK 2 passage(s)	-	1516	Homo sapiens	USA	Temple, TX	custom-table-row/m49_region/americas	-	custom-table-row/m49_sub_region/northern_america
CY018208	Influenza B virus (B/Temple/B18/2003)	Influenza B virus (B/Temple/B18/2003)	5	5	-	-	2003	-	-	-	R-Mix 2 RhMK 2 passage(s)	-	1807	Homo sapiens	USA	Temple, TX	custom-table-row/m49_region/americas	-	custom-table-row/m49_sub_region/northern_america
CY018209	Influenza B virus (B/Temple/B18/2003)	Influenza B virus (B/Temple/B18/2003)	8	8	-	-	2003	-	-	-	R-Mix 2 RhMK 2 passage(s)	-	1055	Homo sapiens	USA	Temple, TX	custom-table-row/m49_region/americas	-	custom-table-row/m49_sub_region/northern_america
CY018210	Influenza B virus (B/Temple/B18/2003)	Influenza B virus (B/Temple/B18/2003)	3	3	-	-	2003	-	-	-	R-Mix 2 RhMK 2 passage(s)	-	2258	Homo sapiens	USA	Temple, TX	custom-table-row/m49_region/americas	-	custom-table-row/m49_sub_region/northern_america
CY018211	Influenza B virus (B/Temple/B18/2003)	Influenza B virus (B/Temple/B18/2003)	1	1	-	-	2003	-	-	-	R-Mix 2 RhMK 2 passage(s)	-	2320	Homo sapiens	USA	Temple, TX	custom-table-row/m49_region/americas	-	custom-table-row/m49_sub_region/northern_america
CY018212	Influenza B virus (B/Temple/B18/2003)	Influenza B virus (B/Temple/B18/2003)	2	2	-	-	2003	-	-	-	R-Mix 2 RhMK 2 passage(s)	-	2351	Homo sapiens	USA	Temple, TX	custom-table-row/m49_region/americas	-	custom-table-row/m49_sub_region/northern_america
CY018213	Influenza B virus (B/Temple/B19/2003)	Influenza B virus (B/Temple/B19/2003)	4	4	Victoria	-	2003	-	-	-	R-Mix 2 RhMK 2 passage(s)	-	1844	Homo sapiens	USA	Temple, TX	custom-table-row/m49_region/americas	-	custom-table-row/m49_sub_region/northern_america
CY018214	Influenza B virus (B/Temple/B19/2003)	Influenza B virus (B/Temple/B19/2003)	7	7	-	-	2003	-	-	-	R-Mix 2 RhMK 2 passage(s)	-	1150	Homo sapiens	USA	Temple, TX	custom-table-row/m49_region/americas	-	custom-table-row/m49_sub_region/northern_america
CY018215	Influenza B virus (B/Temple/B19/2003)	Influenza B virus (B/Temple/B19/2003)	6	6	-	-	2003	-	-	-	R-Mix 2 RhMK 2 passage(s)	-	1516	Homo sapiens	USA	Temple, TX	custom-table-row/m49_region/americas	-	custom-table-row/m49_sub_region/northern_america
CY018216	Influenza B virus (B/Temple/B19/2003)	Influenza B virus (B/Temple/B19/2003)	5	5	-	-	2003	-	-	-	R-Mix 2 RhMK 2 passage(s)	-	1793	Homo sapiens	USA	Temple, TX	custom-table-row/m49_region/americas	-	custom-table-row/m49_sub_region/northern_america
CY018217	Influenza B virus (B/Temple/B19/2003)	Influenza B virus (B/Temple/B19/2003)	8	8	-	-	2003	-	-	-	R-Mix 2 RhMK 2 passage(s)	-	1054	Homo sapiens	USA	Temple, TX	custom-table-row/m49_region/americas	-	custom-table-row/m49_sub_region/northern_america
CY018218	Influenza B virus (B/Temple/B19/2003)	Influenza B virus (B/Temple/B19/2003)	3	3	-	-	2003	-	-	-	R-Mix 2 RhMK 2 passage(s)	-	2258	Homo sapiens	USA	Temple, TX	custom-table-row/m49_region/americas	-	custom-table-row/m49_sub_region/northern_america
CY018219	Influenza B virus (B/Temple/B19/2003)	Influenza B virus (B/Temple/B19/2003)	1	1	-	-	2003	-	-	-	R-Mix 2 RhMK 2 passage(s)	-	2323	Homo sapiens	USA	Temple, TX	custom-table-row/m49_region/americas	-	custom-table-row/m49_sub_region/northern_america
CY018220	Influenza B virus (B/Temple/B19/2003)	Influenza B virus (B/Temple/B19/2003)	2	2	-	-	2003	-	-	-	R-Mix 2 RhMK 2 passage(s)	-	2351	Homo sapiens	USA	Temple, TX	custom-table-row/m49_region/americas	-	custom-table-row/m49_sub_region/northern_america
CY018221	Influenza B virus (B/Temple/B20/2003)	Influenza B virus (B/Temple/B20/2003)	4	4	Victoria	-	2003	-	-	-	R-Mix 2 RhMK 2 passage(s)	-	1842	Homo sapiens	USA	Temple, TX	custom-table-row/m49_region/americas	-	custom-table-row/m49_sub_region/northern_america
CY018222	Influenza B virus (B/Temple/B20/2003)	Influenza B virus (B/Temple/B20/2003)	7	7	-	-	2003	-	-	-	R-Mix 2 RhMK 2 passage(s)	-	1143	Homo sapiens	USA	Temple, TX	custom-table-row/m49_region/americas	-	custom-table-row/m49_sub_region/northern_america
CY018223	Influenza B virus (B/Temple/B20/2003)	Influenza B virus (B/Temple/B20/2003)	6	6	-	-	2003	-	-	-	R-Mix 2 RhMK 2 passage(s)	-	1516	Homo sapiens	USA	Temple, TX	custom-table-row/m49_region/americas	-	custom-table-row/m49_sub_region/northern_america
CY018224	Influenza B virus (B/Temple/B20/2003)	Influenza B virus (B/Temple/B20/2003)	5	5	-	-	2003	-	-	-	R-Mix 2 RhMK 2 passage(s)	-	1802	Homo sapiens	USA	Temple, TX	custom-table-row/m49_region/americas	-	custom-table-row/m49_sub_region/northern_america
CY018225	Influenza B virus (B/Temple/B20/2003)	Influenza B virus (B/Temple/B20/2003)	8	8	-	-	2003	-	-	-	R-Mix 2 RhMK 2 passage(s)	-	1055	Homo sapiens	USA	Temple, TX	custom-table-row/m49_region/americas	-	custom-table-row/m49_sub_region/northern_america
CY018226	Influenza B virus (B/Temple/B20/2003)	Influenza B virus (B/Temple/B20/2003)	3	3	-	-	2003	-	-	-	R-Mix 2 RhMK 2 passage(s)	-	2270	Homo sapiens	USA	Temple, TX	custom-table-row/m49_region/americas	-	custom-table-row/m49_sub_region/northern_america
CY018227	Influenza B virus (B/Temple/B20/2003)	Influenza B virus (B/Temple/B20/2003)	1	1	-	-	2003	-	-	-	R-Mix 2 RhMK 2 passage(s)	-	2319	Homo sapiens	USA	Temple, TX	custom-table-row/m49_region/americas	-	custom-table-row/m49_sub_region/northern_america
CY018228	Influenza B virus (B/Temple/B20/2003)	Influenza B virus (B/Temple/B20/2003)	2	2	-	-	2003	-	-	-	R-Mix 2 RhMK 2 passage(s)	-	2353	Homo sapiens	USA	Temple, TX	custom-table-row/m49_region/americas	-	custom-table-row/m49_sub_region/northern_america
CY018229	Influenza B virus (B/Temple/B21/2003)	Influenza B virus (B/Temple/B21/2003)	4	4	Victoria	-	2003	-	-	-	R-Mix 2 RhMK 2 passage(s)	-	1843	Homo sapiens	USA	Temple, TX	custom-table-row/m49_region/americas	-	custom-table-row/m49_sub_region/northern_america
CY018230	Influenza B virus (B/Temple/B21/2003)	Influenza B virus (B/Temple/B21/2003)	7	7	-	-	2003	-	-	-	R-Mix 2 RhMK 2 passage(s)	-	1150	Homo sapiens	USA	Temple, TX	custom-table-row/m49_region/americas	-	custom-table-row/m49_sub_region/northern_america
CY018231	Influenza B virus (B/Temple/B21/2003)	Influenza B virus (B/Temple/B21/2003)	6	6	-	-	2003	-	-	-	R-Mix 2 RhMK 2 passage(s)	-	1516	Homo sapiens	USA	Temple, TX	custom-table-row/m49_region/americas	-	custom-table-row/m49_sub_region/northern_america
CY018232	Influenza B virus (B/Temple/B21/2003)	Influenza B virus (B/Temple/B21/2003)	5	5	-	-	2003	-	-	-	R-Mix 2 RhMK 2 passage(s)	-	1802	Homo sapiens	USA	Temple, TX	custom-table-row/m49_region/americas	-	custom-table-row/m49_sub_region/northern_america
CY018233	Influenza B virus (B/Temple/B21/2003)	Influenza B virus (B/Temple/B21/2003)	8	8	-	-	2003	-	-	-	R-Mix 2 RhMK 2 passage(s)	-	1055	Homo sapiens	USA	Temple, TX	custom-table-row/m49_region/americas	-	custom-table-row/m49_sub_region/northern_america
CY018234	Influenza B virus (B/Temple/B21/2003)	Influenza B virus (B/Temple/B21/2003)	3	3	-	-	2003	-	-	-	R-Mix 2 RhMK 2 passage(s)	-	2270	Homo sapiens	USA	Temple, TX	custom-table-row/m49_region/americas	-	custom-table-row/m49_sub_region/northern_america
CY018235	Influenza B virus (B/Temple/B21/2003)	Influenza B virus (B/Temple/B21/2003)	1	1	-	-	2003	-	-	-	R-Mix 2 RhMK 2 passage(s)	-	2323	Homo sapiens	USA	Temple, TX	custom-table-row/m49_region/americas	-	custom-table-row/m49_sub_region/northern_america
CY018236	Influenza B virus (B/Temple/B21/2003)	Influenza B virus (B/Temple/B21/2003)	2	2	-	-	2003	-	-	-	R-Mix 2 RhMK 2 passage(s)	-	2352	Homo sapiens	USA	Temple, TX	custom-table-row/m49_region/americas	-	custom-table-row/m49_sub_region/northern_america
CY018237	Influenza B virus (B/Temple/B24/2003)	Influenza B virus (B/Temple/B24/2003)	4	4	Victoria	-	2003	-	-	-	RhMK 2 passage(s)	-	1842	Homo sapiens	USA	Temple, TX	custom-table-row/m49_region/americas	-	custom-table-row/m49_sub_region/northern_america
CY018238	Influenza B virus (B/Temple/B24/2003)	Influenza B virus (B/Temple/B24/2003)	7	7	-	-	2003	-	-	-	RhMK 2 passage(s)	-	1145	Homo sapiens	USA	Temple, TX	custom-table-row/m49_region/americas	-	custom-table-row/m49_sub_region/northern_america
CY018239	Influenza B virus (B/Temple/B24/2003)	Influenza B virus (B/Temple/B24/2003)	6	6	-	-	2003	-	-	-	RhMK 2 passage(s)	-	1516	Homo sapiens	USA	Temple, TX	custom-table-row/m49_region/americas	-	custom-table-row/m49_sub_region/northern_america
CY018240	Influenza B virus (B/Temple/B24/2003)	Influenza B virus (B/Temple/B24/2003)	5	5	-	-	2003	-	-	-	RhMK 2 passage(s)	-	1810	Homo sapiens	USA	Temple, TX	custom-table-row/m49_region/americas	-	custom-table-row/m49_sub_region/northern_america
CY018241	Influenza B virus (B/Temple/B24/2003)	Influenza B virus (B/Temple/B24/2003)	8	8	-	-	2003	-	-	-	RhMK 2 passage(s)	-	1056	Homo sapiens	USA	Temple, TX	custom-table-row/m49_region/americas	-	custom-table-row/m49_sub_region/northern_america
CY018242	Influenza B virus (B/Temple/B24/2003)	Influenza B virus (B/Temple/B24/2003)	3	3	-	-	2003	-	-	-	RhMK 2 passage(s)	-	2270	Homo sapiens	USA	Temple, TX	custom-table-row/m49_region/americas	-	custom-table-row/m49_sub_region/northern_america
CY018243	Influenza B virus (B/Temple/B24/2003)	Influenza B virus (B/Temple/B24/2003)	1	1	-	-	2003	-	-	-	RhMK 2 passage(s)	-	2324	Homo sapiens	USA	Temple, TX	custom-table-row/m49_region/americas	-	custom-table-row/m49_sub_region/northern_america
CY018244	Influenza B virus (B/Temple/B24/2003)	Influenza B virus (B/Temple/B24/2003)	2	2	-	-	2003	-	-	-	RhMK 2 passage(s)	-	2337	Homo sapiens	USA	Temple, TX	custom-table-row/m49_region/americas	-	custom-table-row/m49_sub_region/northern_america
CY018245	Influenza B virus (B/Temple/B30/2003)	Influenza B virus (B/Temple/B30/2003)	4	4	Victoria	-	2003	-	-	-	RhMK 2 passage(s)	-	1843	Homo sapiens	USA	Temple, TX	custom-table-row/m49_region/americas	-	custom-table-row/m49_sub_region/northern_america
CY018246	Influenza B virus (B/Temple/B30/2003)	Influenza B virus (B/Temple/B30/2003)	7	7	-	-	2003	-	-	-	RhMK 2 passage(s)	-	1150	Homo sapiens	USA	Temple, TX	custom-table-row/m49_region/americas	-	custom-table-row/m49_sub_region/northern_america
CY018247	Influenza B virus (B/Temple/B30/2003)	Influenza B virus (B/Temple/B30/2003)	6	6	-	-	2003	-	-	-	RhMK 2 passage(s)	-	1516	Homo sapiens	USA	Temple, TX	custom-table-row/m49_region/americas	-	custom-table-row/m49_sub_region/northern_america
CY018248	Influenza B virus (B/Temple/B30/2003)	Influenza B virus (B/Temple/B30/2003)	5	5	-	-	2003	-	-	-	RhMK 2 passage(s)	-	1808	Homo sapiens	USA	Temple, TX	custom-table-row/m49_region/americas	-	custom-table-row/m49_sub_region/northern_america
CY018249	Influenza B virus (B/Temple/B30/2003)	Influenza B virus (B/Temple/B30/2003)	8	8	-	-	2003	-	-	-	RhMK 2 passage(s)	-	1056	Homo sapiens	USA	Temple, TX	custom-table-row/m49_region/americas	-	custom-table-row/m49_sub_region/northern_america
CY018250	Influenza B virus (B/Temple/B30/2003)	Influenza B virus (B/Temple/B30/2003)	3	3	-	-	2003	-	-	-	RhMK 2 passage(s)	-	2270	Homo sapiens	USA	Temple, TX	custom-table-row/m49_region/americas	-	custom-table-row/m49_sub_region/northern_america
CY018251	Influenza B virus (B/Temple/B30/2003)	Influenza B virus (B/Temple/B30/2003)	1	1	-	-	2003	-	-	-	RhMK 2 passage(s)	-	2323	Homo sapiens	USA	Temple, TX	custom-table-row/m49_region/americas	-	custom-table-row/m49_sub_region/northern_america
CY018252	Influenza B virus (B/Temple/B30/2003)	Influenza B virus (B/Temple/B30/2003)	2	2	-	-	2003	-	-	-	RhMK 2 passage(s)	-	2353	Homo sapiens	USA	Temple, TX	custom-table-row/m49_region/americas	-	custom-table-row/m49_sub_region/northern_america
CY018253	Influenza B virus (B/Houston/B79/2003)	Influenza B virus (B/Houston/B79/2003)	4	4	Victoria	-	2003	-	-	-	RhMK 3 passage(s)	-	1843	Homo sapiens	USA	Houston, TX	custom-table-row/m49_region/americas	-	custom-table-row/m49_sub_region/northern_america
CY018254	Influenza B virus (B/Houston/B79/2003)	Influenza B virus (B/Houston/B79/2003)	7	7	-	-	2003	-	-	-	RhMK 3 passage(s)	-	1150	Homo sapiens	USA	Houston, TX	custom-table-row/m49_region/americas	-	custom-table-row/m49_sub_region/northern_america
CY018255	Influenza B virus (B/Houston/B79/2003)	Influenza B virus (B/Houston/B79/2003)	6	6	-	-	2003	-	-	-	RhMK 3 passage(s)	-	1525	Homo sapiens	USA	Houston, TX	custom-table-row/m49_region/americas	-	custom-table-row/m49_sub_region/northern_america
CY018256	Influenza B virus (B/Houston/B79/2003)	Influenza B virus (B/Houston/B79/2003)	5	5	-	-	2003	-	-	-	RhMK 3 passage(s)	-	1808	Homo sapiens	USA	Houston, TX	custom-table-row/m49_region/americas	-	custom-table-row/m49_sub_region/northern_america
CY018257	Influenza B virus (B/Houston/B79/2003)	Influenza B virus (B/Houston/B79/2003)	8	8	-	-	2003	-	-	-	RhMK 3 passage(s)	-	1056	Homo sapiens	USA	Houston, TX	custom-table-row/m49_region/americas	-	custom-table-row/m49_sub_region/northern_america
CY018258	Influenza B virus (B/Houston/B79/2003)	Influenza B virus (B/Houston/B79/2003)	3	3	-	-	2003	-	-	-	RhMK 3 passage(s)	-	2270	Homo sapiens	USA	Houston, TX	custom-table-row/m49_region/americas	-	custom-table-row/m49_sub_region/northern_america
CY018259	Influenza B virus (B/Houston/B79/2003)	Influenza B virus (B/Houston/B79/2003)	1	1	-	-	2003	-	-	-	RhMK 3 passage(s)	-	2321	Homo sapiens	USA	Houston, TX	custom-table-row/m49_region/americas	-	custom-table-row/m49_sub_region/northern_america
CY018260	Influenza B virus (B/Houston/B79/2003)	Influenza B virus (B/Houston/B79/2003)	2	2	-	-	2003	-	-	-	RhMK 3 passage(s)	-	2353	Homo sapiens	USA	Houston, TX	custom-table-row/m49_region/americas	-	custom-table-row/m49_sub_region/northern_america
CY018261	Influenza B virus (B/Houston/B81/2003)	Influenza B virus (B/Houston/B81/2003)	4	4	Victoria	-	2003	JAN	16	-	RhMK 2 passage(s)	-	1842	Homo sapiens	USA	Houston, TX	custom-table-row/m49_region/americas	-	custom-table-row/m49_sub_region/northern_america
CY018262	Influenza B virus (B/Houston/B81/2003)	Influenza B virus (B/Houston/B81/2003)	7	7	-	-	2003	JAN	16	-	RhMK 2 passage(s)	-	1130	Homo sapiens	USA	Houston, TX	custom-table-row/m49_region/americas	-	custom-table-row/m49_sub_region/northern_america
CY018263	Influenza B virus (B/Houston/B81/2003)	Influenza B virus (B/Houston/B81/2003)	6	6	-	-	2003	JAN	16	-	RhMK 2 passage(s)	-	1518	Homo sapiens	USA	Houston, TX	custom-table-row/m49_region/americas	-	custom-table-row/m49_sub_region/northern_america
