sequenceID	full_name	isolate	gb_segment	rec_segment	rec_subtype	gb_subtype	gb_year	gb_month	gb_day	gb_source	gb_lab_host	pubmed_id	length	gb_host	gb_country	gb_place_sampled	m49_country.m49_region	m49_country.m49_intermediate_region	m49_country.m49_sub_region
AB120449	Influenza B virus (B/Yamagata/1311/2003)	B/Yamagata/1311/2003	8	8	-	-	-	-	-	-	-	15258979	1024	-	-	-	-	-	-
AB120486	Influenza B virus (B/Yamagata/K198/2001)	B/Yamagata/K198/2001	4	4	Yamagata	-	-	-	-	-	-	15258979	1038	-	-	-	-	-	-
AB120487	Influenza B virus (B/Yamagata/K246/2001)	B/Yamagata/K246/2001	4	4	Yamagata	-	-	-	-	-	-	15258979	1038	-	-	-	-	-	-
AB120488	Influenza B virus (B/Yamagata/K270/2001)	B/Yamagata/K270/2001	4	4	Yamagata	-	-	-	-	-	-	15258979	1038	-	-	-	-	-	-
AB120489	Influenza B virus (B/Yamagata/K298/2001)	B/Yamagata/K298/2001	4	4	Yamagata	-	-	-	-	-	-	15258979	1038	-	-	-	-	-	-
AB120490	Influenza B virus (B/Yamagata/K320/2001)	B/Yamagata/K320/2001	4	4	Yamagata	-	-	-	-	-	-	15258979	1038	-	-	-	-	-	-
AB120491	Influenza B virus (B/Yamagata/K354/2001)	B/Yamagata/K354/2001	4	4	Yamagata	-	-	-	-	-	-	15258979	1038	-	-	-	-	-	-
AB120492	Influenza B virus (B/Yamagata/K386/2001)	B/Yamagata/K386/2001	4	4	Yamagata	-	-	-	-	-	-	15258979	1038	-	-	-	-	-	-
AB120493	Influenza B virus (B/Yamagata/K411/2001)	B/Yamagata/K411/2001	4	4	Yamagata	-	-	-	-	-	-	15258979	1038	-	-	-	-	-	-
AB120494	Influenza B virus (B/Yamagata/K461/2001)	B/Yamagata/K461/2001	4	4	Yamagata	-	-	-	-	-	-	15258979	1038	-	-	-	-	-	-
AB120495	Influenza B virus (B/Yamagata/K490/2001)	B/Yamagata/K490/2001	4	4	Yamagata	-	-	-	-	-	-	15258979	1038	-	-	-	-	-	-
AB120496	Influenza B virus (B/Yamagata/K500/2001)	B/Yamagata/K500/2001	4	4	Yamagata	-	-	-	-	-	-	15258979	1038	-	-	-	-	-	-
AB120497	Influenza B virus (B/Yamagata/K501/2001)	B/Yamagata/K501/2001	4	4	Yamagata	-	-	-	-	-	-	15258979	1038	-	-	-	-	-	-
AB120498	Influenza B virus (B/Yamagata/K508/2001)	B/Yamagata/K508/2001	4	4	Yamagata	-	-	-	-	-	-	15258979	1038	-	-	-	-	-	-
AB120499	Influenza B virus (B/Yamagata/K513/2001)	B/Yamagata/K513/2001	4	4	Yamagata	-	-	-	-	-	-	15258979	1038	-	-	-	-	-	-
AB120500	Influenza B virus (B/Yamagata/K515/2001)	B/Yamagata/K515/2001	4	4	Yamagata	-	-	-	-	-	-	15258979	1038	-	-	-	-	-	-
AB120501	Influenza B virus (B/Yamagata/K519/2001)	B/Yamagata/K519/2001	4	4	Yamagata	-	-	-	-	-	-	15258979	1038	-	-	-	-	-	-
AB120502	Influenza B virus (B/Yamagata/K520/2001)	B/Yamagata/K520/2001	4	4	Yamagata	-	-	-	-	-	-	15258979	1038	-	-	-	-	-	-
AB120503	Influenza B virus (B/Yamagata/K521/2001)	B/Yamagata/K521/2001	4	4	Yamagata	-	-	-	-	-	-	15258979	1038	-	-	-	-	-	-
AB120504	Influenza B virus (B/Yamagata/K535/2001)	B/Yamagata/K535/2001	4	4	Yamagata	-	-	-	-	-	-	15258979	1038	-	-	-	-	-	-
AB120505	Influenza B virus (B/Yamagata/K542/2001)	B/Yamagata/K542/2001	4	4	Yamagata	-	-	-	-	-	-	15258979	1038	-	-	-	-	-	-
AB120506	Influenza B virus (B/Yamagata/222/2002)	B/Yamagata/222/2002	4	4	-	-	-	-	-	-	-	15258979	1041	-	-	-	-	-	-
AB120507	Influenza B virus (B/Yamagata/115/2003)	B/Yamagata/115/2003	4	4	-	-	-	-	-	-	-	15258979	1041	-	-	-	-	-	-
AB120508	Influenza B virus (B/Yamagata/1246/2003)	B/Yamagata/1246/2003	4	4	Yamagata	-	-	-	-	-	-	15258979	1038	-	-	-	-	-	-
AB120509	Influenza B virus (B/Yamagata/1311/2003)	B/Yamagata/1311/2003	4	4	Yamagata	-	-	-	-	-	-	15258979	1038	-	-	-	-	-	-
AB126834	Influenza B virus (B/Osaka/1036/97)	B/Osaka/1036/97	-	4	-	-	-	-	-	-	-	15243097	1008	-	-	-	-	-	-
AB126835	Influenza B virus (B/Kobe/1/2003)	B/Kobe/1/2003	-	4	-	-	-	-	-	-	-	15243097	1007	-	-	-	-	-	-
AB126836	Influenza B virus (B/Kobe/2/2003)	B/Kobe/2/2003	-	4	Yamagata	-	-	-	-	-	-	15243097	1007	-	-	-	-	-	-
AB126837	Influenza B virus (B/Kobe/3/2003)	B/Kobe/3/2003	-	4	-	-	-	-	-	-	-	15243097	1008	-	-	-	-	-	-
AB126838	Influenza B virus (B/Kobe/4/2003)	B/Kobe/4/2003	-	4	-	-	-	-	-	-	-	15243097	1009	-	-	-	-	-	-
AB126841	Influenza B virus (B/Kobe/28/2003)	B/Kobe/28/2003	-	4	-	-	-	-	-	-	-	15243097	1004	-	-	-	-	-	-
AB126842	Influenza B virus (B/Kobe/7/2002)	B/Kobe/7/2002	-	4	-	-	-	-	-	-	-	15243097	1008	-	-	-	-	-	-
AB158792	Influenza B virus (B/Akita/27/2001)	B/Akita/27/2001	-	4	-	-	-	-	-	-	-	15332284	1041	-	-	-	-	-	-
AB158793	Influenza B virus (B/Akita/27/2001)	B/Akita/27/2001	-	4	-	-	-	-	-	-	-	15332284	1041	-	-	-	-	-	-
AB158794	Influenza B virus (B/Akita/27/2001)	B/Akita/27/2001	-	4	-	-	-	-	-	-	-	15332284	1041	-	-	-	-	-	-
AB158795	Influenza B virus (B/Akita/27/2001)	B/Akita/27/2001	-	4	-	-	-	-	-	-	-	15332284	1041	-	-	-	-	-	-
AB158796	Influenza B virus (B/Akita/27/2001)	B/Akita/27/2001	-	4	-	-	-	-	-	-	-	15332284	1041	-	-	-	-	-	-
AB158797	Influenza B virus (B/Akita/5/2001)	B/Akita/5/2001	-	4	-	-	-	-	-	-	-	15332284	1041	-	-	-	-	-	-
AB158798	Influenza B virus (B/Akita/5/2001)	B/Akita/5/2001	-	4	-	-	-	-	-	-	-	15332284	1041	-	-	-	-	-	-
AB158799	Influenza B virus (B/Hiroshima/23/2001)	B/Hiroshima/23/2001	-	4	Yamagata	-	-	-	-	-	-	15332284	1038	-	-	-	-	-	-
AB158800	Influenza B virus (B/Hiroshima/23/2001)	B/Hiroshima/23/2001	-	4	Yamagata	-	-	-	-	-	-	15332284	1038	-	-	-	-	-	-
AB158801	Influenza B virus (B/Shizuoka/15/2001)	B/Shizuoka/15/2001	-	4	Yamagata	-	-	-	-	-	-	15332284	1038	-	-	-	-	-	-
AB158802	Influenza B virus (B/Shizuoka/15/2001)	B/Shizuoka/15/2001	-	4	Yamagata	-	-	-	-	-	-	15332284	1038	-	-	-	-	-	-
AB196142	Influenza B virus (B/Kobe/1/2002-V1)	B/Kobe/1/2002-V1	-	4	-	-	-	-	-	-	-	16081981	1009	-	-	-	-	-	-
AB196143	Influenza B virus (B/Kobe/1/2002-V2)	B/Kobe/1/2002-V2	-	4	-	-	-	-	-	-	-	16081981	1008	-	-	-	-	-	-
AB196144	Influenza B virus (B/Kobe/6/2002)	B/Kobe/6/2002	-	4	-	-	-	-	-	-	-	16081981	1009	-	-	-	-	-	-
AF005736	Influenza B virus	B/Panama/45/90	-	1	-	-	-	-	-	-	-	9281500	2304	-	-	-	-	-	-
AF005737	Influenza B virus	B/Panama/45/90	-	2	-	-	-	-	-	-	-	9281500	2396	-	-	-	-	-	-
AF005738	Influenza B virus	B/Panama/45/90	-	3	-	-	-	-	-	-	-	9281500	2305	-	-	-	-	-	-
AF005739	Influenza B virus	B/Panama/45/90	-	5	-	-	-	-	-	-	-	9281500	1687	-	-	-	-	-	-
AF050060	Influenza B virus (B/Alaska/12/1996)	B/Alaska/12/96	-	4	Yamagata	-	-	-	-	-	-	9739335	1083	-	USA	Alaska	custom-table-row/m49_region/americas	-	custom-table-row/m49_sub_region/northern_america
AF050061	Influenza B virus (B/Beijing/184/93)	B/Beijing/184/93	-	4	Yamagata	-	-	-	-	-	-	9739335	1083	-	China	Beijing	custom-table-row/m49_region/asia	-	custom-table-row/m49_sub_region/eastern_asia
AF050062	Influenza B virus (B/Beijing/243/97)	B/Beijing/243/97	-	4	-	-	-	-	-	-	-	9739335	1086	-	China	Beijing	custom-table-row/m49_region/asia	-	custom-table-row/m49_sub_region/eastern_asia
AF050063	Influenza B virus (B/Guangdong/05/94)	B/Guandong/05/94	-	4	Yamagata	-	-	-	-	-	-	9739335	1086	-	China	Guandong	custom-table-row/m49_region/asia	-	custom-table-row/m49_sub_region/eastern_asia
AF050064	Influenza B virus (B/Guangdong/08/93)	B/Guandong/08/93	-	4	Yamagata	-	-	-	-	-	-	9739335	1086	-	China	Guandong	custom-table-row/m49_region/asia	-	custom-table-row/m49_sub_region/eastern_asia
AF050065	Influenza B virus (B/Harbin/7/1994)	B/Harbin/07/94	-	4	Yamagata	-	-	-	-	-	-	9739335	1083	-	China	Harbin	custom-table-row/m49_region/asia	-	custom-table-row/m49_sub_region/eastern_asia
AF050066	Influenza B virus (B/Osaka/491/1997)	B/Osaka/491/97	-	4	-	-	-	-	-	-	-	9739335	1086	-	Japan	Osaka	custom-table-row/m49_region/asia	-	custom-table-row/m49_sub_region/eastern_asia
AF050067	Influenza B virus (B/Tokyo/942/1996)	B/Tokyo/942/96	-	4	Yamagata	-	-	-	-	-	-	9739335	1081	-	Japan	Tokyo	custom-table-row/m49_region/asia	-	custom-table-row/m49_sub_region/eastern_asia
AF059907	Influenza B virus	B/Argentina/1/93	-	4	Yamagata	-	-	-	-	-	-	-	1035	-	-	-	-	-	-
AF059908	Influenza B virus	B/Argentina/2/93	-	4	Yamagata	-	-	-	-	-	-	-	1035	-	-	-	-	-	-
AF059909	Influenza B virus	B/New_York/2/94	-	4	Yamagata	-	-	-	-	-	-	-	1035	-	-	-	-	-	-
AF059910	Influenza B virus	B/New_York/4/94	-	4	Yamagata	-	-	-	-	-	-	-	1035	-	-	-	-	-	-
AF059911	Influenza B virus	B/Connecticut/7/93	-	4	Yamagata	-	-	-	-	-	-	-	1035	-	-	-	-	-	-
AF059912	Influenza B virus	B/Connecticut/2/95	-	4	Yamagata	-	-	-	-	-	-	-	1035	-	-	-	-	-	-
AF059913	Influenza B virus	B/Florida/1/96	-	4	Yamagata	-	-	-	-	-	-	-	1035	-	-	-	-	-	-
AF059914	Influenza B virus	B/Oita/14/92	-	4	Yamagata	-	-	-	-	-	-	-	1035	-	-	-	-	-	-
AF059915	Influenza B virus	B/Oita/15/92	-	4	Yamagata	-	-	-	-	-	-	-	1035	-	-	-	-	-	-
AF059916	Influenza B virus	B/Tokoshima/101/93	-	4	Yamagata	-	-	-	-	-	-	-	1035	-	-	-	-	-	-
AF059917	Influenza B virus	B/Hawaii/1/92	-	4	Yamagata	-	-	-	-	-	-	-	1035	-	-	-	-	-	-
AF059918	Influenza B virus	B/Washington/2/92	-	4	Yamagata	-	-	-	-	-	-	-	1035	-	-	-	-	-	-
AF059919	Influenza B virus	B/California/5/92	-	4	Yamagata	-	-	-	-	-	-	-	1035	-	-	-	-	-	-
AF059920	Influenza B virus	B/Mexico/3288/94	-	4	Yamagata	-	-	-	-	-	-	-	1035	-	-	-	-	-	-
AF059921	Influenza B virus	B/Cordoba/2979/91	-	4	Yamagata	-	-	-	-	-	-	-	1035	-	-	-	-	-	-
AF059922	Influenza B virus	B/Massachusetts/6/93	-	4	Yamagata	-	-	-	-	-	-	-	1035	-	-	-	-	-	-
AF059923	Influenza B virus	B/West_Virginia/2/94	-	4	Yamagata	-	-	-	-	-	-	-	1035	-	-	-	-	-	-
AF059924	Influenza B virus	B/West_Virginia/1/94	-	4	Yamagata	-	-	-	-	-	-	-	1035	-	-	-	-	-	-
AF059925	Influenza B virus	B/Washington/3/92	-	4	Yamagata	-	-	-	-	-	-	-	1035	-	-	-	-	-	-
AF059926	Influenza B virus	B/Novgorod/110/93	-	4	Yamagata	-	-	-	-	-	-	-	1035	-	-	-	-	-	-
AF059927	Influenza B virus	B/Oregon/1/93	-	4	Yamagata	-	-	-	-	-	-	-	1035	-	-	-	-	-	-
AF059928	Influenza B virus	B/New_York/39/91	-	4	Yamagata	-	-	-	-	-	-	-	1035	-	-	-	-	-	-
AF059929	Influenza B virus	B/Singapore/4/91	-	4	Yamagata	-	-	-	-	-	-	-	1035	-	-	-	-	-	-
AF059930	Influenza B virus	B/North_Carolina/1/94	-	4	Yamagata	-	-	-	-	-	-	-	1035	-	-	-	-	-	-
AF059931	Influenza B virus	B/New_York/24/93	-	4	Yamagata	-	-	-	-	-	-	-	1035	-	-	-	-	-	-
AF059932	Influenza B virus	B/New_York/3/94	-	4	Yamagata	-	-	-	-	-	-	-	1035	-	-	-	-	-	-
AF059933	Influenza B virus	B/South_Carolina/1/94	-	4	Yamagata	-	-	-	-	-	-	-	1035	-	-	-	-	-	-
AF059934	Influenza B virus	B/Pennsylvania/1/94	-	4	Yamagata	-	-	-	-	-	-	-	1035	-	-	-	-	-	-
AF059935	Influenza B virus	B/Paris/386/95	-	4	Yamagata	-	-	-	-	-	-	-	1035	-	-	-	-	-	-
AF059936	Influenza B virus	B/Guangdong/4/91	-	4	Yamagata	-	-	-	-	-	-	-	1035	-	-	-	-	-	-
AF059937	Influenza B virus	B/Qingdao/102/91	-	4	Yamagata	-	-	-	-	-	-	-	1035	-	-	-	-	-	-
AF059938	Influenza B virus	B/Beijing/10/92	-	4	Yamagata	-	-	-	-	-	-	-	1035	-	-	-	-	-	-
AF059939	Influenza B virus	B/Beijing/36/92	-	4	Yamagata	-	-	-	-	-	-	-	1035	-	-	-	-	-	-
AF059940	Influenza B virus	B/Illinois/1/95	-	4	Yamagata	-	-	-	-	-	-	-	1038	-	-	-	-	-	-
AF059941	Influenza B virus	B/North_Carolina/1/95	-	4	Yamagata	-	-	-	-	-	-	-	1038	-	-	-	-	-	-
AF059942	Influenza B virus	B/Indiana/1/95	-	4	Yamagata	-	-	-	-	-	-	-	1038	-	-	-	-	-	-
AF059943	Influenza B virus	B/Texas/12/95	-	4	Yamagata	-	-	-	-	-	-	-	1038	-	-	-	-	-	-
AF059944	Influenza B virus	B/Taiwan/207/96	-	4	Yamagata	-	-	-	-	-	-	-	1038	-	-	-	-	-	-
AF059945	Influenza B virus	B/Alaska/19/95	-	4	Yamagata	-	-	-	-	-	-	-	1038	-	-	-	-	-	-
AF059946	Influenza B virus	B/Brazil/241/96	-	4	Yamagata	-	-	-	-	-	-	-	1038	-	-	-	-	-	-
AF059947	Influenza B virus	B/Texas/34/96	-	4	Yamagata	-	-	-	-	-	-	-	1038	-	-	-	-	-	-
AF059948	Influenza B virus	B/Hawaii/1/96	-	4	Yamagata	-	-	-	-	-	-	-	1038	-	-	-	-	-	-
AF059949	Influenza B virus	B/Texas/30/96	-	4	Yamagata	-	-	-	-	-	-	-	1038	-	-	-	-	-	-
AF059950	Influenza B virus	B/Texas/19/96	-	4	Yamagata	-	-	-	-	-	-	-	1038	-	-	-	-	-	-
AF059951	Influenza B virus	B/New_York/7/96	-	4	Yamagata	-	-	-	-	-	-	-	1038	-	-	-	-	-	-
AF059952	Influenza B virus	B/Thailand/154/95	-	4	Yamagata	-	-	-	-	-	-	-	1038	-	-	-	-	-	-
AF059953	Influenza B virus	B/Pennsylvania/1/96	-	4	Yamagata	-	-	-	-	-	-	-	1038	-	-	-	-	-	-
AF059954	Influenza B virus	B/Wellington/1/96	-	4	Yamagata	-	-	-	-	-	-	-	1038	-	-	-	-	-	-
AF059955	Influenza B virus	B/Ohio/10/96	-	4	Yamagata	-	-	-	-	-	-	-	1038	-	-	-	-	-	-
AF059956	Influenza B virus	B/Taiwan/512/95	-	4	Yamagata	-	-	-	-	-	-	-	1038	-	-	-	-	-	-
AF059957	Influenza B virus	B/Wellington/9/95	-	4	Yamagata	-	-	-	-	-	-	-	1038	-	-	-	-	-	-
AF059958	Influenza B virus	B/Beijing/24/93	-	4	Yamagata	-	-	-	-	-	-	-	1038	-	-	-	-	-	-
AF059959	Influenza B virus	B/Romania/48/96	-	4	Yamagata	-	-	-	-	-	-	-	1038	-	-	-	-	-	-
AF059960	Influenza B virus	B/Beijing/33/95	-	4	Yamagata	-	-	-	-	-	-	-	1038	-	-	-	-	-	-
AF059961	Influenza B virus	B/California/2/95	-	4	Yamagata	-	-	-	-	-	-	-	1038	-	-	-	-	-	-
AF059962	Influenza B virus	B/Alaska/3779/94	-	4	Yamagata	-	-	-	-	-	-	-	1038	-	-	-	-	-	-
AF059963	Influenza B virus	B/Canada/9988/94	-	4	Yamagata	-	-	-	-	-	-	-	1038	-	-	-	-	-	-
AF059964	Influenza B virus	B/Shiga/T13/95	-	4	Yamagata	-	-	-	-	-	-	-	1038	-	-	-	-	-	-
AF059965	Influenza B virus	B/Beijing/172/94	-	4	Yamagata	-	-	-	-	-	-	-	1038	-	-	-	-	-	-
AF059966	Influenza B virus	B/Russia/193/95	-	4	Yamagata	-	-	-	-	-	-	-	1038	-	-	-	-	-	-
AF059967	Influenza B virus	B/Russia/222/95	-	4	Yamagata	-	-	-	-	-	-	-	1038	-	-	-	-	-	-
AF059968	Influenza B virus	B/Nebraska/1/95	-	4	Yamagata	-	-	-	-	-	-	-	1038	-	-	-	-	-	-
AF059969	Influenza B virus	B/Tokushima/24/95	-	4	Yamagata	-	-	-	-	-	-	-	1038	-	-	-	-	-	-
AF059970	Influenza B virus	B/Texas/1/94	-	4	Yamagata	-	-	-	-	-	-	-	1038	-	-	-	-	-	-
AF059971	Influenza B virus	B/Shanghai/2/94	-	4	Yamagata	-	-	-	-	-	-	-	1038	-	-	-	-	-	-
AF059972	Influenza B virus	B/Shanghai/4/94	-	4	Yamagata	-	-	-	-	-	-	-	1038	-	-	-	-	-	-
AF059973	Influenza B virus	B/Shangdong/16/94	-	4	Yamagata	-	-	-	-	-	-	-	1038	-	-	-	-	-	-
AF059974	Influenza B virus	B/California/1/94	-	4	Yamagata	-	-	-	-	-	-	-	1038	-	-	-	-	-	-
AF059975	Influenza B virus	B/Victoria/101/94	-	4	Yamagata	-	-	-	-	-	-	-	1038	-	-	-	-	-	-
AF059976	Influenza B virus	B/Hong_Kong/65/96	-	4	Yamagata	-	-	-	-	-	-	-	1038	-	-	-	-	-	-
AF059977	Influenza B virus	B/Sapporo/1/96	-	4	Yamagata	-	-	-	-	-	-	-	1038	-	-	-	-	-	-
AF059978	Influenza B virus	B/Beijing/84/96	-	4	Yamagata	-	-	-	-	-	-	-	1038	-	-	-	-	-	-
AF059979	Influenza B virus	B/Texas/10/96	-	4	Yamagata	-	-	-	-	-	-	-	1038	-	-	-	-	-	-
AF059980	Influenza B virus	B/Hong_Kong/19/95	-	4	Yamagata	-	-	-	-	-	-	-	1038	-	-	-	-	-	-
AF059981	Influenza B virus	B/Washington/5/95	-	4	Yamagata	-	-	-	-	-	-	-	1038	-	-	-	-	-	-
AF059982	Influenza B virus	B/Sichuan/16/96	-	4	Yamagata	-	-	-	-	-	-	-	1038	-	-	-	-	-	-
AF059983	Influenza B virus	B/Wuhan/256/95	-	4	Yamagata	-	-	-	-	-	-	-	1038	-	-	-	-	-	-
AF059984	Influenza B virus	B/Hong_Kong/15/95	-	4	Yamagata	-	-	-	-	-	-	-	1038	-	-	-	-	-	-
AF059985	Influenza B virus	B/Wuhan/299/95	-	4	Yamagata	-	-	-	-	-	-	-	1038	-	-	-	-	-	-
AF059986	Influenza B virus	B/Beijing/201/92	-	4	Yamagata	-	-	-	-	-	-	-	1038	-	-	-	-	-	-
AF059987	Influenza B virus	B/Sichuan/8/92	-	4	Yamagata	-	-	-	-	-	-	-	1038	-	-	-	-	-	-
AF059988	Influenza B virus	B/Beijing/1/94	-	4	Yamagata	-	-	-	-	-	-	-	1038	-	-	-	-	-	-
AF059989	Influenza B virus	B/Beijing/237/93	-	4	Yamagata	-	-	-	-	-	-	-	1038	-	-	-	-	-	-
AF059990	Influenza B virus	B/Beijing/37/94	-	4	Yamagata	-	-	-	-	-	-	-	1038	-	-	-	-	-	-
AF059991	Influenza B virus	B/Mie/1/93	-	4	Yamagata	-	-	-	-	-	-	-	1038	-	-	-	-	-	-
AF059992	Influenza B virus	B/Beijing/19/93	-	4	Yamagata	-	-	-	-	-	-	-	1038	-	-	-	-	-	-
AF059993	Influenza B virus (B/Beijing/184/93)	B/Beijing/184/93	4	4	Yamagata	-	1993	-	-	-	-	-	1038	Homo sapiens	China	Beijing	custom-table-row/m49_region/asia	-	custom-table-row/m49_sub_region/eastern_asia
AF059994	Influenza B virus	B/Argentina/4105/95	-	4	Yamagata	-	-	-	-	-	-	-	1038	-	-	-	-	-	-
AF059995	Influenza B virus	B/California/2/94	-	4	Yamagata	-	-	-	-	-	-	-	1038	-	-	-	-	-	-
AF059996	Influenza B virus	B/Singapore/11/94	-	4	Yamagata	-	-	-	-	-	-	-	1038	-	-	-	-	-	-
AF059997	Influenza B virus	B/California/1/95	-	4	Yamagata	-	-	-	-	-	-	-	1038	-	-	-	-	-	-
AF059998	Influenza B virus	B/India/156/94	-	4	Yamagata	-	-	-	-	-	-	-	1038	-	-	-	-	-	-
AF059999	Influenza B virus	B/Montana/1/95	-	4	Yamagata	-	-	-	-	-	-	-	1038	-	-	-	-	-	-
AF060000	Influenza B virus	B/New_York/1/94	-	4	Yamagata	-	-	-	-	-	-	-	1038	-	-	-	-	-	-
AF060001	Influenza B virus	B/Wellington/1/94	-	4	Yamagata	-	-	-	-	-	-	-	1038	-	-	-	-	-	-
AF060002	Influenza B virus	B/New_York/6/94	-	4	Yamagata	-	-	-	-	-	-	-	1038	-	-	-	-	-	-
AF060003	Influenza B virus	B/Harbin/7/94	-	4	Yamagata	-	-	-	-	-	-	-	1038	-	-	-	-	-	-
AF060004	Influenza B virus	B/New_Mexico/1/95	-	4	Yamagata	-	-	-	-	-	-	-	1038	-	-	-	-	-	-
AF060005	Influenza B virus	B/Shanghai/10/95	-	4	Yamagata	-	-	-	-	-	-	-	1038	-	-	-	-	-	-
AF060006	Influenza B virus	B/Taiwan/1197/94	-	4	Yamagata	-	-	-	-	-	-	-	1038	-	-	-	-	-	-
AF060007	Influenza B virus	B/Beijing/258/93	-	4	Yamagata	-	-	-	-	-	-	-	1038	-	-	-	-	-	-
AF060008	Influenza B virus	B/Nanchang/P26/93	-	4	Yamagata	-	-	-	-	-	-	-	1038	-	-	-	-	-	-
AF060009	Influenza B virus	B/Nanchang/3451/93	-	4	Yamagata	-	-	-	-	-	-	-	1038	-	-	-	-	-	-
AF077348	Influenza B virus (B/Yamagata/1/73)	B/Yamagata/1/73	-	7	-	-	-	-	-	-	-	10573149	1188	-	Japan	Yamagata	custom-table-row/m49_region/asia	-	custom-table-row/m49_sub_region/eastern_asia
AF100347	Influenza B virus	B/Argentina/218/97	-	4	Yamagata	-	-	-	-	-	-	10196339	1038	-	Argentina	-	custom-table-row/m49_region/americas	custom-table-row/m49_intermediate_region/south_america	custom-table-row/m49_sub_region/latin_america_and_the_caribbean
AF100348	Influenza B virus	B/Chiba/447/98	-	4	-	-	-	-	-	-	-	10196339	1041	-	Japan	Chiba	custom-table-row/m49_region/asia	-	custom-table-row/m49_sub_region/eastern_asia
AF100349	Influenza B virus	B/Henan/22/97	-	4	-	-	-	-	-	-	-	10196339	1041	-	China	Henan	custom-table-row/m49_region/asia	-	custom-table-row/m49_sub_region/eastern_asia
AF100350	Influenza B virus	B/Nagano/2038/98	-	4	Yamagata	-	-	-	-	-	-	10196339	1038	-	Japan	Nagano	custom-table-row/m49_region/asia	-	custom-table-row/m49_sub_region/eastern_asia
AF100351	Influenza B virus	B/Shiga/T30/98	-	4	Yamagata	-	-	-	-	-	-	10196339	1038	-	Japan	Shiga	custom-table-row/m49_region/asia	-	custom-table-row/m49_sub_region/eastern_asia
AF100352	Influenza B virus	B/Shiga/51/98	-	4	-	-	-	-	-	-	-	10196339	1041	-	Japan	Shiga	custom-table-row/m49_region/asia	-	custom-table-row/m49_sub_region/eastern_asia
AF100353	Influenza B virus	B/Shiga/44/98	-	4	-	-	-	-	-	-	-	10196339	1041	-	Japan	Shiga	custom-table-row/m49_region/asia	-	custom-table-row/m49_sub_region/eastern_asia
AF100354	Influenza B virus	B/Nara/4/97	-	4	-	-	-	-	-	-	-	10196339	1041	-	Japan	Nara	custom-table-row/m49_region/asia	-	custom-table-row/m49_sub_region/eastern_asia
AF100355	Influenza B virus	B/Yamanashi/166/98	-	4	Yamagata	-	-	-	-	-	-	10196339	1038	-	Japan	Yamanashi	custom-table-row/m49_region/asia	-	custom-table-row/m49_sub_region/eastern_asia
AF100356	Influenza B virus	B/Hiroshima/97/97	-	4	-	-	-	-	-	-	-	10196339	1038	-	Japan	Hiroshima	custom-table-row/m49_region/asia	-	custom-table-row/m49_sub_region/eastern_asia
AF100357	Influenza B virus	B/Norway/1/84	-	5	-	-	-	-	-	-	-	10196339	1761	-	Norway	-	custom-table-row/m49_region/europe	-	custom-table-row/m49_sub_region/northern_europe
AF100358	Influenza B virus	B/Ibaraki/2/85	-	5	-	-	-	-	-	-	-	10196339	1761	-	Japan	Ibaraki	custom-table-row/m49_region/asia	-	custom-table-row/m49_sub_region/eastern_asia
AF100359	Influenza B virus	B/Victoria/2/87	-	5	-	-	-	-	-	-	-	10196339	1754	-	-	-	-	-	-
AF100360	Influenza B virus	B/Aichi/5/88	-	5	-	-	-	-	-	-	-	10196339	1761	-	Japan	Aichi	custom-table-row/m49_region/asia	-	custom-table-row/m49_sub_region/eastern_asia
AF100361	Influenza B virus	B/Mie/1/93	-	5	-	-	-	-	-	-	-	10196339	1761	-	Japan	Mie	custom-table-row/m49_region/asia	-	custom-table-row/m49_sub_region/eastern_asia
AF100362	Influenza B virus	B/Guangdong/8/93	-	5	-	-	-	-	-	-	-	10196339	1761	-	China	Guangdong	custom-table-row/m49_region/asia	-	custom-table-row/m49_sub_region/eastern_asia
AF100363	Influenza B virus	B/Guangdong/5/94	-	5	-	-	-	-	-	-	-	10196339	1761	-	China	Guangdong	custom-table-row/m49_region/asia	-	custom-table-row/m49_sub_region/eastern_asia
AF100364	Influenza B virus	B/Harbin/7/94	-	5	-	-	-	-	-	-	-	10196339	1761	-	China	Harbin	custom-table-row/m49_region/asia	-	custom-table-row/m49_sub_region/eastern_asia
AF100365	Influenza B virus	B/Argentina/218/97	-	5	-	-	-	-	-	-	-	10196339	1761	-	Argentina	-	custom-table-row/m49_region/americas	custom-table-row/m49_intermediate_region/south_america	custom-table-row/m49_sub_region/latin_america_and_the_caribbean
AF100366	Influenza B virus	B/Beijing/243/97	-	5	-	-	-	-	-	-	-	10196339	1761	-	China	Beijing	custom-table-row/m49_region/asia	-	custom-table-row/m49_sub_region/eastern_asia
AF100367	Influenza B virus (B/Beijing/184/93)	B/Beijing/184/93	5	5	-	-	1993	-	-	-	-	10196339	1761	Homo sapiens	China	Beijing	custom-table-row/m49_region/asia	-	custom-table-row/m49_sub_region/eastern_asia
AF100368	Influenza B virus	B/Henan/22/97	-	5	-	-	-	-	-	-	-	10196339	1761	-	China	Henan	custom-table-row/m49_region/asia	-	custom-table-row/m49_sub_region/eastern_asia
AF100369	Influenza B virus	B/Chiba/447/98	-	5	-	-	-	-	-	-	-	10196339	1761	-	Japan	Chiba	custom-table-row/m49_region/asia	-	custom-table-row/m49_sub_region/eastern_asia
