sequenceID	full_name	isolate	gb_segment	rec_segment	rec_subtype	gb_subtype	gb_year	gb_month	gb_day	gb_source	gb_lab_host	pubmed_id	length	gb_host	gb_country	gb_place_sampled	m49_country
D63468	Influenza C virus (C/Sapporo/71)	C/Sapporo/71	-	4	AL_ICV_SEG4_Yamagata	-	-	-	-	-	-	8627255	1995	-	-	-	-
D63469	Influenza C virus (C/Aomori/74)	C/Aomori/74	-	4	-	-	-	-	-	-	-	8627255	2020	-	-	-	-
D63470	Influenza C virus (C/Kanagawa/1/76)	C/Kanagawa/1/76	-	4	-	-	-	-	-	-	-	8627255	2007	-	-	-	-
D63471	Influenza C virus (C/Miyagi/77)	C/Miyagi/77	-	4	AL_ICV_SEG4_Kanagawa	-	-	-	-	-	-	8627255	1974	-	-	-	-
D63472	Influenza C virus (C/Kyoto/1/79)	C/Kyoto/1/79	-	4	AL_ICV_SEG4_Yamagata	-	-	-	-	-	-	8627255	2027	-	-	-	-
D63473	Influenza C virus (C/Yamagata/3/88)	C/Yamagata/3/88	-	4	AL_ICV_SEG4_Yamagata	-	-	-	-	-	-	8627255	1926	-	-	-	-
D63503	Influenza C virus (C/Yamagata/4/88)	C/Yamagata/4/88	-	4	AL_ICV_SEG4_Yamagata	-	-	-	-	-	-	1641987	1976	-	-	-	-
D78383	Influenza C virus (C/Aichi/1/81)	-	3	3	-	-	-	-	-	-	-	8757991	372	Homo sapiens	-	-	-
D78384	Influenza C virus (C/Aichi/1/81)	-	1	1	-	-	-	-	-	-	-	8757991	469	Homo sapiens	-	-	-
D78385	Influenza C virus (C/Aichi/1/81)	-	2	2	-	-	-	-	-	-	-	8757991	377	Homo sapiens	-	-	-
D78386	Influenza C virus (C/England/83)	-	3	3	-	-	-	-	-	-	-	8757991	372	Homo sapiens	-	-	-
D78387	Influenza C virus (C/England/83)	-	1	1	-	-	-	-	-	-	-	8757991	469	Homo sapiens	-	-	-
D78388	Influenza C virus (C/England/83)	-	2	2	-	-	-	-	-	-	-	8757991	377	Homo sapiens	-	-	-
D78389	Influenza C virus (C/Kyoto/41/82)	-	3	3	-	-	-	-	-	-	-	8757991	372	Homo sapiens	-	-	-
D78390	Influenza C virus (C/Kyoto/41/82)	-	1	1	-	-	-	-	-	-	-	8757991	469	Homo sapiens	-	-	-
D78391	Influenza C virus (C/Kyoto/41/82)	-	2	2	-	-	-	-	-	-	-	8757991	377	Homo sapiens	-	-	-
D78392	Influenza C virus (C/Mississippi/80)	-	3	3	-	-	-	-	-	-	-	8757991	372	Homo sapiens	-	-	-
D78393	Influenza C virus (C/Mississippi/80)	-	1	1	-	-	-	-	-	-	-	8757991	469	Homo sapiens	-	-	-
D78394	Influenza C virus (C/Mississippi/80)	-	2	2	-	-	-	-	-	-	-	8757991	377	Homo sapiens	-	-	-
D78395	Influenza C virus (C/Nara/1/85)	-	3	3	-	-	-	-	-	-	-	8757991	372	Homo sapiens	-	-	-
D78396	Influenza C virus (C/Nara/1/85)	-	1	1	-	-	-	-	-	-	-	8757991	469	Homo sapiens	-	-	-
D78397	Influenza C virus (C/Nara/1/85)	-	2	2	-	-	-	-	-	-	-	8757991	377	Homo sapiens	-	-	-
D78398	Influenza C virus (C/Nara/2/85)	-	3	3	-	-	-	-	-	-	-	8757991	372	Homo sapiens	-	-	-
D78399	Influenza C virus (C/Nara/2/85)	-	1	1	-	-	-	-	-	-	-	8757991	469	Homo sapiens	-	-	-
D78400	Influenza C virus (C/Nara/2/85)	-	2	2	-	-	-	-	-	-	-	8757991	377	Homo sapiens	-	-	-
D78401	Influenza C virus (C/Nara/82)	-	3	3	-	-	-	-	-	-	-	8757991	372	Homo sapiens	-	-	-
D78402	Influenza C virus (C/Nara/82)	-	1	1	-	-	-	-	-	-	-	8757991	469	Homo sapiens	-	-	-
D78403	Influenza C virus (C/Nara/82)	-	2	2	-	-	-	-	-	-	-	8757991	377	Homo sapiens	-	-	-
D78404	Influenza C virus (C/pig/Beijing/115/81)	-	3	3	-	-	-	-	-	-	-	8757991	372	Homo sapiens	-	-	-
D78405	Influenza C virus (C/pig/Beijing/115/81)	-	1	1	-	-	-	-	-	-	-	8757991	469	Homo sapiens	-	-	-
D78406	Influenza C virus (C/pig/Beijing/115/81)	-	2	2	-	-	-	-	-	-	-	8757991	377	Homo sapiens	-	-	-
D78407	Influenza C virus (C/Yamagata/26/81)	-	3	3	-	-	-	-	-	-	-	8757991	372	Homo sapiens	-	-	-
D78408	Influenza C virus (C/Yamagata/26/81)	-	1	1	-	-	-	-	-	-	-	8757991	469	Homo sapiens	-	-	-
D78409	Influenza C virus (C/Yamagata/26/81)	-	2	2	-	-	-	-	-	-	-	8757991	377	Homo sapiens	-	-	-
D78410	Influenza C virus (C/Yamagata/5/92)	-	3	3	-	-	-	-	-	-	-	8757991	372	Homo sapiens	-	-	-
D78411	Influenza C virus (C/Yamagata/5/92)	-	1	1	-	-	-	-	-	-	-	8757991	469	Homo sapiens	-	-	-
D78412	Influenza C virus (C/Yamagata/5/92)	-	2	2	-	-	-	-	-	-	-	8757991	377	Homo sapiens	-	-	-
D78413	Influenza C virus (C/Yamagata/7/88)	-	3	3	-	-	-	-	-	-	-	8757991	372	Homo sapiens	-	-	-
D78414	Influenza C virus (C/Yamagata/7/88)	-	1	1	-	-	-	-	-	-	-	8757991	469	Homo sapiens	-	-	-
D78415	Influenza C virus (C/Yamagata/7/88)	-	2	2	-	-	-	-	-	-	-	8757991	377	Homo sapiens	-	-	-
D78416	Influenza C virus (C/Yamagata/9/88)	-	3	3	-	-	-	-	-	-	-	8757991	372	Homo sapiens	-	-	-
D78417	Influenza C virus (C/Yamagata/9/88)	-	1	1	-	-	-	-	-	-	-	8757991	469	Homo sapiens	-	-	-
D78418	Influenza C virus (C/Yamagata/9/88)	-	2	2	-	-	-	-	-	-	-	8757991	377	Homo sapiens	-	-	-
D78419	Influenza C virus (C/Aichi/1/81)	-	7	7	-	-	-	-	-	-	-	8757991	341	Homo sapiens	-	-	-
D78420	Influenza C virus (C/Aichi/1/81)	-	6	6	-	-	-	-	-	-	-	8757991	371	Homo sapiens	-	-	-
D78421	Influenza C virus (C/Aichi/1/81)	-	5	5	-	-	-	-	-	-	-	8757991	600	Homo sapiens	-	-	-
D78422	Influenza C virus (C/Kyoto/41/82)	-	6	6	-	-	-	-	-	-	-	8757991	371	Homo sapiens	-	-	-
D78423	Influenza C virus (C/Nara/1/85)	-	6	6	-	-	-	-	-	-	-	8757991	371	Homo sapiens	-	-	-
D78424	Influenza C virus (C/Nara/2/85)	-	6	6	-	-	-	-	-	-	-	8757991	371	Homo sapiens	-	-	-
D78425	Influenza C virus (C/Nara/82)	-	6	6	-	-	-	-	-	-	-	8757991	371	Homo sapiens	-	-	-
D78426	Influenza C virus (C/pig/Beijing/115/81)	-	6	6	-	-	-	-	-	-	-	8757991	371	Homo sapiens	-	-	-
D78427	Influenza C virus (C/Yamagata/26/81)	-	6	6	-	-	-	-	-	-	-	8757991	371	Homo sapiens	-	-	-
D78428	Influenza C virus (C/Yamagata/5/92)	-	6	6	-	-	-	-	-	-	-	8757991	371	Homo sapiens	-	-	-
D78429	Influenza C virus (C/Yamagata/7/88)	-	6	6	-	-	-	-	-	-	-	8757991	371	Homo sapiens	-	-	-
D78430	Influenza C virus (C/Yamagata/9/88)	-	6	6	-	-	-	-	-	-	-	8757991	371	Homo sapiens	-	-	-
D78431	Influenza C virus (C/England/83)	-	5	5	-	-	-	-	-	-	-	8757991	600	Homo sapiens	-	-	-
D78432	Influenza C virus (C/England/83)	-	6	6	-	-	-	-	-	-	-	8757991	371	Homo sapiens	-	-	-
D78433	Influenza C virus (C/Yamagata/5/92)	-	4	4	AL_ICV_SEG4_Mississippi	-	-	-	-	-	-	8757991	1961	Homo sapiens	-	-	-
D78434	Influenza C virus (C/Kyoto/41/82)	-	5	5	-	-	-	-	-	-	-	8757991	600	Homo sapiens	-	-	-
D78435	Influenza C virus (C/Kyoto/41/82)	-	7	7	-	-	-	-	-	-	-	8757991	341	Homo sapiens	-	-	-
D78436	Influenza C virus (C/Mississippi/80)	-	5	5	-	-	-	-	-	-	-	8757991	600	Homo sapiens	-	-	-
D78437	Influenza C virus (C/Mississippi/80)	-	6	6	-	-	-	-	-	-	-	8757991	371	Homo sapiens	-	-	-
D78438	Influenza C virus (C/Nara/1/85)	-	5	5	-	-	-	-	-	-	-	8757991	600	Homo sapiens	-	-	-
D78439	Influenza C virus (C/Nara/1/85)	-	7	7	-	-	-	-	-	-	-	8757991	341	Homo sapiens	-	-	-
D78440	Influenza C virus (C/Nara/2/85)	-	5	5	-	-	-	-	-	-	-	8757991	600	Homo sapiens	-	-	-
D78441	Influenza C virus (C/Nara/2/85)	-	7	7	-	-	-	-	-	-	-	8757991	341	Homo sapiens	-	-	-
D78442	Influenza C virus (C/Nara/82)	-	5	5	-	-	-	-	-	-	-	8757991	600	Homo sapiens	-	-	-
D78443	Influenza C virus (C/Nara/82)	-	7	7	-	-	-	-	-	-	-	8757991	341	Homo sapiens	-	-	-
D78444	Influenza C virus (C/pig/Beijing/115/81)	-	5	5	-	-	-	-	-	-	-	8757991	600	Homo sapiens	-	-	-
D78445	Influenza C virus (C/pig/Beijing/115/81)	-	7	7	-	-	-	-	-	-	-	8757991	341	Homo sapiens	-	-	-
D78446	Influenza C virus (C/Yamagata/26/81)	-	5	5	-	-	-	-	-	-	-	8757991	600	Homo sapiens	-	-	-
D78447	Influenza C virus (C/Yamagata/26/81)	-	7	7	-	-	-	-	-	-	-	8757991	341	Homo sapiens	-	-	-
D78448	Influenza C virus (C/Yamagata/5/92)	-	5	5	-	-	-	-	-	-	-	8757991	600	Homo sapiens	-	-	-
D78449	Influenza C virus (C/Yamagata/5/92)	-	7	7	-	-	-	-	-	-	-	8757991	341	Homo sapiens	-	-	-
D78450	Influenza C virus (C/Yamagata/7/88)	-	5	5	-	-	-	-	-	-	-	8757991	600	Homo sapiens	-	-	-
D78451	Influenza C virus (C/Yamagata/7/88)	-	7	7	-	-	-	-	-	-	-	8757991	341	Homo sapiens	-	-	-
D78452	Influenza C virus (C/Yamagata/9/88)	-	5	5	-	-	-	-	-	-	-	8757991	600	Homo sapiens	-	-	-
D78453	Influenza C virus (C/Yamagata/9/88)	-	7	7	-	-	-	-	-	-	-	8757991	341	Homo sapiens	-	-	-
D87368	Influenza C virus (C/Miyagi/2/92)	C/Miyagi/2/92	-	1	-	-	-	-	-	-	-	9140195	469	-	-	-	-
D87369	Influenza C virus (C/Miyagi/3/91)	C/Miyagi/3/91	-	1	-	-	-	-	-	-	-	9140195	469	-	-	-	-
D87370	Influenza C virus (C/Miyagi/9/91)	C/Miyagi/9/91	-	1	-	-	-	-	-	-	-	9140195	469	-	-	-	-
D87371	Influenza C virus (C/Yamagata/10/89)	C/Yamagata/10/89	-	1	-	-	-	-	-	-	-	9140195	469	-	-	-	-
D87372	Influenza C virus (C/Miyagi/2/92)	C/Miyagi/2/92	-	2	-	-	-	-	-	-	-	9140195	377	-	-	-	-
D87373	Influenza C virus (C/Miyagi/3/91)	C/Miyagi/3/91	-	2	-	-	-	-	-	-	-	9140195	377	-	-	-	-
D87374	Influenza C virus (C/Miyagi/9/91)	C/Miyagi/9/91	-	2	-	-	-	-	-	-	-	9140195	377	-	-	-	-
D87375	Influenza C virus (C/Yamagata/10/89)	C/Yamagata/10/89	-	2	-	-	-	-	-	-	-	9140195	377	-	-	-	-
D87376	Influenza C virus (C/Miyagi/2/92)	C/Miyagi/2/92	-	3	-	-	-	-	-	-	-	9140195	372	-	-	-	-
D87377	Influenza C virus (C/Miyagi/3/91)	C/Miyagi/3/91	-	3	-	-	-	-	-	-	-	9140195	372	-	-	-	-
D87378	Influenza C virus (C/Miyagi/9/91)	C/Miyagi/9/91	-	3	-	-	-	-	-	-	-	9140195	372	-	-	-	-
D87379	Influenza C virus (C/Yamagata/10/89)	C/Yamagata/10/89	-	3	-	-	-	-	-	-	-	9140195	372	-	-	-	-
D87380	Influenza C virus (C/Miyagi/2/92)	C/Miyagi/2/92	-	5	-	-	-	-	-	-	-	9140195	600	-	-	-	-
D87381	Influenza C virus (C/Miyagi/3/91)	C/Miyagi/3/91	-	5	-	-	-	-	-	-	-	9140195	600	-	-	-	-
D87382	Influenza C virus (C/Miyagi/9/91)	C/Miyagi/9/91	-	5	-	-	-	-	-	-	-	9140195	600	-	-	-	-
D87383	Influenza C virus (C/Yamagata/10/89)	C/Yamagata/10/89	-	5	-	-	-	-	-	-	-	9140195	600	-	-	-	-
D87384	Influenza C virus (C/Miyagi/2/92)	C/Miyagi/2/92	-	6	-	-	-	-	-	-	-	9140195	371	-	-	-	-
D87385	Influenza C virus (C/Miyagi/3/91)	C/Miyagi/3/91	-	6	-	-	-	-	-	-	-	9140195	371	-	-	-	-
D87386	Influenza C virus (C/Miyagi/9/91)	C/Miyagi/9/91	-	6	-	-	-	-	-	-	-	9140195	371	-	-	-	-
D87387	Influenza C virus (C/Yamagata/10/89)	C/Yamagata/10/89	-	6	-	-	-	-	-	-	-	9140195	371	-	-	-	-
D87388	Influenza C virus (C/Miyagi/2/92)	C/Miyagi/2/92	-	7	-	-	-	-	-	-	-	9140195	341	-	-	-	-
D87389	Influenza C virus (C/Miyagi/3/91)	C/Miyagi/3/91	-	7	-	-	-	-	-	-	-	9140195	341	-	-	-	-
D87390	Influenza C virus (C/Miyagi/9/91)	C/Miyagi/9/91	-	7	-	-	-	-	-	-	-	9140195	341	-	-	-	-
D87391	Influenza C virus (C/Yamagata/10/89)	C/Yamagata/10/89	-	7	-	-	-	-	-	-	-	9140195	341	-	-	-	-
D87392	Influenza C virus (C/Miyagi/2/92)	C/Miyagi/2/92	-	4	AL_ICV_SEG4_Yamagata	-	-	-	-	-	-	9140195	1987	-	-	-	-
D87393	Influenza C virus (C/Miyagi/3/91)	C/Miyagi/3/91	-	4	AL_ICV_SEG4_Yamagata	-	-	-	-	-	-	9140195	1987	-	-	-	-
D87394	Influenza C virus (C/Miyagi/9/91)	C/Miyagi/9/91	-	4	AL_ICV_SEG4_Yamagata	-	-	-	-	-	-	9140195	2030	-	-	-	-
D88427	Influenza C virus (C/Miyagi/2/93)	C/Miyagi/2/93	4	4	AL_ICV_SEG4_Mississippi	-	-	-	-	-	-	-	1983	-	-	-	-
D88428	Influenza C virus (C/Yamagata/4/89)	C/Yamagata/4/89	4	4	AL_ICV_SEG4_Aichi	-	-	-	-	-	-	-	2012	-	-	-	-
DD087470	Influenza C virus	-	-	-	-	-	-	-	-	-	-	-	12	-	-	-	-
DD087476	Influenza C virus	-	-	-	-	-	-	-	-	-	-	-	13	-	-	-	-
EU086908	Influenza C virus (C/Caen/BO1/2004)	CaenBO1	-	4	AL_ICV_SEG4_Yamagata	-	2004	-	-	-	-	18551600	1729	-	France	-	custom-table-row/m49_country/FRA
EU086909	Influenza C virus (C/Caen/JO2/2004)	CaenJO2	-	4	AL_ICV_SEG4_Yamagata	-	2004	-	-	-	-	18551600	1729	-	France	-	custom-table-row/m49_country/FRA
EU086910	Influenza C virus (C/Caen/ME1/2005)	CaenME1	-	4	AL_ICV_SEG4_SaoPaolo	-	2005	-	-	-	-	18551600	1729	-	France	-	custom-table-row/m49_country/FRA
EU086911	Influenza C virus (C/Caen/HE2/2005)	CaenHE2	-	4	AL_ICV_SEG4_SaoPaolo	-	2005	-	-	-	-	18551600	1729	-	France	-	custom-table-row/m49_country/FRA
EU086912	Influenza C virus (C/Caen/MA3/2005)	CaenMA3	-	4	AL_ICV_SEG4_SaoPaolo	-	2005	-	-	-	-	18551600	1729	-	France	-	custom-table-row/m49_country/FRA
EU086913	Influenza C virus (C/Caen/CA4/2005)	CaenCA4	-	4	AL_ICV_SEG4_SaoPaolo	-	2005	-	-	-	-	18551600	1729	-	France	-	custom-table-row/m49_country/FRA
EU086914	Influenza C virus (C/Caen/MA5/2005)	CaenMA5	-	4	AL_ICV_SEG4_SaoPaolo	-	2005	-	-	-	-	18551600	1729	-	France	-	custom-table-row/m49_country/FRA
EU086915	Influenza C virus (C/Caen/BA1/2007)	CaenBA1	-	4	AL_ICV_SEG4_SaoPaolo	-	2007	-	-	-	-	18551600	1729	-	France	-	custom-table-row/m49_country/FRA
EU086916	Influenza C virus (C/Caen/BR1/2006)	CaenBR1	-	4	AL_ICV_SEG4_SaoPaolo	-	2006	-	-	-	-	18551600	1729	-	France	-	custom-table-row/m49_country/FRA
EU086917	Influenza C virus (C/Caen/LE2/2006)	CaenLE2	-	4	AL_ICV_SEG4_SaoPaolo	-	2006	-	-	-	-	18551600	1729	-	France	-	custom-table-row/m49_country/FRA
FR671420	Influenza C virus (C/JJ/1950)	-	1	1	-	-	-	-	-	-	-	20838663	2365	-	-	-	-
FR671421	Influenza C virus (C/JJ/1950)	-	2	2	-	-	-	-	-	-	-	20838663	2363	-	-	-	-
FR671422	Influenza C virus (C/JJ/1950)	-	4	4	AL_ICV_SEG4_Taylor	-	-	-	-	-	-	20838663	2073	-	-	-	-
FR671423	Influenza C virus (C/JJ/1950)	-	5	5	-	-	-	-	-	-	-	20838663	1802	-	-	-	-
FR671424	Influenza C virus (C/JJ/1950)	-	6	6	-	-	-	-	-	-	-	20838663	1180	-	-	-	-
FR671425	Influenza C virus (C/JJ/1950)	-	7	7	-	-	-	-	-	-	-	20838663	914	-	-	-	-
FZ434973	Influenza C virus	-	-	1	-	-	-	-	-	-	-	-	2325	-	-	-	-
GM968015	Influenza C virus	-	-	6	-	-	-	-	-	-	-	-	1125	-	-	-	-
GM968016	Influenza C virus	-	-	5	-	-	-	-	-	-	-	-	1807	-	-	-	-
GM968017	Influenza C virus	-	-	4	AL_ICV_SEG4_Taylor	-	-	-	-	-	-	-	1968	-	-	-	-
GM968018	Influenza C virus	-	-	3	-	-	-	-	-	-	-	-	2130	-	-	-	-
GM968019	Influenza C virus	-	-	2	-	-	-	-	-	-	-	-	2265	-	-	-	-
GM968020	Influenza C virus	-	-	1	-	-	-	-	-	-	-	-	2325	-	-	-	-
GM968021	Influenza C virus	-	-	7	-	-	-	-	-	-	-	-	881	-	-	-	-
GN354166	Influenza C virus (C/California/78)	-	-	7	-	-	-	-	-	-	-	-	60	-	-	-	-
GN354167	Influenza C virus (C/California/78)	-	-	7	-	-	-	-	-	-	-	-	60	-	-	-	-
GN354168	Influenza C virus (C/California/78)	-	-	7	-	-	-	-	-	-	-	-	60	-	-	-	-
GN354169	Influenza C virus (C/California/78)	-	-	7	-	-	-	-	-	-	-	-	60	-	-	-	-
GN354170	Influenza C virus (C/California/78)	-	-	7	-	-	-	-	-	-	-	-	60	-	-	-	-
GN354171	Influenza C virus (C/California/78)	-	-	7	-	-	-	-	-	-	-	-	60	-	-	-	-
GN358325	Influenza C virus	-	-	6	-	-	-	-	-	-	-	-	60	-	-	-	-
GN358326	Influenza C virus	-	-	6	-	-	-	-	-	-	-	-	60	-	-	-	-
GN358327	Influenza C virus	-	-	6	-	-	-	-	-	-	-	-	60	-	-	-	-
GN358328	Influenza C virus	-	-	6	-	-	-	-	-	-	-	-	60	-	-	-	-
GN358329	Influenza C virus	-	-	6	-	-	-	-	-	-	-	-	60	-	-	-	-
GN358330	Influenza C virus	-	-	6	-	-	-	-	-	-	-	-	60	-	-	-	-
GN358331	Influenza C virus	-	-	6	-	-	-	-	-	-	-	-	60	-	-	-	-
GN358332	Influenza C virus	-	-	6	-	-	-	-	-	-	-	-	60	-	-	-	-
GN358333	Influenza C virus	-	-	6	-	-	-	-	-	-	-	-	60	-	-	-	-
GN358334	Influenza C virus	-	-	6	-	-	-	-	-	-	-	-	60	-	-	-	-
GN358335	Influenza C virus	-	-	6	-	-	-	-	-	-	-	-	60	-	-	-	-
GN358336	Influenza C virus	-	-	6	-	-	-	-	-	-	-	-	60	-	-	-	-
GN358337	Influenza C virus	-	-	6	-	-	-	-	-	-	-	-	60	-	-	-	-
GN358338	Influenza C virus	-	-	6	-	-	-	-	-	-	-	-	60	-	-	-	-
GN358339	Influenza C virus	-	-	6	-	-	-	-	-	-	-	-	60	-	-	-	-
GN358340	Influenza C virus	-	-	6	-	-	-	-	-	-	-	-	60	-	-	-	-
GN358341	Influenza C virus	-	-	6	-	-	-	-	-	-	-	-	60	-	-	-	-
GN358342	Influenza C virus	-	-	6	-	-	-	-	-	-	-	-	60	-	-	-	-
GN358343	Influenza C virus	-	-	6	-	-	-	-	-	-	-	-	60	-	-	-	-
GN358344	Influenza C virus	-	-	6	-	-	-	-	-	-	-	-	60	-	-	-	-
GN358345	Influenza C virus	-	-	6	-	-	-	-	-	-	-	-	60	-	-	-	-
GN358346	Influenza C virus	-	-	6	-	-	-	-	-	-	-	-	60	-	-	-	-
GN358347	Influenza C virus	-	-	6	-	-	-	-	-	-	-	-	60	-	-	-	-
GN358348	Influenza C virus	-	-	6	-	-	-	-	-	-	-	-	60	-	-	-	-
GN358349	Influenza C virus	-	-	6	-	-	-	-	-	-	-	-	60	-	-	-	-
GN358350	Influenza C virus	-	-	6	-	-	-	-	-	-	-	-	60	-	-	-	-
GN358351	Influenza C virus	-	-	6	-	-	-	-	-	-	-	-	60	-	-	-	-
GN358352	Influenza C virus	-	-	6	-	-	-	-	-	-	-	-	60	-	-	-	-
GN358353	Influenza C virus	-	-	6	-	-	-	-	-	-	-	-	60	-	-	-	-
GN358354	Influenza C virus	-	-	6	-	-	-	-	-	-	-	-	60	-	-	-	-
GN358355	Influenza C virus	-	-	6	-	-	-	-	-	-	-	-	60	-	-	-	-
GN358356	Influenza C virus	-	-	6	-	-	-	-	-	-	-	-	60	-	-	-	-
GN358357	Influenza C virus	-	-	6	-	-	-	-	-	-	-	-	60	-	-	-	-
GN358358	Influenza C virus	-	-	6	-	-	-	-	-	-	-	-	60	-	-	-	-
GN358359	Influenza C virus	-	-	6	-	-	-	-	-	-	-	-	60	-	-	-	-
GN358360	Influenza C virus	-	-	6	-	-	-	-	-	-	-	-	60	-	-	-	-
GN358361	Influenza C virus	-	-	5	-	-	-	-	-	-	-	-	60	-	-	-	-
GN358362	Influenza C virus	-	-	5	-	-	-	-	-	-	-	-	60	-	-	-	-
GN358363	Influenza C virus	-	-	5	-	-	-	-	-	-	-	-	60	-	-	-	-
GN358364	Influenza C virus	-	-	5	-	-	-	-	-	-	-	-	60	-	-	-	-
GN358365	Influenza C virus	-	-	5	-	-	-	-	-	-	-	-	60	-	-	-	-
GN358366	Influenza C virus	-	-	5	-	-	-	-	-	-	-	-	60	-	-	-	-
GN358367	Influenza C virus	-	-	5	-	-	-	-	-	-	-	-	60	-	-	-	-
GN358368	Influenza C virus	-	-	5	-	-	-	-	-	-	-	-	60	-	-	-	-
GN358369	Influenza C virus	-	-	5	-	-	-	-	-	-	-	-	60	-	-	-	-
GN358370	Influenza C virus	-	-	5	-	-	-	-	-	-	-	-	60	-	-	-	-
GN358371	Influenza C virus	-	-	5	-	-	-	-	-	-	-	-	60	-	-	-	-
GN358372	Influenza C virus	-	-	5	-	-	-	-	-	-	-	-	60	-	-	-	-
GN358373	Influenza C virus	-	-	5	-	-	-	-	-	-	-	-	60	-	-	-	-
GN358374	Influenza C virus	-	-	5	-	-	-	-	-	-	-	-	60	-	-	-	-
GN358375	Influenza C virus	-	-	5	-	-	-	-	-	-	-	-	60	-	-	-	-
GN358376	Influenza C virus	-	-	5	-	-	-	-	-	-	-	-	60	-	-	-	-
GN358377	Influenza C virus	-	-	5	-	-	-	-	-	-	-	-	60	-	-	-	-
GN358378	Influenza C virus	-	-	5	-	-	-	-	-	-	-	-	60	-	-	-	-
GN358379	Influenza C virus	-	-	5	-	-	-	-	-	-	-	-	60	-	-	-	-
GN358380	Influenza C virus	-	-	5	-	-	-	-	-	-	-	-	60	-	-	-	-
GN358381	Influenza C virus	-	-	5	-	-	-	-	-	-	-	-	60	-	-	-	-
GN358382	Influenza C virus	-	-	5	-	-	-	-	-	-	-	-	60	-	-	-	-
GN358383	Influenza C virus	-	-	5	-	-	-	-	-	-	-	-	60	-	-	-	-
GN358384	Influenza C virus	-	-	5	-	-	-	-	-	-	-	-	60	-	-	-	-
GN358385	Influenza C virus	-	-	5	-	-	-	-	-	-	-	-	60	-	-	-	-
GN358386	Influenza C virus	-	-	5	-	-	-	-	-	-	-	-	60	-	-	-	-
GN358387	Influenza C virus	-	-	5	-	-	-	-	-	-	-	-	60	-	-	-	-
GN358388	Influenza C virus	-	-	5	-	-	-	-	-	-	-	-	60	-	-	-	-
GN358389	Influenza C virus	-	-	5	-	-	-	-	-	-	-	-	60	-	-	-	-
GN358390	Influenza C virus	-	-	5	-	-	-	-	-	-	-	-	60	-	-	-	-
GN358391	Influenza C virus	-	-	5	-	-	-	-	-	-	-	-	60	-	-	-	-
GN358392	Influenza C virus	-	-	5	-	-	-	-	-	-	-	-	60	-	-	-	-
GN358393	Influenza C virus	-	-	5	-	-	-	-	-	-	-	-	60	-	-	-	-
GN358394	Influenza C virus	-	-	5	-	-	-	-	-	-	-	-	60	-	-	-	-
GN358395	Influenza C virus	-	-	5	-	-	-	-	-	-	-	-	60	-	-	-	-
GN358396	Influenza C virus	-	-	5	-	-	-	-	-	-	-	-	60	-	-	-	-
GN358397	Influenza C virus	-	-	5	-	-	-	-	-	-	-	-	60	-	-	-	-
GN358398	Influenza C virus	-	-	5	-	-	-	-	-	-	-	-	60	-	-	-	-
GN358399	Influenza C virus	-	-	5	-	-	-	-	-	-	-	-	60	-	-	-	-
GN358400	Influenza C virus	-	-	5	-	-	-	-	-	-	-	-	60	-	-	-	-
GN358401	Influenza C virus	-	-	5	-	-	-	-	-	-	-	-	60	-	-	-	-
GN358402	Influenza C virus	-	-	5	-	-	-	-	-	-	-	-	60	-	-	-	-
GN358403	Influenza C virus	-	-	5	-	-	-	-	-	-	-	-	60	-	-	-	-
GN358404	Influenza C virus	-	-	5	-	-	-	-	-	-	-	-	60	-	-	-	-
GN358405	Influenza C virus	-	-	5	-	-	-	-	-	-	-	-	60	-	-	-	-
GN358406	Influenza C virus	-	-	5	-	-	-	-	-	-	-	-	60	-	-	-	-
GN358407	Influenza C virus	-	-	5	-	-	-	-	-	-	-	-	60	-	-	-	-
GN358408	Influenza C virus	-	-	5	-	-	-	-	-	-	-	-	60	-	-	-	-
GN358409	Influenza C virus	-	-	5	-	-	-	-	-	-	-	-	60	-	-	-	-
GN358410	Influenza C virus	-	-	5	-	-	-	-	-	-	-	-	60	-	-	-	-
GN358411	Influenza C virus	-	-	5	-	-	-	-	-	-	-	-	60	-	-	-	-
GN358412	Influenza C virus	-	-	5	-	-	-	-	-	-	-	-	60	-	-	-	-
GN358413	Influenza C virus	-	-	5	-	-	-	-	-	-	-	-	60	-	-	-	-
GN358414	Influenza C virus	-	-	5	-	-	-	-	-	-	-	-	60	-	-	-	-
GN358415	Influenza C virus	-	-	5	-	-	-	-	-	-	-	-	60	-	-	-	-
GN358416	Influenza C virus	-	-	5	-	-	-	-	-	-	-	-	60	-	-	-	-
GN358417	Influenza C virus	-	-	5	-	-	-	-	-	-	-	-	60	-	-	-	-
GN358418	Influenza C virus	-	-	5	-	-	-	-	-	-	-	-	60	-	-	-	-
GN358419	Influenza C virus	-	-	5	-	-	-	-	-	-	-	-	60	-	-	-	-
GN358420	Influenza C virus	-	-	5	-	-	-	-	-	-	-	-	60	-	-	-	-
GN358421	Influenza C virus	-	-	4	AL_ICV_SEG4_Taylor	-	-	-	-	-	-	-	60	-	-	-	-
GN358422	Influenza C virus	-	-	4	-	-	-	-	-	-	-	-	60	-	-	-	-
GN358423	Influenza C virus	-	-	4	AL_ICV_SEG4_Yamagata	-	-	-	-	-	-	-	60	-	-	-	-
GN358424	Influenza C virus	-	-	4	-	-	-	-	-	-	-	-	60	-	-	-	-
