sequenceID	source.name	rec_segment	gb_segment	gb_subtype	rec_subtype	gb_year	gb_month	gb_day	gb_country	length	pubmed_id	full_name	gb_lab_host	gb_host	isolate	gb_source	m49_country
LC123443	icv-ncbi-refseqs-seg2	2	2	-	-	2004	-	-	Japan	2322	27384661	Influenza C virus (C/Miyagi/47/2004)	-	Homo sapiens	C/Miyagi/47/2004	-	custom-table-row/m49_country/JPN
LC123444	icv-ncbi-refseqs-seg2	2	2	-	-	2005	-	-	Japan	2322	27384661	Influenza C virus (C/Yamagata/1/2005)	-	Homo sapiens	C/Yamagata/1/2005	-	custom-table-row/m49_country/JPN
LC123445	icv-ncbi-refseqs-seg2	2	2	-	-	2005	-	-	Japan	2322	27384661	Influenza C virus (C/Yamagata/2/2005)	-	Homo sapiens	C/Yamagata/2/2005	-	custom-table-row/m49_country/JPN
LC123446	icv-ncbi-refseqs-seg2	2	2	-	-	2005	-	-	Japan	2322	27384661	Influenza C virus (C/Yamagata/3/2005)	-	Homo sapiens	C/Yamagata/3/2005	-	custom-table-row/m49_country/JPN
LC123447	icv-ncbi-refseqs-seg2	2	2	-	-	2005	-	-	Japan	2322	27384661	Influenza C virus (C/Miyagi/2/2005)	-	Homo sapiens	C/Miyagi/2/2005	-	custom-table-row/m49_country/JPN
LC123448	icv-ncbi-refseqs-seg2	2	2	-	-	2005	-	-	Japan	2322	27384661	Influenza C virus (C/Miyagi/4/2005)	-	Homo sapiens	C/Miyagi/4/2005	-	custom-table-row/m49_country/JPN
LC123449	icv-ncbi-refseqs-seg2	2	2	-	-	2005	-	-	Japan	2322	27384661	Influenza C virus (C/Fukuoka/1/2005)	-	Homo sapiens	C/Fukuoka/1/2005	-	custom-table-row/m49_country/JPN
LC123450	icv-ncbi-refseqs-seg2	2	2	-	-	2006	-	-	Japan	2322	27384661	Influenza C virus (C/Fukuoka/2/2006)	-	Homo sapiens	C/Fukuoka/2/2006	-	custom-table-row/m49_country/JPN
LC123451	icv-ncbi-refseqs-seg2	2	2	-	-	2006	-	-	Japan	2322	27384661	Influenza C virus (C/Yamagata/1/2006)	-	Homo sapiens	C/Yamagata/1/2006	-	custom-table-row/m49_country/JPN
LC123452	icv-ncbi-refseqs-seg2	2	2	-	-	2006	-	-	Japan	2322	27384661	Influenza C virus (C/Yamagata/9/2006)	-	Homo sapiens	C/Yamagata/9/2006	-	custom-table-row/m49_country/JPN
LC123453	icv-ncbi-refseqs-seg2	2	2	-	-	2006	-	-	Japan	2322	27384661	Influenza C virus (C/Yamagata/13/2006)	-	Homo sapiens	C/Yamagata/13/2006	-	custom-table-row/m49_country/JPN
LC123455	icv-ncbi-refseqs-seg2	2	2	-	-	2006	-	-	Japan	2322	27384661	Influenza C virus (C/Yamagata/20/2006)	-	Homo sapiens	C/Yamagata/20/2006	-	custom-table-row/m49_country/JPN
LC123456	icv-ncbi-refseqs-seg2	2	2	-	-	2006	-	-	Japan	2322	27384661	Influenza C virus (C/Miyagi/4/2006)	-	Homo sapiens	C/Miyagi/4/2006	-	custom-table-row/m49_country/JPN
LC123457	icv-ncbi-refseqs-seg2	2	2	-	-	2007	-	-	Japan	2322	27384661	Influenza C virus (C/Yamagata/1/2007)	-	Homo sapiens	C/Yamagata/1/2007	-	custom-table-row/m49_country/JPN
LC123458	icv-ncbi-refseqs-seg2	2	2	-	-	2008	-	-	Japan	2322	27384661	Influenza C virus (C/Yamagata/3/2008)	-	Homo sapiens	C/Yamagata/3/2008	-	custom-table-row/m49_country/JPN
LC123459	icv-ncbi-refseqs-seg2	2	2	-	-	2008	-	-	Japan	2322	27384661	Influenza C virus (C/Yamagata/11/2008)	-	Homo sapiens	C/Yamagata/11/2008	-	custom-table-row/m49_country/JPN
LC123460	icv-ncbi-refseqs-seg2	2	2	-	-	2008	-	-	Japan	2322	27384661	Influenza C virus (C/Yamagata/16/2008)	-	Homo sapiens	C/Yamagata/16/2008	-	custom-table-row/m49_country/JPN
LC123462	icv-ncbi-refseqs-seg2	2	2	-	-	2008	-	-	Japan	2322	27384661	Influenza C virus (C/Miyagi/2/2008)	-	Homo sapiens	C/Miyagi/2/2008	-	custom-table-row/m49_country/JPN
LC123464	icv-ncbi-refseqs-seg2	2	2	-	-	2010	-	-	Japan	2322	27384661	Influenza C virus (C/Miyagi/3/2010)	-	Homo sapiens	C/Miyagi/3/2010	-	custom-table-row/m49_country/JPN
LC123465	icv-ncbi-refseqs-seg2	2	2	-	-	2010	-	-	Japan	2322	27384661	Influenza C virus (C/Tokyo/3/2010)	-	Homo sapiens	C/Tokyo/3/2010	-	custom-table-row/m49_country/JPN
LC123466	icv-ncbi-refseqs-seg2	2	2	-	-	2012	-	-	Japan	2322	27384661	Influenza C virus (C/Yamagata/1/2012)	-	Homo sapiens	C/Yamagata/1/2012	-	custom-table-row/m49_country/JPN
LC123467	icv-ncbi-refseqs-seg2	2	2	-	-	2012	-	-	Japan	2322	27384661	Influenza C virus (C/Yamagata/3/2012)	-	Homo sapiens	C/Yamagata/3/2012	-	custom-table-row/m49_country/JPN
LC123469	icv-ncbi-refseqs-seg2	2	2	-	-	2012	-	-	Japan	2322	27384661	Influenza C virus (C/Yamagata/7/2012)	-	Homo sapiens	C/Yamagata/7/2012	-	custom-table-row/m49_country/JPN
LC123470	icv-ncbi-refseqs-seg2	2	2	-	-	2012	-	-	Japan	2322	27384661	Influenza C virus (C/Yamagata/14/2012)	-	Homo sapiens	C/Yamagata/14/2012	-	custom-table-row/m49_country/JPN
LC123471	icv-ncbi-refseqs-seg2	2	2	-	-	2012	-	-	Japan	2322	27384661	Influenza C virus (C/Yamagata/28/2012)	-	Homo sapiens	C/Yamagata/28/2012	-	custom-table-row/m49_country/JPN
LC123473	icv-ncbi-refseqs-seg2	2	2	-	-	2012	-	-	Japan	2322	27384661	Influenza C virus (C/Miyagi/2/2012)	-	Homo sapiens	C/Miyagi/2/2012	-	custom-table-row/m49_country/JPN
LC123474	icv-ncbi-refseqs-seg2	2	2	-	-	2012	-	-	Japan	2322	27384661	Influenza C virus (C/Fukuoka/1/2012)	-	Homo sapiens	C/Fukuoka/1/2012	-	custom-table-row/m49_country/JPN
LC123482	icv-ncbi-refseqs-seg2	2	2	-	-	2014	-	-	Japan	2322	27384661	Influenza C virus (C/Miyagi/2/2014)	-	Homo sapiens	C/Miyagi/2/2014	-	custom-table-row/m49_country/JPN
LC123483	icv-ncbi-refseqs-seg2	2	2	-	-	2014	-	-	Japan	2322	27384661	Influenza C virus (C/Miyagi/5/2014)	-	Homo sapiens	C/Miyagi/5/2014	-	custom-table-row/m49_country/JPN
LC123484	icv-ncbi-refseqs-seg2	2	2	-	-	2014	-	-	Japan	2322	27384661	Influenza C virus (C/Miyagi/6/2014)	-	Homo sapiens	C/Miyagi/6/2014	-	custom-table-row/m49_country/JPN
LC123485	icv-ncbi-refseqs-seg2	2	2	-	-	2014	-	-	Japan	2322	27384661	Influenza C virus (C/Tokyo/1/2014)	-	Homo sapiens	C/Tokyo/1/2014	-	custom-table-row/m49_country/JPN
LC123486	icv-ncbi-refseqs-seg2	2	2	-	-	2014	-	-	Japan	2322	27384661	Influenza C virus (C/Tokyo/4/2014)	-	Homo sapiens	C/Tokyo/4/2014	-	custom-table-row/m49_country/JPN
LC327653	icv-ncbi-refseqs-seg2	2	2	-	-	2016	-	-	Japan	2318	30068890	Influenza C virus (C/Iwate/1/2016)	-	Homo sapiens	C/Iwate/1/2016	-	custom-table-row/m49_country/JPN
LC327660	icv-ncbi-refseqs-seg2	2	2	-	-	2016	-	-	Japan	2318	30068890	Influenza C virus (C/Iwate/2/2016)	-	Homo sapiens	C/Iwate/2/2016	-	custom-table-row/m49_country/JPN
LC603647	icv-ncbi-refseqs-seg2	2	2	-	-	1988	-	-	Japan	2322	33802440	Influenza C virus	-	Homo sapiens	C/Yamagata/11/88	-	custom-table-row/m49_country/JPN
LC603654	icv-ncbi-refseqs-seg2	2	2	-	-	2004	-	-	Japan	2322	33802440	Influenza C virus	-	Homo sapiens	C/Yamagata/29/2004	-	custom-table-row/m49_country/JPN
LC720289	icv-ncbi-refseqs-seg2	2	2	-	-	2018	-	-	Japan	2265	37741464	Influenza C virus	-	Homo sapiens	-	nasopharyngea swab using HBTEC-ALI culture	custom-table-row/m49_country/JPN
MH348114	icv-ncbi-refseqs-seg2	2	2	-	-	2016	NOV	18	USA	2297	-	Influenza C virus	-	Bos taurus	C/Bovine/Montana/12/2016	sick calve's nasal swab	custom-table-row/m49_country/USA
MH828693	icv-ncbi-refseqs-seg2	2	2	-	-	2014	APR	16	Viet Nam	2322	32499763	Influenza C virus	-	Homo sapiens	C/Vietnam/1290/2014	nasopharyngeal swab	custom-table-row/m49_country/VNM
MK050103	icv-ncbi-refseqs-seg2	2	2	-	-	2015	APR	11	South Korea	2265	30978620	Influenza C virus	-	Homo sapiens	C/Seoul/APD462/2015	-	custom-table-row/m49_country/KOR
MZ330886	icv-ncbi-refseqs-seg2	2	2	-	-	2014	JUN	25	Philippines	2265	-	Influenza C virus	-	Homo sapiens	C/Biliran/TB2-162/2014	nasal swab	custom-table-row/m49_country/PHL
MZ330893	icv-ncbi-refseqs-seg2	2	2	-	-	2014	JUL	7	Philippines	2265	-	Influenza C virus	-	Homo sapiens	C/Biliran/TB2-180/2014	nasal swab	custom-table-row/m49_country/PHL
MZ330900	icv-ncbi-refseqs-seg2	2	2	-	-	2014	JUL	24	Philippines	2265	-	Influenza C virus	-	Homo sapiens	C/Biliran/TB2-204/2014	nasal swab	custom-table-row/m49_country/PHL
MZ330907	icv-ncbi-refseqs-seg2	2	2	-	-	2014	OCT	2	Philippines	2265	-	Influenza C virus	-	Homo sapiens	C/Biliran/TB2-293/2014	nasal swab	custom-table-row/m49_country/PHL
MZ330914	icv-ncbi-refseqs-seg2	2	2	-	-	2017	MAY	16	Philippines	2265	-	Influenza C virus	-	Homo sapiens	C/Biliran/TB4-024/2017	nasal swab	custom-table-row/m49_country/PHL
MZ330921	icv-ncbi-refseqs-seg2	2	2	-	-	2017	JUN	15	Philippines	2265	-	Influenza C virus	-	Homo sapiens	C/Biliran/TB4-067/2017	nasal swab	custom-table-row/m49_country/PHL
MZ330928	icv-ncbi-refseqs-seg2	2	2	-	-	2018	MAR	27	Philippines	2265	-	Influenza C virus	-	Homo sapiens	C/Biliran/TB4-130/2018	nasal swab	custom-table-row/m49_country/PHL
MZ330935	icv-ncbi-refseqs-seg2	2	2	-	-	2018	APR	24	Philippines	2265	-	Influenza C virus	-	Homo sapiens	C/Biliran/TB4-169/2018	nasal swab	custom-table-row/m49_country/PHL
MZ330942	icv-ncbi-refseqs-seg2	2	2	-	-	2019	JUL	8	Philippines	2265	-	Influenza C virus	-	Homo sapiens	C/Biliran/TB4-271/2019	nasal swab	custom-table-row/m49_country/PHL
MZ330949	icv-ncbi-refseqs-seg2	2	2	-	-	2014	JUN	2	Philippines	2265	-	Influenza C virus	-	Homo sapiens	C/Biliran/TB5-195/2014	nasal swab	custom-table-row/m49_country/PHL
MZ330956	icv-ncbi-refseqs-seg2	2	2	-	-	2014	JUN	20	Philippines	2265	-	Influenza C virus	-	Homo sapiens	C/Biliran/TB5-241/2014	nasal swab	custom-table-row/m49_country/PHL
MZ330963	icv-ncbi-refseqs-seg2	2	2	-	-	2017	JUN	13	Philippines	2265	-	Influenza C virus	-	Homo sapiens	C/Biliran/TB5-312/2017	nasal swab	custom-table-row/m49_country/PHL
MZ330970	icv-ncbi-refseqs-seg2	2	2	-	-	2016	JUN	29	Philippines	2265	-	Influenza C virus	-	Homo sapiens	C/Biliran/TB5-498/2016	nasal swab	custom-table-row/m49_country/PHL
MZ330977	icv-ncbi-refseqs-seg2	2	2	-	-	2016	JUL	18	Philippines	2265	-	Influenza C virus	-	Homo sapiens	C/Biliran/TB5-536/2016	nasal swab	custom-table-row/m49_country/PHL
MZ330984	icv-ncbi-refseqs-seg2	2	2	-	-	2016	AUG	23	Philippines	2265	-	Influenza C virus	-	Homo sapiens	C/Biliran/TB5-625/2016	nasal swab	custom-table-row/m49_country/PHL
MZ330991	icv-ncbi-refseqs-seg2	2	2	-	-	2016	OCT	5	Philippines	2265	-	Influenza C virus	-	Homo sapiens	C/Biliran/TB5-736/2016	nasal swab	custom-table-row/m49_country/PHL
MZ330998	icv-ncbi-refseqs-seg2	2	2	-	-	2014	JUL	10	Philippines	2265	-	Influenza C virus	-	Homo sapiens	C/Biliran/TB8-250/2014	nasal swab	custom-table-row/m49_country/PHL
MZ331005	icv-ncbi-refseqs-seg2	2	2	-	-	2015	JUL	3	Philippines	2265	-	Influenza C virus	-	Homo sapiens	C/Palawan/061/2015	nasal swab	custom-table-row/m49_country/PHL
MZ331012	icv-ncbi-refseqs-seg2	2	2	-	-	2014	MAR	18	Philippines	2265	-	Influenza C virus	-	Homo sapiens	C/Palawan/068/2014	nasal swab	custom-table-row/m49_country/PHL
NC_006308	icv-ncbi-refseqs-seg2	2	2	-	-	-	-	-	-	2363	15218173	Influenza C virus (C/Ann Arbor/1/50)	-	-	C/Ann Arbor/1/50	-	-
OK254893	icv-ncbi-refseqs-seg2	2	2	-	-	2020	-	-	China	2262	-	Influenza C virus	-	Canis familiaris	C/canine/China/Guangzhou-1/2020	nasal swab	custom-table-row/m49_country/CHN
OK254900	icv-ncbi-refseqs-seg2	2	2	-	-	2020	-	-	China	2262	-	Influenza C virus	-	Canis familiaris	C/canine/China/Guangzhou-2/2020	nasal swab	custom-table-row/m49_country/CHN
AB126193	icv-ncbi-refseqs-seg3	3	3	-	-	-	-	-	-	2183	15218173	Influenza C virus (C/Ann Arbor/1/50)	-	-	C/Ann Arbor/1/50	-	-
D30695	icv-ncbi-refseqs-seg3	3	3	-	-	-	-	-	-	259	7996155	Influenza C virus (C/Nara/2/85)	-	-	C/Nara/2/85	-	-
D78392	icv-ncbi-refseqs-seg3	3	3	-	-	-	-	-	-	372	8757991	Influenza C virus (C/Mississippi/80)	-	Homo sapiens	-	-	-
JX947863	icv-ncbi-refseqs-seg3	3	3	-	-	2011	JUL	15	India	2129	23523822	Influenza C virus (C/Eastern India/1202/2011)	-	Homo sapiens	C/Eastern India/1202/2011	-	custom-table-row/m49_country/IND
JX963118	icv-ncbi-refseqs-seg3	3	3	-	-	2006	MAY	18	Singapore	2070	-	Influenza C virus (C/Singapore/DSO-050530/2006)	-	Homo sapiens	C/Singapore/DSO-050530/2006	-	custom-table-row/m49_country/SGP
JX963119	icv-ncbi-refseqs-seg3	3	3	-	-	2006	NOV	17	Singapore	2051	-	Influenza C virus (C/Singapore/DSO-070170/2006)	-	Homo sapiens	C/Singapore/DSO-070170/2006	-	custom-table-row/m49_country/SGP
JX963120	icv-ncbi-refseqs-seg3	3	3	-	-	2006	NOV	29	Singapore	2044	-	Influenza C virus (C/Singapore/DSO-070193/2006)	-	Homo sapiens	C/Singapore/DSO-070193/2006	-	custom-table-row/m49_country/SGP
JX963121	icv-ncbi-refseqs-seg3	3	3	-	-	2006	DEC	4	Singapore	2066	-	Influenza C virus (C/Singapore/DSO-070203/2006)	-	Homo sapiens	C/Singapore/DSO-070203/2006	-	custom-table-row/m49_country/SGP
KM504279	icv-ncbi-refseqs-seg3	3	3	-	-	2012	-	-	Australia	2183	-	Influenza C virus (C/Victoria/2/2012)	-	Homo sapiens	C/Victoria/2/2012	-	custom-table-row/m49_country/AUS
KM507547	icv-ncbi-refseqs-seg3	3	3	-	-	2012	FEB	24	India	2130	-	Influenza C virus (C/India/P121719/2012)	-	Homo sapiens	C/India/P121719/2012	TS/NS	custom-table-row/m49_country/IND
KM507554	icv-ncbi-refseqs-seg3	3	3	-	-	2013	APR	25	India	2130	-	Influenza C virus (C/India/P135047/2013)	-	Homo sapiens	C/India/P135047/2013	TS/NS	custom-table-row/m49_country/IND
KT232084	icv-ncbi-refseqs-seg3	3	3	-	-	2011	JUN	10	India	2129	-	Influenza C virus (C/India/P119564/2011)	-	Homo sapiens	C/India/P119564/2011	TS/NS	custom-table-row/m49_country/IND
KT835345	icv-ncbi-refseqs-seg3	3	3	-	-	2007	-	-	United Kingdom	1998	26655269	Influenza C virus (C/Scotland/7482/2007)	-	Homo sapiens	C/Scotland/7482/2007	respiratory sample	custom-table-row/m49_country/GBR
KT835346	icv-ncbi-refseqs-seg3	3	3	-	-	2007	-	-	United Kingdom	1998	26655269	Influenza C virus (C/Scotland/7383/2007)	-	Homo sapiens	C/Scotland/7383/2007	respiratory sample	custom-table-row/m49_country/GBR
KT835347	icv-ncbi-refseqs-seg3	3	3	-	-	2007	-	-	United Kingdom	1998	26655269	Influenza C virus (C/Scotland/7274/2007)	-	Homo sapiens	C/Scotland/7274/2007	respiratory sample	custom-table-row/m49_country/GBR
KT835348	icv-ncbi-refseqs-seg3	3	3	-	-	2007	-	-	United Kingdom	1998	26655269	Influenza C virus (C/Scotland/6855/2007)	-	Homo sapiens	C/Scotland/6855/2007	respiratory sample	custom-table-row/m49_country/GBR
LC123488	icv-ncbi-refseqs-seg3	3	3	-	-	1954	-	-	USA	2139	27384661	Influenza C virus (C/Great Lakes/1167/1954)	-	Homo sapiens	C/Great Lakes/1167/1954	-	custom-table-row/m49_country/USA
LC123491	icv-ncbi-refseqs-seg3	3	3	-	-	1967	-	-	France	2139	27384661	Influenza C virus (C/Paris/1/67)	-	Homo sapiens	C/Paris/1/67	-	custom-table-row/m49_country/FRA
LC123498	icv-ncbi-refseqs-seg3	3	3	-	-	1978	-	-	USA	2139	27384661	Influenza C virus (C/California/78)	-	Homo sapiens	C/California/78	-	custom-table-row/m49_country/USA
LC123516	icv-ncbi-refseqs-seg3	3	3	-	-	1992	-	-	Japan	2139	27384661	Influenza C virus (C/Yamagata/4/92)	-	Homo sapiens	C/Yamagata/4/92	-	custom-table-row/m49_country/JPN
LC123529	icv-ncbi-refseqs-seg3	3	3	-	-	2002	-	-	Japan	2139	27384661	Influenza C virus (C/Yamagata/5/2002)	-	Homo sapiens	C/Yamagata/5/2002	-	custom-table-row/m49_country/JPN
LC123531	icv-ncbi-refseqs-seg3	3	3	-	-	2002	-	-	Japan	2139	27384661	Influenza C virus (C/Miyagi/4/2002)	-	Homo sapiens	C/Miyagi/4/2002	-	custom-table-row/m49_country/JPN
LC123532	icv-ncbi-refseqs-seg3	3	3	-	-	2002	-	-	Japan	2139	27384661	Influenza C virus (C/Miyagi/11/2002)	-	Homo sapiens	C/Miyagi/11/2002	-	custom-table-row/m49_country/JPN
LC123533	icv-ncbi-refseqs-seg3	3	3	-	-	2002	-	-	Japan	2139	27384661	Influenza C virus (C/Miyagi/20/2002)	-	Homo sapiens	C/Miyagi/20/2002	-	custom-table-row/m49_country/JPN
LC123534	icv-ncbi-refseqs-seg3	3	3	-	-	2002	-	-	Japan	2139	27384661	Influenza C virus (C/Miyagi/28/2002)	-	Homo sapiens	C/Miyagi/28/2002	-	custom-table-row/m49_country/JPN
LC123535	icv-ncbi-refseqs-seg3	3	3	-	-	2002	-	-	Japan	2139	27384661	Influenza C virus (C/Miyagi/31/2002)	-	Homo sapiens	C/Miyagi/31/2002	-	custom-table-row/m49_country/JPN
LC123536	icv-ncbi-refseqs-seg3	3	3	-	-	2004	-	-	Japan	2139	27384661	Influenza C virus (C/Yamagata/3/2004)	-	Homo sapiens	C/Yamagata/3/2004	-	custom-table-row/m49_country/JPN
LC123539	icv-ncbi-refseqs-seg3	3	3	-	-	2004	-	-	Japan	2139	27384661	Influenza C virus (C/Yamagata/18/2004)	-	Homo sapiens	C/Yamagata/18/2004	-	custom-table-row/m49_country/JPN
LC123540	icv-ncbi-refseqs-seg3	3	3	-	-	2004	-	-	Japan	2139	27384661	Influenza C virus (C/Yamagata/26/2004)	-	Homo sapiens	C/Yamagata/26/2004	-	custom-table-row/m49_country/JPN
LC123542	icv-ncbi-refseqs-seg3	3	3	-	-	2004	-	-	Japan	2139	27384661	Influenza C virus (C/Miyagi/12/2004)	-	Homo sapiens	C/Miyagi/12/2004	-	custom-table-row/m49_country/JPN
LC123543	icv-ncbi-refseqs-seg3	3	3	-	-	2004	-	-	Japan	2139	27384661	Influenza C virus (C/Miyagi/25/2004)	-	Homo sapiens	C/Miyagi/25/2004	-	custom-table-row/m49_country/JPN
LC123544	icv-ncbi-refseqs-seg3	3	3	-	-	2004	-	-	Japan	2139	27384661	Influenza C virus (C/Miyagi/42/2004)	-	Homo sapiens	C/Miyagi/42/2004	-	custom-table-row/m49_country/JPN
LC123545	icv-ncbi-refseqs-seg3	3	3	-	-	2004	-	-	Japan	2139	27384661	Influenza C virus (C/Miyagi/47/2004)	-	Homo sapiens	C/Miyagi/47/2004	-	custom-table-row/m49_country/JPN
LC123546	icv-ncbi-refseqs-seg3	3	3	-	-	2005	-	-	Japan	2139	27384661	Influenza C virus (C/Yamagata/1/2005)	-	Homo sapiens	C/Yamagata/1/2005	-	custom-table-row/m49_country/JPN
LC123547	icv-ncbi-refseqs-seg3	3	3	-	-	2005	-	-	Japan	2139	27384661	Influenza C virus (C/Yamagata/2/2005)	-	Homo sapiens	C/Yamagata/2/2005	-	custom-table-row/m49_country/JPN
LC123548	icv-ncbi-refseqs-seg3	3	3	-	-	2005	-	-	Japan	2139	27384661	Influenza C virus (C/Yamagata/3/2005)	-	Homo sapiens	C/Yamagata/3/2005	-	custom-table-row/m49_country/JPN
LC123549	icv-ncbi-refseqs-seg3	3	3	-	-	2005	-	-	Japan	2139	27384661	Influenza C virus (C/Miyagi/2/2005)	-	Homo sapiens	C/Miyagi/2/2005	-	custom-table-row/m49_country/JPN
LC123550	icv-ncbi-refseqs-seg3	3	3	-	-	2005	-	-	Japan	2139	27384661	Influenza C virus (C/Miyagi/4/2005)	-	Homo sapiens	C/Miyagi/4/2005	-	custom-table-row/m49_country/JPN
LC123551	icv-ncbi-refseqs-seg3	3	3	-	-	2005	-	-	Japan	2139	27384661	Influenza C virus (C/Fukuoka/1/2005)	-	Homo sapiens	C/Fukuoka/1/2005	-	custom-table-row/m49_country/JPN
LC123552	icv-ncbi-refseqs-seg3	3	3	-	-	2006	-	-	Japan	2139	27384661	Influenza C virus (C/Fukuoka/2/2006)	-	Homo sapiens	C/Fukuoka/2/2006	-	custom-table-row/m49_country/JPN
LC123553	icv-ncbi-refseqs-seg3	3	3	-	-	2006	-	-	Japan	2139	27384661	Influenza C virus (C/Yamagata/1/2006)	-	Homo sapiens	C/Yamagata/1/2006	-	custom-table-row/m49_country/JPN
LC123554	icv-ncbi-refseqs-seg3	3	3	-	-	2006	-	-	Japan	2139	27384661	Influenza C virus (C/Yamagata/9/2006)	-	Homo sapiens	C/Yamagata/9/2006	-	custom-table-row/m49_country/JPN
LC123555	icv-ncbi-refseqs-seg3	3	3	-	-	2006	-	-	Japan	2139	27384661	Influenza C virus (C/Yamagata/13/2006)	-	Homo sapiens	C/Yamagata/13/2006	-	custom-table-row/m49_country/JPN
LC123557	icv-ncbi-refseqs-seg3	3	3	-	-	2006	-	-	Japan	2139	27384661	Influenza C virus (C/Yamagata/20/2006)	-	Homo sapiens	C/Yamagata/20/2006	-	custom-table-row/m49_country/JPN
LC123558	icv-ncbi-refseqs-seg3	3	3	-	-	2006	-	-	Japan	2139	27384661	Influenza C virus (C/Miyagi/4/2006)	-	Homo sapiens	C/Miyagi/4/2006	-	custom-table-row/m49_country/JPN
LC123559	icv-ncbi-refseqs-seg3	3	3	-	-	2007	-	-	Japan	2139	27384661	Influenza C virus (C/Yamagata/1/2007)	-	Homo sapiens	C/Yamagata/1/2007	-	custom-table-row/m49_country/JPN
LC123560	icv-ncbi-refseqs-seg3	3	3	-	-	2008	-	-	Japan	2139	27384661	Influenza C virus (C/Yamagata/3/2008)	-	Homo sapiens	C/Yamagata/3/2008	-	custom-table-row/m49_country/JPN
LC123561	icv-ncbi-refseqs-seg3	3	3	-	-	2008	-	-	Japan	2139	27384661	Influenza C virus (C/Yamagata/11/2008)	-	Homo sapiens	C/Yamagata/11/2008	-	custom-table-row/m49_country/JPN
LC123562	icv-ncbi-refseqs-seg3	3	3	-	-	2008	-	-	Japan	2139	27384661	Influenza C virus (C/Yamagata/16/2008)	-	Homo sapiens	C/Yamagata/16/2008	-	custom-table-row/m49_country/JPN
LC123564	icv-ncbi-refseqs-seg3	3	3	-	-	2008	-	-	Japan	2139	27384661	Influenza C virus (C/Miyagi/2/2008)	-	Homo sapiens	C/Miyagi/2/2008	-	custom-table-row/m49_country/JPN
LC123566	icv-ncbi-refseqs-seg3	3	3	-	-	2010	-	-	Japan	2139	27384661	Influenza C virus (C/Miyagi/3/2010)	-	Homo sapiens	C/Miyagi/3/2010	-	custom-table-row/m49_country/JPN
LC123567	icv-ncbi-refseqs-seg3	3	3	-	-	2010	-	-	Japan	2139	27384661	Influenza C virus (C/Tokyo/3/2010)	-	Homo sapiens	C/Tokyo/3/2010	-	custom-table-row/m49_country/JPN
LC123568	icv-ncbi-refseqs-seg3	3	3	-	-	2012	-	-	Japan	2139	27384661	Influenza C virus (C/Yamagata/1/2012)	-	Homo sapiens	C/Yamagata/1/2012	-	custom-table-row/m49_country/JPN
LC123569	icv-ncbi-refseqs-seg3	3	3	-	-	2012	-	-	Japan	2139	27384661	Influenza C virus (C/Yamagata/3/2012)	-	Homo sapiens	C/Yamagata/3/2012	-	custom-table-row/m49_country/JPN
LC123571	icv-ncbi-refseqs-seg3	3	3	-	-	2012	-	-	Japan	2139	27384661	Influenza C virus (C/Yamagata/7/2012)	-	Homo sapiens	C/Yamagata/7/2012	-	custom-table-row/m49_country/JPN
LC123572	icv-ncbi-refseqs-seg3	3	3	-	-	2012	-	-	Japan	2139	27384661	Influenza C virus (C/Yamagata/14/2012)	-	Homo sapiens	C/Yamagata/14/2012	-	custom-table-row/m49_country/JPN
LC123573	icv-ncbi-refseqs-seg3	3	3	-	-	2012	-	-	Japan	2139	27384661	Influenza C virus (C/Yamagata/28/2012)	-	Homo sapiens	C/Yamagata/28/2012	-	custom-table-row/m49_country/JPN
LC123575	icv-ncbi-refseqs-seg3	3	3	-	-	2012	-	-	Japan	2139	27384661	Influenza C virus (C/Miyagi/2/2012)	-	Homo sapiens	C/Miyagi/2/2012	-	custom-table-row/m49_country/JPN
LC123576	icv-ncbi-refseqs-seg3	3	3	-	-	2012	-	-	Japan	2139	27384661	Influenza C virus (C/Fukuoka/1/2012)	-	Homo sapiens	C/Fukuoka/1/2012	-	custom-table-row/m49_country/JPN
LC123584	icv-ncbi-refseqs-seg3	3	3	-	-	2014	-	-	Japan	2139	27384661	Influenza C virus (C/Miyagi/2/2014)	-	Homo sapiens	C/Miyagi/2/2014	-	custom-table-row/m49_country/JPN
LC123585	icv-ncbi-refseqs-seg3	3	3	-	-	2014	-	-	Japan	2139	27384661	Influenza C virus (C/Miyagi/5/2014)	-	Homo sapiens	C/Miyagi/5/2014	-	custom-table-row/m49_country/JPN
LC123586	icv-ncbi-refseqs-seg3	3	3	-	-	2014	-	-	Japan	2139	27384661	Influenza C virus (C/Miyagi/6/2014)	-	Homo sapiens	C/Miyagi/6/2014	-	custom-table-row/m49_country/JPN
LC123587	icv-ncbi-refseqs-seg3	3	3	-	-	2014	-	-	Japan	2139	27384661	Influenza C virus (C/Tokyo/1/2014)	-	Homo sapiens	C/Tokyo/1/2014	-	custom-table-row/m49_country/JPN
LC123588	icv-ncbi-refseqs-seg3	3	3	-	-	2014	-	-	Japan	2141	27384661	Influenza C virus (C/Tokyo/4/2014)	-	Homo sapiens	C/Tokyo/4/2014	-	custom-table-row/m49_country/JPN
LC327654	icv-ncbi-refseqs-seg3	3	3	-	-	2016	-	-	Japan	2139	30068890	Influenza C virus (C/Iwate/1/2016)	-	Homo sapiens	C/Iwate/1/2016	-	custom-table-row/m49_country/JPN
