strain_id	complete	seq_count	cg_subtype	hn_subtype	iso_year	iso_month	iso_day	iso_host	iso_source	iso_country	iso_place_name	segment1_accession	segment2_accession	segment3_accession	segment4_accession	segment5_accession	segment6_accession	segment7_accession	segment8_accession	segment_1_counts	segment_2_counts	segment_3_counts	segment_4_counts	segment_5_counts	segment_6_counts	segment_7_counts	segment_8_counts
B/South Korea/7306/2018	FALSE	6	-|-|-|Yamagata|-|-|-|-	Yamagata-	2018	FEB	8	Homo sapiens	NP Swab	South Korea	NULL	0	0	MK469282	MK469062	MK469194	MK469150	MK469106	MK469238	0	0	1	1	1	1	1	1
B/Mississippi/6596/2017	FALSE	1	-|-|-|Yamagata|-|-|-|-	Yamagata-	2017	DEC	4	Homo sapiens	NP Swab	USA	Mississippi	0	0	0	MH294779	0	0	0	0	0	0	0	1	0	0	0	0
B/Victoria/540/2012	FALSE	6	-|-|-|Yamagata|-|-|-|-	Yamagata-	2012	SEP	7	Homo sapiens	-	Australia	Victoria	0	0	CY197758	CY197753	CY197756	CY197755	CY197754	CY197757	0	0	1	1	1	1	1	1
B/Wellington/9/2007	FALSE	6	-|-|-|Yamagata|-|-|-|-	Yamagata-	2007	AUG	20	Homo sapiens	-	New Zealand	NULL	0	0	CY156095	CY156090	CY156093	CY156092	CY156091	CY156094	0	0	1	1	1	1	1	1
B/North Carolina/6727/2018	FALSE	1	-|-|-|Yamagata|-|-|-|-	Yamagata-	2018	JAN	19	Homo sapiens	Nasal Wash	USA	North Carolina	0	0	0	MH748045	0	0	0	0	0	0	0	1	0	0	0	0
B/Utah/08/2014	FALSE	3	-|-|-|Yamagata|-|-|-|-	Yamagata-	2014	JUN	4	Homo sapiens	-	USA	NULL	0	0	0	KT283518	0	KT283527	0	KT283519	0	0	0	1	0	1	0	1
B/Wisconsin/37/2017	FALSE	5	-|-|-|Yamagata|-|-|-|-	Yamagata-	2017	MAY	9	Homo sapiens	-	USA	Wisconsin	0	0	CY237998	CY237999	0	CY238000	CY238001	CY238002	0	0	1	1	0	1	1	1
B/Delaware/06/2017	FALSE	11	-|-|-|Yamagata|-|-|-|-	Yamagata-	2017	JAN	31	Homo sapiens	-	USA	Delaware	0	0	CY221029	CY221030	CY231744	CY231745	CY231746	CY231747	0	0	1	2	2	2	2	2
B/Brisbane/14/2008	FALSE	6	-|-|-|Yamagata|-|-|-|-	Yamagata-	2008	JUN	4	Homo sapiens	-	Australia	Brisbane	0	0	CY156471	CY156466	CY156469	CY156468	CY156467	CY156470	0	0	1	1	1	1	1	1
B/Georgia/12/2016	FALSE	6	-|-|-|Yamagata|-|-|-|-	Yamagata-	2016	MAR	4	Homo sapiens	-	USA	NULL	0	0	KX919815	KX919816	KX919817	KX919818	KX919819	KX919820	0	0	1	1	1	1	1	1
B/Ningbo/60/2008	FALSE	2	-|-|-|Yamagata|-|-|-|-	Yamagata-	2008	JAN	22	Homo sapiens	-	China	NULL	0	0	0	KP459442	0	0	0	0	0	0	0	2	0	0	0	0
B/California/57/2015	FALSE	6	-|-|-|Yamagata|-|-|-|-	Yamagata-	2015	APR	20	Homo sapiens	-	USA	NULL	0	0	KT866580	KT866581	KT866582	KT866583	KT866584	KT866585	0	0	1	1	1	1	1	1
B/Texas/35/2016	FALSE	11	-|-|-|Yamagata|-|-|-|-	Yamagata-	2016	FEB	29	Homo sapiens	-	USA	NULL	0	0	KX614925	KX614926	KX614927	KY042345	KY042346	KX614930	0	0	2	2	1	2	2	2
B/Townsville/8/2011	FALSE	6	-|-|-|Victoria|-|-|-|-	Victoria-	2011	JUL	9	Homo sapiens	-	Australia	NULL	0	0	CY154175	CY154170	CY154173	CY154172	CY154171	CY154174	0	0	1	1	1	1	1	1
B/Guangdong/GZ066/2009	FALSE	2	-|-|-|Victoria|-|-|-|-	Victoria-	2009	MAY	8	Homo sapiens	nasopharyngeal swab	China	Guangdong	0	0	0	KC986415	0	KC986620	0	0	0	0	0	1	0	1	0	0
B/British Columbia/077/2016	FALSE	1	-|-|-|Victoria|-|-|-|-	Victoria-	2016	FEB	10	Homo sapiens	nasopharyngeal wash	Canada	British Columbia	0	0	0	MF196034	0	0	0	0	0	0	0	1	0	0	0	0
B/Kobe/96/2005	FALSE	1	-|-|-|Yamagata|-|-|-|-	Yamagata-	-	-	-	-	-	-	NULL	0	0	0	AB426538	0	0	0	0	0	0	0	1	0	0	0	0
B/Oregon/02/2017	FALSE	6	-|-|-|Yamagata|-|-|-|-	Yamagata-	2017	JAN	24	Homo sapiens	-	USA	Oregon	0	0	CY221125	CY221126	CY221127	CY221128	CY221129	CY221130	0	0	1	1	1	1	1	1
B/Managua/1250.02/2010	FALSE	6	-|-|-|Victoria|-|-|-|-	Victoria-	2010	JUL	8	Homo sapiens	-	Nicaragua	Managua	0	0	CY099790	CY099785	CY099788	CY099787	CY099786	CY099789	0	0	1	1	1	1	1	1
B/North Carolina/07/2017	FALSE	6	-|-|-|Victoria|-|-|-|-	Victoria-	2017	FEB	27	Homo sapiens	-	USA	North Carolina	0	0	CY226261	CY226262	CY226263	CY226264	CY226265	CY226266	0	0	1	1	1	1	1	1
B/New York/1381/2012	FALSE	5	-|-|-|Yamagata|-|-|-|-	Yamagata-	2012	MAY	22	Homo sapiens	-	USA	Queens County, NY	0	0	0	CY173854	CY173857	CY173856	CY173855	CY173858	0	0	0	1	1	1	1	1
B/Ontario/039/2016	FALSE	1	-|-|-|Yamagata|-|-|-|-	Yamagata-	2016	FEB	29	Homo sapiens	nasopharyngeal wash	Canada	Ontario	0	0	0	MF195847	0	0	0	0	0	0	0	1	0	0	0	0
B/Kentucky/38/2015	FALSE	11	-|-|-|Victoria|-|-|-|-	Victoria-	2015	DEC	12	Homo sapiens	-	USA	NULL	0	0	KX614779	KY043155	KY043156	KX614782	KX614783	KX614784	0	0	2	2	2	2	2	1
B/North Carolina/07/2014	FALSE	2	-|-|-|Yamagata|-|-|-|-	Yamagata-	2014	NOV	24	Homo sapiens	-	USA	NULL	0	0	0	KT853187	0	KT853295	0	0	0	0	0	1	0	1	0	0
B/Arizona/03/2010	FALSE	3	-|-|-|Yamagata|-|-|-|-	Yamagata-	2010	NOV	27	Homo sapiens	-	USA	NULL	0	0	0	JN992896	0	JN992898	0	JN992897	0	0	0	1	0	1	0	1
B/Alberta/331/2017	FALSE	1	-|-|-|Yamagata|-|-|-|-	Yamagata-	2017	DEC	12	Homo sapiens	nasopharyngeal swab	Canada	Alberta	0	0	0	MG910790	0	0	0	0	0	0	0	1	0	0	0	0
B/Kentucky/12/2016	FALSE	6	-|-|-|Yamagata|-|-|-|-	Yamagata-	2016	MAR	9	Homo sapiens	-	USA	NULL	0	0	KX615765	KX615766	KX615767	KX615768	KX615769	KX615770	0	0	1	1	1	1	1	1
B/West Virginia/01/2017	FALSE	6	-|-|-|Victoria|-|-|-|-	Victoria-	2017	JAN	4	Homo sapiens	-	USA	West Virginia	0	0	CY217785	CY217786	CY217787	CY217788	CY217789	CY217790	0	0	1	1	1	1	1	1
B/New Jersey/6897/2018	FALSE	1	-|-|-|Yamagata|-|-|-|-	Yamagata-	2018	JAN	23	Homo sapiens	Nasal Wash	USA	New Jersey	0	0	0	MH885126	0	0	0	0	0	0	0	1	0	0	0	0
B/Yamaguchi/1/2010	FALSE	1	-|-|-|Victoria|-|-|-|-	Victoria-	2010	APR	21	Homo sapiens	-	Japan	Yamaguchi	0	0	0	KP460078	0	0	0	0	0	0	0	1	0	0	0	0
B/Hong Kong/CUHK16069/2011	FALSE	1	-|-|-|Victoria|-|-|-|-	Victoria-	2011	-	-	Homo sapiens	-	Hong Kong	NULL	0	0	0	MF955634	0	0	0	0	0	0	0	1	0	0	0	0
B/Illinois/01/2008	FALSE	1	-|-|-|Yamagata|-|-|-|-	Yamagata-	2008	MAR	14	Homo sapiens	-	USA	Illinois	0	0	0	KP460943	0	0	0	0	0	0	0	1	0	0	0	0
B/Lisboa/20/2001	FALSE	1	-|-|-|Yamagata|-|-|-|-	Yamagata-	-	-	-	-	-	Portugal	NULL	0	0	0	EU370353	0	0	0	0	0	0	0	1	0	0	0	0
B/Hong Kong/336/2001	FALSE	1	-|-|-|Victoria|-|-|-|-	Victoria-	2001	-	-	Homo sapiens	-	Hong Kong	NULL	0	0	0	KP460837	0	0	0	0	0	0	0	1	0	0	0	0
B/Malaysia/1899839/2007	FALSE	6	-|-|-|Yamagata|-|-|-|-	Yamagata-	2007	NOV	28	Homo sapiens	-	Malaysia	NULL	0	0	CY119983	CY119978	CY119981	CY119980	CY119979	CY119982	0	0	1	1	1	1	1	1
B/Guangdong/GZ042/2010	FALSE	2	-|-|-|Victoria|-|-|-|-	Victoria-	2010	MAR	31	Homo sapiens	nasopharyngeal swab	China	Guangdong	0	0	0	KC986548	0	KC986753	0	0	0	0	0	1	0	1	0	0
B/Hong Kong/CUHK14181/1999	FALSE	1	-|-|-|Yamagata|-|-|-|-	Yamagata-	1999	-	-	Homo sapiens	-	Hong Kong	NULL	0	0	0	MF955628	0	0	0	0	0	0	0	1	0	0	0	0
B/Iowa/33/2015	FALSE	6	-|-|-|Victoria|-|-|-|-	Victoria-	2015	DEC	28	Homo sapiens	-	USA	NULL	0	0	KX007286	KX007287	KX007288	KX007289	KX007290	KX007291	0	0	1	1	1	1	1	1
B/New York/6078/2017	FALSE	1	-|-|-|Yamagata|-|-|-|-	Yamagata-	2017	FEB	21	Homo sapiens	Nasal Wash	USA	New York	0	0	0	CY244190	0	0	0	0	0	0	0	1	0	0	0	0
B/Ontario/031/2018	FALSE	1	-|-|-|Yamagata|-|-|-|-	Yamagata-	2018	JAN	10	Homo sapiens	nasopharyngeal swab	Canada	Ontario	0	0	0	MG910932	0	0	0	0	0	0	0	1	0	0	0	0
B/South Korea/9732/2019	FALSE	6	-|-|-|Victoria|-|-|-|-	Victoria-	2019	APR	15	Homo sapiens	Nasal Wash	South Korea	NULL	0	0	MN080986	MN080981	MN080984	MN080983	MN080982	MN080985	0	0	1	1	1	1	1	1
B/Indiana/12/2018	FALSE	6	-|-|-|Yamagata|-|-|-|-	Yamagata-	2018	APR	2	Homo sapiens	-	USA	Indiana	0	0	MH584370	MH584369	MH584368	MH584367	MH584366	MH584365	0	0	1	1	1	1	1	1
B/Georgia/5/2006	FALSE	1	-|-|-|Victoria|-|-|-|-	Victoria-	2006	NOV	17	Homo sapiens	-	USA	NULL	0	0	0	EU100478	0	0	0	0	0	0	0	1	0	0	0	0
B/Wisconsin/29/2016	FALSE	6	-|-|-|Victoria|-|-|-|-	Victoria-	2016	APR	4	Homo sapiens	-	USA	NULL	0	0	KX617437	KX617438	KX617439	KX617440	KX617441	KX617442	0	0	1	1	1	1	1	1
B/Quebec/19/2015	FALSE	1	-|-|-|Yamagata|-|-|-|-	Yamagata-	2015	FEB	18	Homo sapiens	nasopharyngeal swab	Canada	Quebec	0	0	0	KU729555	0	0	0	0	0	0	0	1	0	0	0	0
B/Tottori/65/2009	FALSE	1	-|-|-|Victoria|-|-|-|-	Victoria-	2009	APR	4	Homo sapiens	-	Japan	Tottori	0	0	0	KP460237	0	0	0	0	0	0	0	1	0	0	0	0
B/Singapore/81C/2011	FALSE	1	-|-|-|Victoria|-|-|-|-	Victoria-	2011	MAR	4	Homo sapiens	-	Singapore	NULL	0	0	0	JQ599520	0	0	0	0	0	0	0	1	0	0	0	0
B/Beijingdongcheng/15389/2015	FALSE	2	-|-|-|Yamagata|-|-|-|-	Yamagata-	2015	APR	2	Homo sapiens	nasopharyngeal swab	China	NULL	0	0	0	KT383647	0	KT383511	0	0	0	0	0	1	0	1	0	0
Influenza B virus (B/Singapore/35/1998)	FALSE	6	-|-|-|Yamagata|-|-|-|-	Yamagata-	1998	OCT	22	Homo sapiens	gender:F; age:38y	Singapore	NULL	0	0	CY019496	CY019491	CY019494	CY019493	CY019492	CY019495	0	0	1	1	1	1	1	1
B/Kentucky/33/2015	FALSE	6	-|-|-|Victoria|-|-|-|-	Victoria-	2015	DEC	17	Homo sapiens	-	USA	NULL	0	0	KX007746	KX007747	KX007748	KX007749	KX007750	KX007751	0	0	1	1	1	1	1	1
B/Wisconsin/10/2014	FALSE	2	-|-|-|Yamagata|-|-|-|-	Yamagata-	2014	OCT	13	Homo sapiens	-	USA	NULL	0	0	0	KT853160	0	KT853163	0	0	0	0	0	1	0	1	0	0
B/Italy/7287/2018	FALSE	6	-|-|-|Yamagata|-|-|-|-	Yamagata-	2018	JAN	16	Homo sapiens	NP Swab	Italy	NULL	0	0	MK469263	MK469043	MK469175	MK469131	MK469087	MK469219	0	0	1	1	1	1	1	1
B/Oregon/32/2016	FALSE	6	-|-|-|Victoria|-|-|-|-	Victoria-	2016	APR	12	Homo sapiens	-	USA	NULL	0	0	KX922231	KX922232	KX922233	KX922234	KX922235	KX922236	0	0	1	1	1	1	1	1
B/Singapore/Tt543/2013	FALSE	6	-|-|-|Yamagata|-|-|-|-	Yamagata-	2013	JUL	1	Homo sapiens	-	Singapore	Singapore	0	0	CY200102	CY200097	CY200100	CY200099	CY200098	CY200101	0	0	1	1	1	1	1	1
B/Brisbane/68/2005	FALSE	6	-|-|-|Victoria|-|-|-|-	Victoria-	2005	AUG	25	Homo sapiens	-	Australia	Brisbane	0	0	CY152110	CY152105	CY152108	CY152107	CY152106	CY152109	0	0	1	1	1	1	1	1
B/Maine/02/2015	FALSE	6	-|-|-|Yamagata|-|-|-|-	Yamagata-	2015	JAN	29	Homo sapiens	-	USA	NULL	0	0	KT853314	KT853248	KT853289	KT853333	KT853268	KT853326	0	0	1	1	1	1	1	1
B/Milano/7/2002	FALSE	1	-|-|-|Victoria|-|-|-|-	Victoria-	2002	-	-	Homo sapiens	-	Italy	NULL	0	0	0	KP461245	0	0	0	0	0	0	0	1	0	0	0	0
B/Perth/114/2012	FALSE	6	-|-|-|Yamagata|-|-|-|-	Yamagata-	2012	JUN	24	Homo sapiens	-	Australia	Perth	0	0	CY197238	CY197233	CY197236	CY197235	CY197234	CY197237	0	0	1	1	1	1	1	1
B/Georgia/NHRC0001/2003	FALSE	6	-|-|-|Victoria|-|-|-|-	Victoria-	2003	JAN	16	Homo sapiens	-	USA	Muscogee county, GA	0	0	CY099439	CY099434	CY099437	CY099436	CY099435	CY099438	0	0	1	1	1	1	1	1
B/India/K112442/2010	FALSE	1	-|-|-|-|-|-|-|-	--	2010	AUG	9	Homo sapiens	TS/NS	India	NULL	0	0	0	0	0	KF364402	0	0	0	0	0	0	0	1	0	0
B/Hiroshima/22/2010	FALSE	1	-|-|-|Victoria|-|-|-|-	Victoria-	2010	JUL	2	Homo sapiens	-	Japan	Hiroshima	0	0	0	KP459514	0	0	0	0	0	0	0	1	0	0	0	0
B/Philippines/56/2010	FALSE	1	-|-|-|Victoria|-|-|-|-	Victoria-	2010	-	-	Homo sapiens	nasopharyngeal swab	Philippines	NULL	0	0	0	LC107157	0	0	0	0	0	0	0	1	0	0	0	0
B/West Virginia/14/2018	FALSE	6	-|-|-|Yamagata|-|-|-|-	Yamagata-	2018	FEB	20	Homo sapiens	-	USA	West Virginia	0	0	MH585759	MH585760	MH585761	MH585762	MH585755	MH585756	0	0	1	1	1	1	1	1
B/Indiana/21/2015	FALSE	6	-|-|-|Yamagata|-|-|-|-	Yamagata-	2015	APR	17	Homo sapiens	-	USA	NULL	0	0	KT866199	KT866201	KT866604	KT866357	KT866730	KT866483	0	0	1	1	1	1	1	1
B/South Dakota/21/2017	FALSE	6	-|-|-|Yamagata|-|-|-|-	Yamagata-	2017	MAY	1	Homo sapiens	-	USA	South Dakota	0	0	CY237736	CY237737	CY237738	CY237739	CY237740	CY237741	0	0	1	1	1	1	1	1
B/Illinois/NHRC347036/2012	FALSE	1	-|-|-|Yamagata|-|-|-|-	Yamagata-	2012	APR	6	Homo sapiens	Nasal/Throat Swab	USA	Illinois	0	0	0	CY125932	0	0	0	0	0	0	0	1	0	0	0	0
B/Delaware/24/2016	FALSE	6	-|-|-|Yamagata|-|-|-|-	Yamagata-	2016	APR	19	Homo sapiens	-	USA	NULL	0	0	KX921423	KX921424	KX921425	KX921426	KX921427	KX921428	0	0	1	1	1	1	1	1
B/Iquitos/IQE5199/2007	FALSE	1	-|-|-|Victoria|-|-|-|-	Victoria-	2007	-	-	Homo sapiens	-	Peru	NULL	0	0	0	KP460462	0	0	0	0	0	0	0	1	0	0	0	0
B/South Auckland/16/2014	FALSE	6	-|-|-|Yamagata|-|-|-|-	Yamagata-	2014	AUG	19	Homo sapiens	-	New Zealand	South Auckland	0	0	CY202446	CY202441	CY202444	CY202443	CY202442	CY202445	0	0	1	1	1	1	1	1
B/New Mexico/5097/2016	FALSE	2	-|-|-|Victoria|-|-|-|-	Victoria-	2016	FEB	23	Homo sapiens	Nasal Wash	USA	New Mexico	0	0	0	CY208330	0	CY209971	0	0	0	0	0	1	0	1	0	0
B/China/a181/2016	FALSE	1	-|-|-|Victoria|-|-|-|-	Victoria-	2016	FEB	3	Homo sapiens	nasal swab	China	NULL	0	0	0	MN795819	0	0	0	0	0	0	0	1	0	0	0	0
B/India/K1053054/2010	FALSE	1	-|-|-|-|-|-|-|-	--	2010	JUN	7	Homo sapiens	TS/NS	India	NULL	0	0	0	0	0	KF314269	0	0	0	0	0	0	0	1	0	0
B/India/V117081/2010	FALSE	1	-|-|-|-|-|-|-|-	--	2010	MAR	11	Homo sapiens	TS/NS	India	NULL	0	0	0	0	0	KF364479	0	0	0	0	0	0	0	1	0	0
B/Incheon/297/2005	FALSE	1	-|-|-|Yamagata|-|-|-|-	Yamagata-	2005	-	-	Homo sapiens	-	South Korea	NULL	0	0	0	KP460359	0	0	0	0	0	0	0	1	0	0	0	0
B/Beijingshijingshan/15249/2015	FALSE	2	-|-|-|Yamagata|-|-|-|-	Yamagata-	2015	FEB	3	Homo sapiens	nasopharyngeal swab	China	NULL	0	0	0	KT383579	0	KT383507	0	0	0	0	0	1	0	1	0	0
B/Utah/40/2016	FALSE	6	-|-|-|Yamagata|-|-|-|-	Yamagata-	2016	FEB	27	Homo sapiens	-	USA	NULL	0	0	KX615077	KX615078	KX615079	KX615080	KX615081	KX615082	0	0	1	1	1	1	1	1
B/Guangdong/GZ449/2009	FALSE	2	-|-|-|Victoria|-|-|-|-	Victoria-	2009	JUL	15	Homo sapiens	nasopharyngeal swab	China	Guangdong	0	0	0	KC986479	0	KC986684	0	0	0	0	0	1	0	1	0	0
B/Thailand/393/2008	FALSE	1	-|-|-|Yamagata|-|-|-|-	Yamagata-	2008	MAR	17	Homo sapiens	-	Thailand	NULL	0	0	0	KP460718	0	0	0	0	0	0	0	1	0	0	0	0
B/North Carolina/08/2017	FALSE	6	-|-|-|Yamagata|-|-|-|-	Yamagata-	2017	MAR	1	Homo sapiens	-	USA	North Carolina	0	0	CY226269	CY226270	CY226271	CY226272	CY226273	CY226274	0	0	1	1	1	1	1	1
B/Quebec/16/2014	FALSE	1	-|-|-|Yamagata|-|-|-|-	Yamagata-	2014	FEB	28	Homo sapiens	nasopharyngeal swab	Canada	Quebec	0	0	0	KP864255	0	0	0	0	0	0	0	1	0	0	0	0
B/New Hampshire/08/2019	FALSE	6	-|-|-|Yamagata|-|-|-|-	Yamagata-	2019	MAR	31	Homo sapiens	-	USA	New Hampshire	0	0	MN085895	MN085896	MN085899	MN085897	MN085894	MN085900	0	0	1	1	1	1	1	1
B/Otago/13/2005	FALSE	6	-|-|-|Victoria|-|-|-|-	Victoria-	2005	AUG	5	Homo sapiens	-	New Zealand	NULL	0	0	CY151998	CY151993	CY151996	CY151995	CY151994	CY151997	0	0	1	1	1	1	1	1
B/South Auckland/19/2012	FALSE	6	-|-|-|Yamagata|-|-|-|-	Yamagata-	2012	JUL	11	Homo sapiens	-	New Zealand	South Auckland	0	0	CY197566	CY197561	CY197564	CY197563	CY197562	CY197565	0	0	1	1	1	1	1	1
B/Wisconsin/24/2008	FALSE	2	-|-|-|Yamagata|-|-|-|-	Yamagata-	2008	AUG	27	Homo sapiens	-	USA	Wisconsin state	0	0	0	FJ480171	0	FJ480172	0	0	0	0	0	1	0	1	0	0
B/Washington/4929/2016	FALSE	2	-|-|-|Yamagata|-|-|-|-	Yamagata-	2016	JAN	15	Homo sapiens	Nasal Wash	USA	Washington	0	0	0	CY208162	0	CY209932	0	0	0	0	0	1	0	1	0	0
B/Townsville/1/99	FALSE	1	-|-|-|Yamagata|-|-|-|-	Yamagata-	1999	JUN	16	Homo sapiens	-	Australia	NULL	0	0	0	EF566096	0	0	0	0	0	0	0	1	0	0	0	0
B/Hawaii/01/2019	FALSE	6	-|-|-|Yamagata|-|-|-|-	Yamagata-	2019	JAN	4	Homo sapiens	-	USA	Hawaii	0	0	MK630430	MK630431	MK630432	MK630433	MK630434	MK630435	0	0	1	1	1	1	1	1
B/Hawaii/26/2016	FALSE	6	-|-|-|Victoria|-|-|-|-	Victoria-	2016	APR	6	Homo sapiens	-	USA	NULL	0	0	KX919687	KX919688	KX919689	KX919690	KX919691	KX919692	0	0	1	1	1	1	1	1
B/Maryland/03/2018	FALSE	6	-|-|-|Yamagata|-|-|-|-	Yamagata-	2018	JAN	24	Homo sapiens	-	USA	Maryland	0	0	MH233807	MH233808	MH233812	MH233809	MH233810	MH233811	0	0	1	1	1	1	1	1
B/Florida/55/2015	FALSE	6	-|-|-|Victoria|-|-|-|-	Victoria-	2015	JUN	2	Homo sapiens	-	USA	NULL	0	0	KT853673	KT853674	KT853675	KT853676	KT853677	KT853678	0	0	1	1	1	1	1	1
B/Zarumilla/FLA1352/2008	FALSE	1	-|-|-|Yamagata|-|-|-|-	Yamagata-	2008	-	-	Homo sapiens	-	Peru	NULL	0	0	0	EU856004	0	0	0	0	0	0	0	1	0	0	0	0
B/Massachusetts/07/2016	FALSE	6	-|-|-|Yamagata|-|-|-|-	Yamagata-	2016	MAR	13	Homo sapiens	-	USA	NULL	0	0	KX616453	KX616454	KX616455	KX616456	KX616457	KX616458	0	0	1	1	1	1	1	1
B/Palermo/18/2015	FALSE	1	-|-|-|Yamagata|-|-|-|-	Yamagata-	2015	MAR	2	Homo sapiens	oropharyngeal swab	Italy	NULL	0	0	0	KU529032	0	0	0	0	0	0	0	1	0	0	0	0
B/Lisboa/7/1997	FALSE	1	-|-|-|Yamagata|-|-|-|-	Yamagata-	-	-	-	-	-	Portugal	NULL	0	0	0	EU370338	0	0	0	0	0	0	0	1	0	0	0	0
B/Philippines/111/2011	FALSE	1	-|-|-|Yamagata|-|-|-|-	Yamagata-	2011	-	-	Homo sapiens	nasopharyngeal swab	Philippines	NULL	0	0	0	LC107196	0	0	0	0	0	0	0	1	0	0	0	0
B/Mie/1/2008	FALSE	1	-|-|-|Yamagata|-|-|-|-	Yamagata-	2008	FEB	7	Homo sapiens	-	Japan	Mie	0	0	0	KP460459	0	0	0	0	0	0	0	1	0	0	0	0
B/Vermont/02/2019	FALSE	6	-|-|-|Victoria|-|-|-|-	Victoria-	2019	MAR	27	Homo sapiens	-	USA	Vermont	0	0	MN086077	MN086078	MN086079	MN086080	MN086081	MN086082	0	0	1	1	1	1	1	1
B/Hyogo/DS6-122/2016	FALSE	1	-|-|-|-|-|-|-|-	--	2016	-	-	Homo sapiens	-	Japan	Hyogo	0	0	0	0	0	LC409218	0	0	0	0	0	0	0	1	0	0
B/Utah/03/2017	FALSE	12	-|-|-|Yamagata|-|-|-|-	Yamagata-	2017	JAN	7	Homo sapiens	-	USA	Utah	0	0	CY215568	CY218468	CY215570	CY215571	CY215572	CY215573	0	0	2	2	2	2	2	2
B/New York/3869/2014	FALSE	1	-|-|-|Yamagata|-|-|-|-	Yamagata-	2014	APR	2	Homo sapiens	Nasal Wash	USA	NY	0	0	0	CY187787	0	0	0	0	0	0	0	1	0	0	0	0
B/Illinois/25/2016	FALSE	11	-|-|-|Victoria|-|-|-|-	Victoria-	2016	DEC	28	Homo sapiens	-	USA	Illinois	0	0	CY215457	CY215458	CY218420	CY218421	CY218422	CY215462	0	0	1	2	2	2	2	2
B/Japan/526/2008	FALSE	2	-|-|-|Yamagata|-|-|-|-	Yamagata-	2008	NOV	11	Homo sapiens	nasal swab	Japan	NULL	0	0	0	KC457429	0	KC457564	0	0	0	0	0	1	0	1	0	0
B/Ontario/21/2015	FALSE	1	-|-|-|Yamagata|-|-|-|-	Yamagata-	2015	MAR	17	Homo sapiens	nasopharyngeal swab	Canada	Ontario	0	0	0	KU729591	0	0	0	0	0	0	0	1	0	0	0	0
B/Alaska/10/2011	FALSE	3	-|-|-|Victoria|-|-|-|-	Victoria-	2011	NOV	22	Homo sapiens	-	USA	NULL	0	0	0	KC891945	0	KC891857	0	KC891858	0	0	0	1	0	1	0	1
B/Florida/58/2016	FALSE	6	-|-|-|Victoria|-|-|-|-	Victoria-	2016	MAY	3	Homo sapiens	-	USA	NULL	0	0	KX922343	KX922344	KX922345	KX922346	KX922347	KX922348	0	0	1	1	1	1	1	1
B/Wellington/9/2008	FALSE	7	-|-|-|Yamagata|-|-|-|-	Yamagata-	2008	JUL	9	Homo sapiens	-	New Zealand	Otago	0	0	CY156543	CY156538	CY156541	CY156540	CY156539	CY156542	0	0	1	2	1	1	1	1
B/Alaska/22/2014	FALSE	3	-|-|-|Yamagata|-|-|-|-	Yamagata-	2014	JUL	9	Homo sapiens	-	USA	NULL	0	0	0	KT283564	0	KT283551	0	KT283437	0	0	0	1	0	1	0	1
B/California/NHRC_JX42051/2018	FALSE	6	-|-|-|Yamagata|-|-|-|-	Yamagata-	2018	JAN	23	Homo sapiens	nasal swab	USA	California	0	0	MH706282	MH706277	MH706280	MH706279	MH706278	MH706281	0	0	1	1	1	1	1	1
B/California/NHRC394074/2013	FALSE	1	-|-|-|Yamagata|-|-|-|-	Yamagata-	2013	FEB	15	Homo sapiens	nasal swab	USA	Brawley, California	0	0	0	KF886331	0	0	0	0	0	0	0	1	0	0	0	0
B/India/P1114807/2011	FALSE	1	-|-|-|-|-|-|-|-	--	2011	SEP	29	Homo sapiens	TS/NS	India	NULL	0	0	0	0	0	KF364434	0	0	0	0	0	0	0	1	0	0
B/Cameroon/16v-3397/2016	FALSE	3	-|-|-|Yamagata|-|-|-|-	Yamagata-	2016	MAY	9	Homo sapiens	-	Cameroon	NULL	0	0	0	MG674749	0	MG674779	MG674808	0	0	0	0	1	0	1	1	0
B/Washington/30/2017	FALSE	6	-|-|-|Yamagata|-|-|-|-	Yamagata-	2017	APR	24	Homo sapiens	-	USA	Washington	0	0	CY237349	CY237350	CY237351	CY237352	CY237353	CY237354	0	0	1	1	1	1	1	1
B/Niigata/10F497/2011	FALSE	2	-|-|-|Victoria|-|-|-|-	Victoria-	2011	FEB	22	Homo sapiens	-	Japan	NULL	0	0	0	JN790319	0	JN790346	0	0	0	0	0	1	0	1	0	0
B/Michigan/22587/99	FALSE	1	-|-|-|Yamagata|-|-|-|-	Yamagata-	-	-	-	Homo sapiens	-	-	NULL	0	0	0	AY112990	0	0	0	0	0	0	0	1	0	0	0	0
B/Lebanon/16LB3/2017	FALSE	2	-|-|-|Yamagata|-|-|-|-	Yamagata-	2017	FEB	1	Homo sapiens	nasal swab	Lebanon	NULL	0	0	0	MK817660	0	MK828542	0	0	0	0	0	1	0	1	0	0
B/Wisconsin/15/2017	FALSE	12	-|-|-|Yamagata|-|-|-|-	Yamagata-	2017	MAR	9	Homo sapiens	-	USA	Wisconsin	0	0	CY230244	CY230245	CY230246	CY230247	CY230248	CY230249	0	0	2	2	2	2	2	2
B/Hawaii/16/2018	FALSE	6	-|-|-|Yamagata|-|-|-|-	Yamagata-	2018	APR	4	Homo sapiens	-	USA	Hawaii	0	0	MH606447	MH606448	MH606449	MH606450	MH606451	MH606452	0	0	1	1	1	1	1	1
