isolate	gb_subtype	rec_subtype	iso_year	iso_month	iso_day	iso_host	iso_source	iso_country	segment1_accession	segment2_accession	segment3_accession	segment4_accession	segment5_accession	segment6_accession	segment7_accession
C/Milan/550/2008	-	-	2008	-	-	Homo sapiens	nasopharyngeal swab	Italy	-	-	-	JX129181	-	-	-
C/Thailand/B12597_PB1_gene/2015	-	-	2015	AUG	31	Homo sapiens	nasal swab	Thailand	-	MK480589	-	-	-	-	-
C/Philippines/2059-2011/2011	-	-	2011	-	-	Homo sapiens	nasopharynx/oropharynx	Philippines	-	-	-	ON013504	-	-	-
C/Mie/186/2012	-	-	-	-	-	-	-	Japan	-	-	-	AB751364	-	-	-
C/Mie/204/2012	-	-	-	-	-	-	-	Japan	-	-	-	AB751599	-	-	-
C/Minnesota/04/2015	-	-	2015	FEB	6	Homo sapiens	-	USA	-	-	-	CY239424	-	CY239425	-
C/Alberta/10161/2011	-	-	2011	APR	15	Homo sapiens	nasopharyngeal swab	Canada	-	-	-	JX080414	-	JX133159	-
C/Yamagata/8/2018	-	-	2018	-	-	Homo sapiens	-	Japan	-	-	-	LC512502	-	-	-
C/Minnesota/09/2015	-	-	2015	MAR	10	Homo sapiens	-	USA	-	-	-	CY239435	-	CY239434	-
C/Mie/198/2012	-	-	-	-	-	-	-	Japan	-	-	-	AB751601	-	-	-
C/Ann Arbor/1/50 persistent variant (C/AA-pi)	-	-	-	-	-	-	-	-	U20228	-	-	-	-	-	-
C/Melbourne/1/2011	-	-	2011	SEP	6	Homo sapiens	throat swab	Australia	-	-	-	JQ045710	-	-	-
C/Kaohsiung/107020729/2018	-	-	2018	FEB	7	Homo sapiens	throat swab	Taiwan	-	-	-	MH185834	-	-	-
C/Philippines/1881-2011/2011	-	-	2011	-	-	Homo sapiens	nasopharynx/oropharynx	Philippines	-	-	-	ON013513	-	-	-
C/Milan/128/2009	-	-	2009	-	-	Homo sapiens	nasopharyngeal swab	Italy	-	-	-	JX129180	-	-	-
C/Yamagata/35/2016	-	-	2016	-	-	Homo sapiens	-	Japan	-	-	-	LC385866	-	-	-
C/Beijing/115/81	-	-	-	-	-	Homo sapiens	-	-	D78405	D78406	D78404	-	-	-	-
C/Cheongju/GPD805/2015	-	-	2015	MAR	19	Homo sapiens	-	South Korea	-	-	-	MK050094	-	-	-
C/Miyagi/2/2018	-	-	2018	-	-	Homo sapiens	-	Japan	-	-	-	LC739900	-	-	-
C/Miyagi/3/2012	-	-	2012	-	-	Homo sapiens	-	Japan	-	-	-	LC739876	-	-	-
Aichi/1/81	-	-	-	-	-	-	-	-	-	-	-	-	-	D16260	-
C/Bovine/Missouri/5/2017	-	-	2017	DEC	30	Bos taurus	nasal swab	USA	-	-	-	-	-	MH421866	-
C/Thailand/B12983_P3_gene/2015	-	-	2015	SEP	25	Homo sapiens	nasal swab	Thailand	-	-	MK480598	-	-	-	-
C/Miyagi/5/2012	-	-	2012	-	-	Homo sapiens	-	Japan	-	-	-	LC739878	-	-	-
C/Yamagata/8/88	-	-	-	-	-	Homo sapiens	-	-	-	-	-	D28968	-	AB000612	-
C/Catalonia/1284/2009	-	-	2009	AUG	26	Homo sapiens	nasopharyngeal swab	Spain	-	-	-	HM748630	-	-	-
C/Yamagata/34/2016	-	-	2016	-	-	Homo sapiens	-	Japan	-	-	-	LC512511	-	-	-
C/Miyagi/4/2008	-	-	2008	-	-	Homo sapiens	-	Japan	-	-	-	LC739862	-	-	-
C/Osaka/2/2004	-	-	-	-	-	-	-	Japan	-	-	-	AB252162	-	-	-
C/Minnesota/16/2015	-	-	2015	MAR	19	Homo sapiens	-	USA	-	-	-	CY239446	-	-	-
C/Mie/67/2012	-	-	-	-	-	-	-	Japan	-	-	-	AB751600	-	-	-
C/Catalonia/1373/2009	-	-	2009	SEP	9	Homo sapiens	nasopharyngeal swab	Spain	-	-	-	HM748628	-	-	-
C/Scotland/5500/2007	-	-	2007	-	-	Homo sapiens	respiratory sample	United Kingdom	KT835344	KT835335	KT835349	KT835350	KT835355	KT835365	-
C/kyouto/41/82	-	-	-	-	-	Homo sapiens	-	-	D78390	D78391	-	-	-	-	-
C/Minnesota/10/2015	-	-	2015	MAR	9	Homo sapiens	-	USA	-	-	-	CY239436	-	CY239437	-
C/Miyagi/5/2018	-	-	2018	-	-	Homo sapiens	-	Japan	-	-	-	LC739903	-	-	-
C/Thailand/c5395_PB2_gene/2015	-	-	2015	JAN	7	Homo sapiens	nasal swab	Thailand	MK480583	-	-	-	-	-	-
C/Thailand/B12983_NS_gene/2015	-	-	2015	SEP	25	Homo sapiens	nasal swab	Thailand	-	-	-	-	-	-	MK480594
C/Yamagata/40/2018	-	-	2018	-	-	Homo sapiens	-	Japan	-	-	-	LC512508	-	-	-
C/Minnesota/25/2015	-	-	2015	APR	14	Homo sapiens	-	USA	-	-	-	CY239461	-	CY239462	-
C/Mie/182/2012	-	-	-	-	-	-	-	Japan	-	-	-	AB751602	-	-	-
C/Mie/188/2012	-	-	2012	-	-	Homo sapiens	-	Japan	-	-	-	AB811846	-	-	-
C/Thailand/c5395_HE_gene/2015	-	-	2015	JAN	7	Homo sapiens	nasal swab	Thailand	-	-	-	MK480578	-	-	-
C/Thailand/CN38_PB2_gene/2017	-	-	2017	MAR	7	Homo sapiens	nasal swab	Thailand	MK480604	-	-	-	-	-	-
C/Thailand/B12597_NS_gene/2015	-	-	2015	AUG	31	Homo sapiens	nasal swab	Thailand	-	-	-	-	-	-	MK480587
C/Mie/275/2012	-	-	-	-	-	-	-	Japan	-	-	-	AB751594	-	-	-
C/Miyagi/3/92	-	-	-	-	-	-	-	-	-	-	-	AB219076	-	-	-
C/Alberta/4406/2011	-	-	2011	APR	8	Homo sapiens	nasopharyngeal swab	Canada	-	-	-	-	-	JX133154	-
C/Bovine/Nebraska/16/2017	-	-	2017	FEB	27	Bos taurus	lung	USA	-	-	-	-	-	MH421869	-
C/Minnesota/03/2014	-	-	2014	DEC	15	Homo sapiens	-	USA	-	-	-	CY239465	-	CY239466	-
C/Kanagawa/2/2004	-	-	-	-	-	-	-	Japan	-	-	-	AB252161	-	-	-
C/Thailand/c5395_P3_gene/2015	-	-	2015	JAN	7	Homo sapiens	nasal swab	Thailand	-	-	MK480584	-	-	-	-
C/Bovine/Montana/22/2016	-	-	2016	NOV	15	Bos taurus	nasal swab	USA	-	-	-	-	-	MH421873	-
C/Minnesota/13/2015	-	-	2015	MAR	21	Homo sapiens	-	USA	-	-	-	CY239440	-	CY239441	-
C/Minnesota/28/2015	-	-	2015	FEB	8	Homo sapiens	-	USA	-	-	-	CY239471	-	CY239472	-
C/Alberta/3087/2011	-	-	2011	MAR	4	Homo sapiens	auger suction	Canada	-	-	-	JX080410	-	JX133152	-
C/Mie/185/2012	-	-	-	-	-	-	-	Japan	-	-	-	AB751598	-	-	-
C/Seoul/APD401/2015	-	-	2015	MAR	29	Homo sapiens	-	South Korea	-	-	-	MK050093	-	-	MK050095
C/Yamagata/37/2016	-	-	2016	-	-	Homo sapiens	-	Japan	-	-	-	LC512496	-	-	-
