sequenceID	source.name	rec_segment	gb_segment	gb_subtype	rec_subtype	gb_year	gb_month	gb_day	gb_country	length	pubmed_id	full_name	gb_lab_host	gb_host	isolate	gb_source
LC123845	icv-ncbi-refseqs-seg6	6	6			2005				1125	27384661	Influenza C virus (C/Fukuoka/1/2005)		Homo sapiens	C/Fukuoka/1/2005	
LC125009	icv-ncbi-refseqs-seg7	7	7			2005				880	27384661	Influenza C virus (C/Fukuoka/1/2005)		Homo sapiens	C/Fukuoka/1/2005	
LC123372	icv-ncbi-refseqs-seg1	1	1			2012				2325	27384661	Influenza C virus (C/Fukuoka/1/2012)		Homo sapiens	C/Fukuoka/1/2012	
LC123474	icv-ncbi-refseqs-seg2	2	2			2012				2322	27384661	Influenza C virus (C/Fukuoka/1/2012)		Homo sapiens	C/Fukuoka/1/2012	
LC123576	icv-ncbi-refseqs-seg3	3	3			2012				2139	27384661	Influenza C virus (C/Fukuoka/1/2012)		Homo sapiens	C/Fukuoka/1/2012	
LC122673	icv-ncbi-refseqs-seg4	4	4	SaoPaolo		2012				1986	27384661	Influenza C virus (C/Fukuoka/1/2012)		Homo sapiens	C/Fukuoka/1/2012	
LC123802	icv-ncbi-refseqs-seg5	5	5			2012				1754	27384661	Influenza C virus (C/Fukuoka/1/2012)		Homo sapiens	C/Fukuoka/1/2012	
LC123870	icv-ncbi-refseqs-seg6	6	6			2012				1125	27384661	Influenza C virus (C/Fukuoka/1/2012)		Homo sapiens	C/Fukuoka/1/2012	
LC125034	icv-ncbi-refseqs-seg7	7	7			2012				880	27384661	Influenza C virus (C/Fukuoka/1/2012)		Homo sapiens	C/Fukuoka/1/2012	
LC123348	icv-ncbi-refseqs-seg1	1	1			2006				2325	27384661	Influenza C virus (C/Fukuoka/2/2006)		Homo sapiens	C/Fukuoka/2/2006	
LC123450	icv-ncbi-refseqs-seg2	2	2			2006				2322	27384661	Influenza C virus (C/Fukuoka/2/2006)		Homo sapiens	C/Fukuoka/2/2006	
LC123552	icv-ncbi-refseqs-seg3	3	3			2006				2139	27384661	Influenza C virus (C/Fukuoka/2/2006)		Homo sapiens	C/Fukuoka/2/2006	
LC122654	icv-ncbi-refseqs-seg4	4	4	Kanagawa		2006				1964	27384661	Influenza C virus (C/Fukuoka/2/2006)		Homo sapiens	C/Fukuoka/2/2006	
LC123780	icv-ncbi-refseqs-seg5	5	5			2006				1754	27384661	Influenza C virus (C/Fukuoka/2/2006)		Homo sapiens	C/Fukuoka/2/2006	
LC123846	icv-ncbi-refseqs-seg6	6	6			2006				1125	27384661	Influenza C virus (C/Fukuoka/2/2006)		Homo sapiens	C/Fukuoka/2/2006	
LC125010	icv-ncbi-refseqs-seg7	7	7			2006				880	27384661	Influenza C virus (C/Fukuoka/2/2006)		Homo sapiens	C/Fukuoka/2/2006	
LC123284	icv-ncbi-refseqs-seg1	1	1			1954				2325	27384661	Influenza C virus (C/Great Lakes/1167/1954)		Homo sapiens	C/Great Lakes/1167/1954	
LC123386	icv-ncbi-refseqs-seg2	2	2			1954				2322	27384661	Influenza C virus (C/Great Lakes/1167/1954)		Homo sapiens	C/Great Lakes/1167/1954	
LC123488	icv-ncbi-refseqs-seg3	3	3			1954				2139	27384661	Influenza C virus (C/Great Lakes/1167/1954)		Homo sapiens	C/Great Lakes/1167/1954	
LC122633	icv-ncbi-refseqs-seg4	4	4	Yamagata		1954				1986	27384661	Influenza C virus (C/Great Lakes/1167/1954)		Homo sapiens	C/Great Lakes/1167/1954	
LC123723	icv-ncbi-refseqs-seg5	5	5			1954				1745	27384661	Influenza C virus (C/Great Lakes/1167/1954)		Homo sapiens	C/Great Lakes/1167/1954	
LC123815	icv-ncbi-refseqs-seg6	6	6			1954				1125	27384661	Influenza C virus (C/Great Lakes/1167/1954)		Homo sapiens	C/Great Lakes/1167/1954	
LC124978	icv-ncbi-refseqs-seg7	7	7			1954				880	27384661	Influenza C virus (C/Great Lakes/1167/1954)		Homo sapiens	C/Great Lakes/1167/1954	
KT232082	icv-ncbi-refseqs-seg1	1	1			2011	JUN	10		2320		Influenza C virus (C/India/P119564/2011)		Homo sapiens	C/India/P119564/2011	TS/NS
KT232083	icv-ncbi-refseqs-seg2	2	2			2011	JUN	10		2264		Influenza C virus (C/India/P119564/2011)		Homo sapiens	C/India/P119564/2011	TS/NS
KT232084	icv-ncbi-refseqs-seg3	3	3			2011	JUN	10		2129		Influenza C virus (C/India/P119564/2011)		Homo sapiens	C/India/P119564/2011	TS/NS
KT232085	icv-ncbi-refseqs-seg4	4	4	SaoPaolo		2011	JUN	10		1926		Influenza C virus (C/India/P119564/2011)		Homo sapiens	C/India/P119564/2011	TS/NS
KT232086	icv-ncbi-refseqs-seg5	5	5			2011	JUN	10		1721		Influenza C virus (C/India/P119564/2011)		Homo sapiens	C/India/P119564/2011	TS/NS
KT232087	icv-ncbi-refseqs-seg6	6	6			2011	JUN	10		1084		Influenza C virus (C/India/P119564/2011)		Homo sapiens	C/India/P119564/2011	TS/NS
KT232088	icv-ncbi-refseqs-seg7	7	7			2011	JUN	10		923		Influenza C virus (C/India/P119564/2011)		Homo sapiens	C/India/P119564/2011	TS/NS
KM507545	icv-ncbi-refseqs-seg1	1	1			2012	FEB	24		2325		Influenza C virus (C/India/P121719/2012)		Homo sapiens	C/India/P121719/2012	TS/NS
KM507546	icv-ncbi-refseqs-seg2	2	2			2012	FEB	24		2265		Influenza C virus (C/India/P121719/2012)		Homo sapiens	C/India/P121719/2012	TS/NS
KM507547	icv-ncbi-refseqs-seg3	3	3			2012	FEB	24		2130		Influenza C virus (C/India/P121719/2012)		Homo sapiens	C/India/P121719/2012	TS/NS
KM507548	icv-ncbi-refseqs-seg4	4	4	SaoPaolo		2012	FEB	24		1883		Influenza C virus (C/India/P121719/2012)		Homo sapiens	C/India/P121719/2012	TS/NS
KM507549	icv-ncbi-refseqs-seg5	5	5			2012	FEB	24		1677		Influenza C virus (C/India/P121719/2012)		Homo sapiens	C/India/P121719/2012	TS/NS
KM507550	icv-ncbi-refseqs-seg6	6	6			2012	FEB	24		1103		Influenza C virus (C/India/P121719/2012)		Homo sapiens	C/India/P121719/2012	TS/NS
KM507551	icv-ncbi-refseqs-seg7	7	7			2012	FEB	24		790		Influenza C virus (C/India/P121719/2012)		Homo sapiens	C/India/P121719/2012	TS/NS
KM507552	icv-ncbi-refseqs-seg1	1	1			2013	APR	25		2325		Influenza C virus (C/India/P135047/2013)		Homo sapiens	C/India/P135047/2013	TS/NS
KM507553	icv-ncbi-refseqs-seg2	2	2			2013	APR	25		2265		Influenza C virus (C/India/P135047/2013)		Homo sapiens	C/India/P135047/2013	TS/NS
KM507554	icv-ncbi-refseqs-seg3	3	3			2013	APR	25		2130		Influenza C virus (C/India/P135047/2013)		Homo sapiens	C/India/P135047/2013	TS/NS
KM507555	icv-ncbi-refseqs-seg4	4	4	Kanagawa		2013	APR	25		1942		Influenza C virus (C/India/P135047/2013)		Homo sapiens	C/India/P135047/2013	TS/NS
KM507556	icv-ncbi-refseqs-seg5	5	5			2013	APR	25		1700		Influenza C virus (C/India/P135047/2013)		Homo sapiens	C/India/P135047/2013	TS/NS
KM507557	icv-ncbi-refseqs-seg6	6	6			2013	APR	25		1124		Influenza C virus (C/India/P135047/2013)		Homo sapiens	C/India/P135047/2013	TS/NS
KM507558	icv-ncbi-refseqs-seg7	7	7			2013	APR	25		858		Influenza C virus (C/India/P135047/2013)		Homo sapiens	C/India/P135047/2013	TS/NS
LC327652	icv-ncbi-refseqs-seg1	1	1			2016				2320	30068890	Influenza C virus (C/Iwate/1/2016)		Homo sapiens	C/Iwate/1/2016	
LC327653	icv-ncbi-refseqs-seg2	2	2			2016				2318	30068890	Influenza C virus (C/Iwate/1/2016)		Homo sapiens	C/Iwate/1/2016	
LC327654	icv-ncbi-refseqs-seg3	3	3			2016				2139	30068890	Influenza C virus (C/Iwate/1/2016)		Homo sapiens	C/Iwate/1/2016	
LC327655	icv-ncbi-refseqs-seg4	4	4	SaoPaolo		2016				2027	30068890	Influenza C virus (C/Iwate/1/2016)		Homo sapiens	C/Iwate/1/2016	
LC327656	icv-ncbi-refseqs-seg5	5	5			2016				1754	30068890	Influenza C virus (C/Iwate/1/2016)		Homo sapiens	C/Iwate/1/2016	
LC327657	icv-ncbi-refseqs-seg6	6	6			2016				1125	30068890	Influenza C virus (C/Iwate/1/2016)		Homo sapiens	C/Iwate/1/2016	
LC327658	icv-ncbi-refseqs-seg7	7	7			2016				862	30068890	Influenza C virus (C/Iwate/1/2016)		Homo sapiens	C/Iwate/1/2016	
LC327659	icv-ncbi-refseqs-seg1	1	1			2016				2320	30068890	Influenza C virus (C/Iwate/2/2016)		Homo sapiens	C/Iwate/2/2016	
LC327660	icv-ncbi-refseqs-seg2	2	2			2016				2318	30068890	Influenza C virus (C/Iwate/2/2016)		Homo sapiens	C/Iwate/2/2016	
LC327661	icv-ncbi-refseqs-seg3	3	3			2016				2139	30068890	Influenza C virus (C/Iwate/2/2016)		Homo sapiens	C/Iwate/2/2016	
LC327662	icv-ncbi-refseqs-seg4	4	4	SaoPaolo		2016				2027	30068890	Influenza C virus (C/Iwate/2/2016)		Homo sapiens	C/Iwate/2/2016	
LC327663	icv-ncbi-refseqs-seg5	5	5			2016				1754	30068890	Influenza C virus (C/Iwate/2/2016)		Homo sapiens	C/Iwate/2/2016	
LC327664	icv-ncbi-refseqs-seg6	6	6			2016				1125	30068890	Influenza C virus (C/Iwate/2/2016)		Homo sapiens	C/Iwate/2/2016	
LC327665	icv-ncbi-refseqs-seg7	7	7			2016				862	30068890	Influenza C virus (C/Iwate/2/2016)		Homo sapiens	C/Iwate/2/2016	
D78393	icv-ncbi-refseqs-seg1	1	1							469	8757991	Influenza C virus (C/Mississippi/80)		Homo sapiens	C/Mississippi/80	
D78392	icv-ncbi-refseqs-seg3	3	3							372	8757991	Influenza C virus (C/Mississippi/80)		Homo sapiens	C/Mississippi/80	
AB000720	icv-ncbi-refseqs-seg6	6	6							1136	9354270	Influenza C virus (C/Mississippi/80)		Homo sapiens	C/Mississippi/80	
LC123401	icv-ncbi-refseqs-seg2	2	2			1980				2322	27384661	Influenza C virus (C/Mississippi/80)		Homo sapiens	C/Mississippi/80	
LC122635	icv-ncbi-refseqs-seg4	4	4	Mississippi		1980				1983	27384661	Influenza C virus (C/Mississippi/80)		Homo sapiens	C/Mississippi/80	
LC123735	icv-ncbi-refseqs-seg5	5	5			1980				1754	27384661	Influenza C virus (C/Mississippi/80)		Homo sapiens	C/Mississippi/80	
M31007	icv-ncbi-refseqs-seg7	7	7							894	2943076	Influenza C virus (C/Mississippi/80)			C/Mississippi/80	
LC123328	icv-ncbi-refseqs-seg1	1	1			2002				2325	27384661	Influenza C virus (C/Miyagi/11/2002)		Homo sapiens	C/Miyagi/11/2002	
LC123430	icv-ncbi-refseqs-seg2	2	2			2002				2322	27384661	Influenza C virus (C/Miyagi/11/2002)		Homo sapiens	C/Miyagi/11/2002	
LC123532	icv-ncbi-refseqs-seg3	3	3			2002				2139	27384661	Influenza C virus (C/Miyagi/11/2002)		Homo sapiens	C/Miyagi/11/2002	
LC122640	icv-ncbi-refseqs-seg4	4	4	Kanagawa		2002				1926	27384661	Influenza C virus (C/Miyagi/11/2002)		Homo sapiens	C/Miyagi/11/2002	
LC123762	icv-ncbi-refseqs-seg5	5	5			2002				1754	27384661	Influenza C virus (C/Miyagi/11/2002)		Homo sapiens	C/Miyagi/11/2002	
LC123826	icv-ncbi-refseqs-seg6	6	6			2002				1125	27384661	Influenza C virus (C/Miyagi/11/2002)		Homo sapiens	C/Miyagi/11/2002	
LC124990	icv-ncbi-refseqs-seg7	7	7			2002				862	27384661	Influenza C virus (C/Miyagi/11/2002)		Homo sapiens	C/Miyagi/11/2002	
LC123338	icv-ncbi-refseqs-seg1	1	1			2004				2325	27384661	Influenza C virus (C/Miyagi/12/2004)		Homo sapiens	C/Miyagi/12/2004	
LC123440	icv-ncbi-refseqs-seg2	2	2			2004				2322	27384661	Influenza C virus (C/Miyagi/12/2004)		Homo sapiens	C/Miyagi/12/2004	
LC123542	icv-ncbi-refseqs-seg3	3	3			2004				2139	27384661	Influenza C virus (C/Miyagi/12/2004)		Homo sapiens	C/Miyagi/12/2004	
AB252156	icv-ncbi-refseqs-seg4	4	4	Kanagawa						1926	17215347	Influenza C virus (C/Miyagi/12/2004)			C/Miyagi/12/2004	
LC123771	icv-ncbi-refseqs-seg5	5	5			2004				1754	27384661	Influenza C virus (C/Miyagi/12/2004)		Homo sapiens	C/Miyagi/12/2004	
LC123836	icv-ncbi-refseqs-seg6	6	6			2004				1125	27384661	Influenza C virus (C/Miyagi/12/2004)		Homo sapiens	C/Miyagi/12/2004	
LC125000	icv-ncbi-refseqs-seg7	7	7			2004				862	27384661	Influenza C virus (C/Miyagi/12/2004)		Homo sapiens	C/Miyagi/12/2004	
LC123345	icv-ncbi-refseqs-seg1	1	1			2005				2325	27384661	Influenza C virus (C/Miyagi/2/2005)		Homo sapiens	C/Miyagi/2/2005	
LC123447	icv-ncbi-refseqs-seg2	2	2			2005				2322	27384661	Influenza C virus (C/Miyagi/2/2005)		Homo sapiens	C/Miyagi/2/2005	
LC123549	icv-ncbi-refseqs-seg3	3	3			2005				2139	27384661	Influenza C virus (C/Miyagi/2/2005)		Homo sapiens	C/Miyagi/2/2005	
LC122651	icv-ncbi-refseqs-seg4	4	4	Kanagawa		2005				1964	27384661	Influenza C virus (C/Miyagi/2/2005)		Homo sapiens	C/Miyagi/2/2005	
LC123777	icv-ncbi-refseqs-seg5	5	5			2005				1754	27384661	Influenza C virus (C/Miyagi/2/2005)		Homo sapiens	C/Miyagi/2/2005	
LC123843	icv-ncbi-refseqs-seg6	6	6			2005				1125	27384661	Influenza C virus (C/Miyagi/2/2005)		Homo sapiens	C/Miyagi/2/2005	
LC125007	icv-ncbi-refseqs-seg7	7	7			2005				880	27384661	Influenza C virus (C/Miyagi/2/2005)		Homo sapiens	C/Miyagi/2/2005	
LC123360	icv-ncbi-refseqs-seg1	1	1			2008				2325	27384661	Influenza C virus (C/Miyagi/2/2008)		Homo sapiens	C/Miyagi/2/2008	
LC123462	icv-ncbi-refseqs-seg2	2	2			2008				2322	27384661	Influenza C virus (C/Miyagi/2/2008)		Homo sapiens	C/Miyagi/2/2008	
LC123564	icv-ncbi-refseqs-seg3	3	3			2008				2139	27384661	Influenza C virus (C/Miyagi/2/2008)		Homo sapiens	C/Miyagi/2/2008	
LC122664	icv-ncbi-refseqs-seg4	4	4	SaoPaolo		2008				1986	27384661	Influenza C virus (C/Miyagi/2/2008)		Homo sapiens	C/Miyagi/2/2008	
LC123791	icv-ncbi-refseqs-seg5	5	5			2008				1754	27384661	Influenza C virus (C/Miyagi/2/2008)		Homo sapiens	C/Miyagi/2/2008	
LC123858	icv-ncbi-refseqs-seg6	6	6			2008				1125	27384661	Influenza C virus (C/Miyagi/2/2008)		Homo sapiens	C/Miyagi/2/2008	
LC125022	icv-ncbi-refseqs-seg7	7	7			2008				880	27384661	Influenza C virus (C/Miyagi/2/2008)		Homo sapiens	C/Miyagi/2/2008	
LC123371	icv-ncbi-refseqs-seg1	1	1			2012				2325	27384661	Influenza C virus (C/Miyagi/2/2012)		Homo sapiens	C/Miyagi/2/2012	
LC123473	icv-ncbi-refseqs-seg2	2	2			2012				2322	27384661	Influenza C virus (C/Miyagi/2/2012)		Homo sapiens	C/Miyagi/2/2012	
LC123575	icv-ncbi-refseqs-seg3	3	3			2012				2139	27384661	Influenza C virus (C/Miyagi/2/2012)		Homo sapiens	C/Miyagi/2/2012	
LC122672	icv-ncbi-refseqs-seg4	4	4	SaoPaolo		2012				1986	27384661	Influenza C virus (C/Miyagi/2/2012)		Homo sapiens	C/Miyagi/2/2012	
LC123801	icv-ncbi-refseqs-seg5	5	5			2012				1754	27384661	Influenza C virus (C/Miyagi/2/2012)		Homo sapiens	C/Miyagi/2/2012	
LC123869	icv-ncbi-refseqs-seg6	6	6			2012				1125	27384661	Influenza C virus (C/Miyagi/2/2012)		Homo sapiens	C/Miyagi/2/2012	
LC125033	icv-ncbi-refseqs-seg7	7	7			2012				880	27384661	Influenza C virus (C/Miyagi/2/2012)		Homo sapiens	C/Miyagi/2/2012	
LC123380	icv-ncbi-refseqs-seg1	1	1			2014				2325	27384661	Influenza C virus (C/Miyagi/2/2014)		Homo sapiens	C/Miyagi/2/2014	
LC123482	icv-ncbi-refseqs-seg2	2	2			2014				2322	27384661	Influenza C virus (C/Miyagi/2/2014)		Homo sapiens	C/Miyagi/2/2014	
LC123584	icv-ncbi-refseqs-seg3	3	3			2014				2139	27384661	Influenza C virus (C/Miyagi/2/2014)		Homo sapiens	C/Miyagi/2/2014	
LC122674	icv-ncbi-refseqs-seg4	4	4	Kanagawa		2014				1986	27384661	Influenza C virus (C/Miyagi/2/2014)		Homo sapiens	C/Miyagi/2/2014	
LC123810	icv-ncbi-refseqs-seg5	5	5			2014				1754	27384661	Influenza C virus (C/Miyagi/2/2014)		Homo sapiens	C/Miyagi/2/2014	
LC123878	icv-ncbi-refseqs-seg6	6	6			2014				1125	27384661	Influenza C virus (C/Miyagi/2/2014)		Homo sapiens	C/Miyagi/2/2014	
LC125042	icv-ncbi-refseqs-seg7	7	7			2014				880	27384661	Influenza C virus (C/Miyagi/2/2014)		Homo sapiens	C/Miyagi/2/2014	
LC123329	icv-ncbi-refseqs-seg1	1	1			2002				2325	27384661	Influenza C virus (C/Miyagi/20/2002)		Homo sapiens	C/Miyagi/20/2002	
LC123431	icv-ncbi-refseqs-seg2	2	2			2002				2322	27384661	Influenza C virus (C/Miyagi/20/2002)		Homo sapiens	C/Miyagi/20/2002	
LC123533	icv-ncbi-refseqs-seg3	3	3			2002				2139	27384661	Influenza C virus (C/Miyagi/20/2002)		Homo sapiens	C/Miyagi/20/2002	
LC122641	icv-ncbi-refseqs-seg4	4	4	Yamagata		2002				1926	27384661	Influenza C virus (C/Miyagi/20/2002)		Homo sapiens	C/Miyagi/20/2002	
LC123763	icv-ncbi-refseqs-seg5	5	5			2002				1754	27384661	Influenza C virus (C/Miyagi/20/2002)		Homo sapiens	C/Miyagi/20/2002	
LC123827	icv-ncbi-refseqs-seg6	6	6			2002				1125	27384661	Influenza C virus (C/Miyagi/20/2002)		Homo sapiens	C/Miyagi/20/2002	
LC124991	icv-ncbi-refseqs-seg7	7	7			2002				862	27384661	Influenza C virus (C/Miyagi/20/2002)		Homo sapiens	C/Miyagi/20/2002	
LC123339	icv-ncbi-refseqs-seg1	1	1			2004				2325	27384661	Influenza C virus (C/Miyagi/25/2004)		Homo sapiens	C/Miyagi/25/2004	
LC123441	icv-ncbi-refseqs-seg2	2	2			2004				2322	27384661	Influenza C virus (C/Miyagi/25/2004)		Homo sapiens	C/Miyagi/25/2004	
LC123543	icv-ncbi-refseqs-seg3	3	3			2004				2139	27384661	Influenza C virus (C/Miyagi/25/2004)		Homo sapiens	C/Miyagi/25/2004	
LC122646	icv-ncbi-refseqs-seg4	4	4	Kanagawa		2004				1926	27384661	Influenza C virus (C/Miyagi/25/2004)		Homo sapiens	C/Miyagi/25/2004	
LC123772	icv-ncbi-refseqs-seg5	5	5			2004				1754	27384661	Influenza C virus (C/Miyagi/25/2004)		Homo sapiens	C/Miyagi/25/2004	
LC123837	icv-ncbi-refseqs-seg6	6	6			2004				1125	27384661	Influenza C virus (C/Miyagi/25/2004)		Homo sapiens	C/Miyagi/25/2004	
LC125001	icv-ncbi-refseqs-seg7	7	7			2004				862	27384661	Influenza C virus (C/Miyagi/25/2004)		Homo sapiens	C/Miyagi/25/2004	
LC123330	icv-ncbi-refseqs-seg1	1	1			2002				2325	27384661	Influenza C virus (C/Miyagi/28/2002)		Homo sapiens	C/Miyagi/28/2002	
LC123432	icv-ncbi-refseqs-seg2	2	2			2002				2322	27384661	Influenza C virus (C/Miyagi/28/2002)		Homo sapiens	C/Miyagi/28/2002	
LC123534	icv-ncbi-refseqs-seg3	3	3			2002				2139	27384661	Influenza C virus (C/Miyagi/28/2002)		Homo sapiens	C/Miyagi/28/2002	
LC122642	icv-ncbi-refseqs-seg4	4	4	Kanagawa		2002				1926	27384661	Influenza C virus (C/Miyagi/28/2002)		Homo sapiens	C/Miyagi/28/2002	
LC123764	icv-ncbi-refseqs-seg5	5	5			2002				1754	27384661	Influenza C virus (C/Miyagi/28/2002)		Homo sapiens	C/Miyagi/28/2002	
LC123828	icv-ncbi-refseqs-seg6	6	6			2002				1125	27384661	Influenza C virus (C/Miyagi/28/2002)		Homo sapiens	C/Miyagi/28/2002	
LC124992	icv-ncbi-refseqs-seg7	7	7			2002				862	27384661	Influenza C virus (C/Miyagi/28/2002)		Homo sapiens	C/Miyagi/28/2002	
LC123362	icv-ncbi-refseqs-seg1	1	1			2010				2325	27384661	Influenza C virus (C/Miyagi/3/2010)		Homo sapiens	C/Miyagi/3/2010	
LC123464	icv-ncbi-refseqs-seg2	2	2			2010				2322	27384661	Influenza C virus (C/Miyagi/3/2010)		Homo sapiens	C/Miyagi/3/2010	
LC123566	icv-ncbi-refseqs-seg3	3	3			2010				2139	27384661	Influenza C virus (C/Miyagi/3/2010)		Homo sapiens	C/Miyagi/3/2010	
LC122665	icv-ncbi-refseqs-seg4	4	4	SaoPaolo		2010				1986	27384661	Influenza C virus (C/Miyagi/3/2010)		Homo sapiens	C/Miyagi/3/2010	
LC123792	icv-ncbi-refseqs-seg5	5	5			2010				1754	27384661	Influenza C virus (C/Miyagi/3/2010)		Homo sapiens	C/Miyagi/3/2010	
LC123860	icv-ncbi-refseqs-seg6	6	6			2010				1125	27384661	Influenza C virus (C/Miyagi/3/2010)		Homo sapiens	C/Miyagi/3/2010	
LC125024	icv-ncbi-refseqs-seg7	7	7			2010				880	27384661	Influenza C virus (C/Miyagi/3/2010)		Homo sapiens	C/Miyagi/3/2010	
LC123331	icv-ncbi-refseqs-seg1	1	1			2002				2325	27384661	Influenza C virus (C/Miyagi/31/2002)		Homo sapiens	C/Miyagi/31/2002	
LC123433	icv-ncbi-refseqs-seg2	2	2			2002				2322	27384661	Influenza C virus (C/Miyagi/31/2002)		Homo sapiens	C/Miyagi/31/2002	
LC123535	icv-ncbi-refseqs-seg3	3	3			2002				2139	27384661	Influenza C virus (C/Miyagi/31/2002)		Homo sapiens	C/Miyagi/31/2002	
LC122643	icv-ncbi-refseqs-seg4	4	4	Kanagawa		2002				1926	27384661	Influenza C virus (C/Miyagi/31/2002)		Homo sapiens	C/Miyagi/31/2002	
LC123765	icv-ncbi-refseqs-seg5	5	5			2002				1754	27384661	Influenza C virus (C/Miyagi/31/2002)		Homo sapiens	C/Miyagi/31/2002	
LC123829	icv-ncbi-refseqs-seg6	6	6			2002				1125	27384661	Influenza C virus (C/Miyagi/31/2002)		Homo sapiens	C/Miyagi/31/2002	
LC124993	icv-ncbi-refseqs-seg7	7	7			2002				862	27384661	Influenza C virus (C/Miyagi/31/2002)		Homo sapiens	C/Miyagi/31/2002	
LC123327	icv-ncbi-refseqs-seg1	1	1			2002				2325	27384661	Influenza C virus (C/Miyagi/4/2002)		Homo sapiens	C/Miyagi/4/2002	
LC123429	icv-ncbi-refseqs-seg2	2	2			2002				2322	27384661	Influenza C virus (C/Miyagi/4/2002)		Homo sapiens	C/Miyagi/4/2002	
LC123531	icv-ncbi-refseqs-seg3	3	3			2002				2139	27384661	Influenza C virus (C/Miyagi/4/2002)		Homo sapiens	C/Miyagi/4/2002	
LC122639	icv-ncbi-refseqs-seg4	4	4	Kanagawa		2002				1926	27384661	Influenza C virus (C/Miyagi/4/2002)		Homo sapiens	C/Miyagi/4/2002	
AB684312	icv-ncbi-refseqs-seg5	5	5			2002	JAN	24		1754	22398038	Influenza C virus (C/Miyagi/4/2002)			C/Miyagi/4/2002	
LC123825	icv-ncbi-refseqs-seg6	6	6			2002				1125	27384661	Influenza C virus (C/Miyagi/4/2002)		Homo sapiens	C/Miyagi/4/2002	
LC124989	icv-ncbi-refseqs-seg7	7	7			2002				862	27384661	Influenza C virus (C/Miyagi/4/2002)		Homo sapiens	C/Miyagi/4/2002	
LC123346	icv-ncbi-refseqs-seg1	1	1			2005				2325	27384661	Influenza C virus (C/Miyagi/4/2005)		Homo sapiens	C/Miyagi/4/2005	
LC123448	icv-ncbi-refseqs-seg2	2	2			2005				2322	27384661	Influenza C virus (C/Miyagi/4/2005)		Homo sapiens	C/Miyagi/4/2005	
LC123550	icv-ncbi-refseqs-seg3	3	3			2005				2139	27384661	Influenza C virus (C/Miyagi/4/2005)		Homo sapiens	C/Miyagi/4/2005	
LC122652	icv-ncbi-refseqs-seg4	4	4	Kanagawa		2005				1986	27384661	Influenza C virus (C/Miyagi/4/2005)		Homo sapiens	C/Miyagi/4/2005	
LC123778	icv-ncbi-refseqs-seg5	5	5			2005				1754	27384661	Influenza C virus (C/Miyagi/4/2005)		Homo sapiens	C/Miyagi/4/2005	
LC123844	icv-ncbi-refseqs-seg6	6	6			2005				1125	27384661	Influenza C virus (C/Miyagi/4/2005)		Homo sapiens	C/Miyagi/4/2005	
LC125008	icv-ncbi-refseqs-seg7	7	7			2005				880	27384661	Influenza C virus (C/Miyagi/4/2005)		Homo sapiens	C/Miyagi/4/2005	
LC123354	icv-ncbi-refseqs-seg1	1	1			2006				2325	27384661	Influenza C virus (C/Miyagi/4/2006)		Homo sapiens	C/Miyagi/4/2006	
LC123456	icv-ncbi-refseqs-seg2	2	2			2006				2322	27384661	Influenza C virus (C/Miyagi/4/2006)		Homo sapiens	C/Miyagi/4/2006	
LC123558	icv-ncbi-refseqs-seg3	3	3			2006				2139	27384661	Influenza C virus (C/Miyagi/4/2006)		Homo sapiens	C/Miyagi/4/2006	
LC122659	icv-ncbi-refseqs-seg4	4	4	SaoPaolo		2006				1986	27384661	Influenza C virus (C/Miyagi/4/2006)		Homo sapiens	C/Miyagi/4/2006	
LC123786	icv-ncbi-refseqs-seg5	5	5			2006				1754	27384661	Influenza C virus (C/Miyagi/4/2006)		Homo sapiens	C/Miyagi/4/2006	
LC123852	icv-ncbi-refseqs-seg6	6	6			2006				1125	27384661	Influenza C virus (C/Miyagi/4/2006)		Homo sapiens	C/Miyagi/4/2006	
LC125016	icv-ncbi-refseqs-seg7	7	7			2006				880	27384661	Influenza C virus (C/Miyagi/4/2006)		Homo sapiens	C/Miyagi/4/2006	
LC123340	icv-ncbi-refseqs-seg1	1	1			2004				2325	27384661	Influenza C virus (C/Miyagi/42/2004)		Homo sapiens	C/Miyagi/42/2004	
LC123442	icv-ncbi-refseqs-seg2	2	2			2004				2322	27384661	Influenza C virus (C/Miyagi/42/2004)		Homo sapiens	C/Miyagi/42/2004	
LC123544	icv-ncbi-refseqs-seg3	3	3			2004				2139	27384661	Influenza C virus (C/Miyagi/42/2004)		Homo sapiens	C/Miyagi/42/2004	
AB252157	icv-ncbi-refseqs-seg4	4	4	Kanagawa						1926	17215347	Influenza C virus (C/Miyagi/42/2004)			C/Miyagi/42/2004	
LC123773	icv-ncbi-refseqs-seg5	5	5			2004				1754	27384661	Influenza C virus (C/Miyagi/42/2004)		Homo sapiens	C/Miyagi/42/2004	
LC123838	icv-ncbi-refseqs-seg6	6	6			2004				1125	27384661	Influenza C virus (C/Miyagi/42/2004)		Homo sapiens	C/Miyagi/42/2004	
LC125002	icv-ncbi-refseqs-seg7	7	7			2004				862	27384661	Influenza C virus (C/Miyagi/42/2004)		Homo sapiens	C/Miyagi/42/2004	
LC123341	icv-ncbi-refseqs-seg1	1	1			2004				2325	27384661	Influenza C virus (C/Miyagi/47/2004)		Homo sapiens	C/Miyagi/47/2004	
LC123443	icv-ncbi-refseqs-seg2	2	2			2004				2322	27384661	Influenza C virus (C/Miyagi/47/2004)		Homo sapiens	C/Miyagi/47/2004	
